p,mean p omega
0.0435,0.0417
0.0435,0.2390
0.1898,0.1228
0.1898,0.0884
0.0418,0.3081
0.6744,0.2195
0.0225,0.4428
0.0225,0.3548
0.2375,0.2006
0.5200,0.3570
0.4767,0.3890
0.3151,0.4363
0.3151,0.3461
0.4082,0.3930
0.4040,0.4137
0.4040,0.2953
0.1139,0.3610
0.1139,0.1139
0.1139,0.1654
0.1405,0.0858
0.0444,0.1660
0.2562,0.1182
0.3163,0.2505
0.1827,0.2024
0.1552,0.1215
0.0264,0.2396
0.0264,0.0640
0.0264,0.0772
0.0312,0.2862
0.1314,0.2792
0.1155,0.1950
0.3965,0.1756
0.0652,0.1590
0.0872,0.1656
0.3763,0.2064
0.3763,0.2897
0.2776,0.4823
0.2776,0.1168
0.0364,0.1997
0.3531,0.0620
0.0435,0.2676
0.3370,0.1609
0.2196,0.1895
0.0418,0.1679
0.0506,0.0418
0.0225,0.3467
0.6506,0.0734
0.5085,0.0934
0.2375,0.2375
0.2375,0.3790
0.5200,0.4135
0.4767,0.3024
0.4233,0.2947
0.2709,0.2876
0.2709,0.2975
0.2709,0.4515
0.5340,0.1589
0.1139,0.3164
0.3297,0.2085
0.0444,0.1599
0.0444,0.0500
0.0423,0.3143
0.3872,0.1793
0.1827,0.1827
0.3689,0.2222
0.1766,0.1265
0.1766,0.1144
0.0365,0.2151
0.4391,0.2499
0.6750,0.3234
0.3616,0.3043
0.0652,0.2347
0.0652,0.0652
0.0652,0.0918
0.3715,0.2001
0.0418,0.3997
0.7809,0.1301
0.1590,0.3226
0.1318,0.1080
0.1318,0.2057
0.3370,0.1283
0.3370,0.3370
0.2060,0.1767
0.2116,0.2513
0.5647,0.3489
0.5647,0.2598
0.2261,0.4875
0.2261,0.1547
0.2375,0.3366
0.3917,0.2375
0.1637,0.2362
0.2386,0.3769
0.2386,0.1115
0.0479,0.2071
0.2709,0.2410
0.5973,0.2818
0.1369,0.2032
0.2880,0.2439
0.3297,0.2577
0.1249,0.1353
0.0423,0.0554
0.0423,0.0423
0.0423,0.2272
0.1827,0.2802
0.5088,0.1797
0.1766,0.3579
0.2183,0.2016
0.2183,0.1306
0.1339,0.2882
0.3616,0.3261
0.3616,0.2147
0.1155,0.1858
0.0652,0.1067
0.1230,0.0738
0.0418,0.2331
0.0418,0.0418
0.0418,0.3335
0.2318,0.1205
0.1318,0.0618
0.0010,0.0882
0.0010,0.2347
0.3370,0.2156
0.2116,0.3470
0.3560,0.2116
0.2116,0.2986
0.2261,0.3286
0.2261,0.2261
0.0005,0.3257
0.4910,0.0815
0.0373,0.3641
0.1838,0.1838
0.1838,0.2887
0.0479,0.1564
0.0479,0.0479
0.0479,0.2420
0.4482,0.2835
0.2880,0.3681
0.2880,0.2880
0.2880,0.2685
0.1249,0.1049
0.0102,0.0549
0.0423,0.1124
0.3869,0.2146
0.3869,0.1890
0.3736,0.2007
0.3227,0.2737
0.2183,0.2503
0.1339,0.2346
0.1339,0.1339
0.1339,0.1972
0.0962,0.1768
0.1155,0.1093
0.1230,0.1838
0.1230,0.1230
0.1230,0.0902
0.0418,0.2032
0.2793,0.0648
0.0878,0.2320
0.0525,0.1333
0.2257,0.1949
0.2638,0.1554
0.3128,0.3163
0.3480,0.2710
0.2116,0.1998
0.0475,0.2437
0.5040,0.1368
0.2261,0.1827
0.0005,0.0017
0.0064,0.2507
0.3796,0.0983
0.1838,0.3145
0.2298,0.1581
0.1554,0.0440
0.0479,0.1361
0.2008,0.1243
0.2008,0.2976
0.0444,0.3375
0.2880,0.2132
0.3316,0.1686
0.0102,0.1419
0.0102,0.0102
0.0102,0.1402
0.3869,0.1960
0.1850,0.3255
0.3262,0.2071
0.3262,0.2848
0.3262,0.2729
0.3681,0.1595
0.1339,0.3684
0.5633,0.1607
0.0962,0.0962
0.0962,0.2154
0.4317,0.1474
0.1230,0.2919
0.1541,0.1989
0.1541,0.1095
0.0878,0.2419
0.0878,0.0878
0.0878,0.1287
0.2257,0.1194
0.0820,0.1963
0.2138,0.1007
0.3480,0.2479
0.0475,0.2686
0.0475,0.0475
0.0475,0.1546
0.0005,0.0924
