p,mean p omega
0.4405,0.4425
0.4378,0.4378
0.4378,0.4385
0.4349,0.4394
0.4378,0.4378
0.4378,0.4393
0.4427,0.4404
0.4378,0.4378
0.4378,0.4379
0.4378,0.4380
0.4378,0.4378
0.4378,0.4389
0.4349,0.4349
0.4415,0.4417
0.4378,0.4378
0.4378,0.4393
0.4427,0.4420
0.4415,NaN
0.4349,0.4356
0.4378,0.4363
0.4378,0.4378
0.4349,0.4384
0.4432,NaN
0.4378,0.4411
0.4378,0.4390
0.4378,0.4376
0.4378,0.4376
0.4378,0.4377
0.4378,0.4378
0.4378,0.4378
0.4378,0.4389
0.4349,0.4349
0.4378,0.4406
0.3979,0.3979
0.4349,0.4349
0.4378,0.4378
0.4349,0.4393
0.4378,0.4386
0.4378,0.4390
0.4378,0.4378
0.4439,0.4359
0.4378,0.4378
0.4280,0.4353
0.4439,0.4427
0.4370,0.4352
0.4439,0.4408
0.4378,0.4394
0.4378,0.4376
0.4415,0.4415
0.4378,0.4378
0.4378,NaN
0.4300,0.4349
0.4439,0.4363
0.4378,0.4376
0.4378,0.4363
0.4378,0.4378
0.4321,0.4359
0.4378,0.4375
0.4415,0.4415
0.4378,0.4378
0.4349,0.4349
0.4378,0.4378
0.4363,0.4179
0.4378,NaN
0.4378,0.4389
0.4392,0.4387
0.4439,0.4405
0.4439,0.4439
0.4378,0.4408
0.4439,0.4415
0.4378,0.4382
0.4415,0.4387
0.4349,0.4394
0.4378,0.4378
0.4003,0.4128
0.4378,0.4378
0.4463,0.4299
0.4378,0.4378
0.4427,0.4425
0.4370,0.4386
0.4378,0.4377
0.4392,0.4412
0.4378,0.4378
0.4463,0.4299
0.4378,0.4368
0.4349,0.4349
0.4392,0.4392
0.4378,0.4378
0.4392,0.4424
0.4370,0.4383
0.4378,0.4383
0.4349,0.4356
0.4370,0.4376
0.4378,0.4387
0.4464,0.4419
0.4370,0.4366
0.4378,0.4378
0.4378,0.4378
0.4439,0.4401
0.4378,0.4378
0.4415,0.4378
0.4378,0.4404
0.4378,0.4378
0.4439,0.4416
0.4378,0.4378
0.4415,0.4439
0.4392,0.4385
0.4370,0.4371
0.4427,0.4412
0.4378,0.4361
0.4378,0.4378
0.4378,0.4383
0.4378,0.4378
0.4421,NaN
0.4427,0.4419
0.4280,0.4280
0.4392,0.4409
0.4321,0.4321
0.4280,0.4333
0.4378,0.4405
0.4378,0.4378
0.4378,0.4405
0.4378,0.4367
0.4378,0.4390
0.4378,0.4378
0.4378,0.4374
0.4378,0.4378
0.4300,0.4314
0.4378,0.4391
0.4378,0.4380
0.4378,0.4396
0.4378,0.4390
0.4378,0.4380
0.4378,0.4374
0.4432,0.4407
0.4378,0.4378
0.4280,0.4242
0.4502,0.4440
0.4349,0.4349
0.4415,0.4415
0.4327,0.4373
0.4349,0.4410
0.4378,0.4377
0.4439,0.4439
0.4378,0.4378
0.4463,0.4429
0.3979,0.3979
0.4378,0.4409
0.4432,0.4407
0.4378,0.4408
0.4439,0.4408
0.4439,0.4398
0.4378,0.4377
0.4378,0.4378
0.4378,0.4378
0.4378,0.4382
0.4300,0.4300
0.4280,0.4280
0.4378,0.4378
0.4349,0.4356
0.4378,0.4375
0.4378,0.4398
0.4378,0.4378
0.4415,0.4400
0.4463,0.4431
0.4378,0.4390
0.4392,0.4425
0.4378,0.4391
0.4321,0.4350
0.4280,0.4280
0.4439,NaN
0.4280,0.4354
0.4378,0.4383
0.4439,0.4419
0.4370,0.4388
0.4280,0.4360
0.4432,0.4435
0.4378,0.4378
0.4378,0.4367
0.4280,0.4280
0.4439,0.4415
0.3979,0.3979
0.4370,0.4436
0.4378,0.4378
0.4378,0.4378
0.4349,0.4349
0.4378,0.4376
0.4378,0.4378
0.4378,0.4376
0.4415,0.4396
0.4418,0.4388
0.4372,0.4407
0.4502,0.4415
0.4439,0.4398
0.4378,0.4400
0.4378,0.4421
0.4432,0.4413
0.4300,0.4411
0.4349,NaN
0.4405,0.4406
0.4378,0.4378
