gen,mean p,sigma p,max p
821,0.3070,0.0155,0.3307
822,0.3072,0.0155,0.3279
823,0.3075,0.0154,0.3311
824,0.3077,0.0151,0.3279
825,0.3078,0.0150,0.3287
826,0.3078,0.0151,0.3287
827,0.3080,0.0149,0.3310
828,0.3079,0.0148,0.3310
829,0.3079,0.0148,0.3306
830,0.3079,0.0149,0.3271
831,0.3081,0.0149,0.3323
832,0.3083,0.0148,0.3302
833,0.3086,0.0148,0.3308
834,0.3086,0.0148,0.3318
835,0.3088,0.0147,0.3315
836,0.3091,0.0147,0.3315
837,0.3090,0.0148,0.3279
838,0.3090,0.0148,0.3279
839,0.3092,0.0147,0.3309
840,0.3092,0.0148,0.3311
841,0.3092,0.0150,0.3297
842,0.3094,0.0149,0.3297
843,0.3094,0.0149,0.3297
844,0.3093,0.0150,0.3321
845,0.3098,0.0148,0.3321
846,0.3100,0.0148,0.3321
847,0.3100,0.0151,0.3316
848,0.3101,0.0152,0.3293
849,0.3100,0.0152,0.3288
850,0.3102,0.0150,0.3257
851,0.3101,0.0151,0.3257
852,0.3103,0.0149,0.3319
853,0.3104,0.0150,0.3319
854,0.3105,0.0148,0.3272
855,0.3106,0.0148,0.3277
856,0.3106,0.0148,0.3264
857,0.3107,0.0150,0.3311
858,0.3106,0.0150,0.3278
859,0.3105,0.0150,0.3260
860,0.3105,0.0150,0.3295
861,0.3105,0.0150,0.3264
862,0.3107,0.0151,0.3260
863,0.3109,0.0149,0.3321
864,0.3111,0.0149,0.3308
865,0.3110,0.0149,0.3285
866,0.3109,0.0149,0.3273
867,0.3107,0.0149,0.3283
868,0.3104,0.0148,0.3323
869,0.3102,0.0145,0.3262
870,0.3102,0.0144,0.3262
871,0.3102,0.0143,0.3261
872,0.3103,0.0143,0.3279
873,0.3104,0.0143,0.3279
874,0.3104,0.0143,0.3279
875,0.3104,0.0143,0.3261
876,0.3105,0.0143,0.3323
877,0.3106,0.0142,0.3273
878,0.3106,0.0142,0.3245
879,0.3106,0.0142,0.3245
880,0.3108,0.0142,0.3313
881,0.3110,0.0141,0.3313
882,0.3108,0.0142,0.3299
883,0.3110,0.0141,0.3303
884,0.3110,0.0141,0.3303
885,0.3109,0.0141,0.3276
886,0.3108,0.0142,0.3268
887,0.3109,0.0143,0.3319
888,0.3111,0.0143,0.3268
889,0.3110,0.0146,0.3309
890,0.3107,0.0146,0.3251
891,0.3106,0.0146,0.3316
892,0.3107,0.0147,0.3264
893,0.3107,0.0148,0.3277
894,0.3108,0.0148,0.3279
895,0.3108,0.0147,0.3271
896,0.3109,0.0148,0.3291
897,0.3109,0.0148,0.3292
898,0.3109,0.0148,0.3305
899,0.3105,0.0149,0.3290
900,0.3104,0.0148,0.3290
901,0.3104,0.0148,0.3290
902,0.3103,0.0147,0.3290
903,0.3106,0.0145,0.3321
904,0.3107,0.0146,0.3313
905,0.3109,0.0147,0.3297
906,0.3112,0.0148,0.3290
907,0.3114,0.0147,0.3320
908,0.3116,0.0147,0.3307
909,0.3116,0.0148,0.3307
910,0.3117,0.0148,0.3307
911,0.3118,0.0148,0.3333
912,0.3119,0.0147,0.3337
913,0.3120,0.0148,0.3331
914,0.3122,0.0150,0.3319
915,0.3122,0.0152,0.3319
916,0.3118,0.0163,0.3375
917,0.3115,0.0171,0.3377
918,0.3108,0.0178,0.3319
919,0.3110,0.0176,0.3326
920,0.3112,0.0174,0.3326
921,0.3112,0.0175,0.3356
922,0.3113,0.0173,0.3414
923,0.3111,0.0168,0.3326
924,0.3110,0.0168,0.3319
925,0.3112,0.0168,0.3332
926,0.3119,0.0166,0.3358
927,0.3125,0.0160,0.3409
928,0.3127,0.0158,0.3409
929,0.3128,0.0157,0.3383
930,0.3127,0.0156,0.3347
931,0.3129,0.0155,0.3319
932,0.3132,0.0156,0.3343
933,0.3135,0.0155,0.3368
934,0.3140,0.0156,0.3367
935,0.3139,0.0157,0.3364
936,0.3140,0.0158,0.3399
937,0.3140,0.0158,0.3319
938,0.3139,0.0160,0.3396
939,0.3139,0.0159,0.3319
940,0.3139,0.0160,0.3319
941,0.3138,0.0162,0.3395
942,0.3139,0.0161,0.3353
943,0.3141,0.0162,0.3403
944,0.3144,0.0162,0.3365
945,0.3146,0.0161,0.3365
946,0.3146,0.0160,0.3365
947,0.3146,0.0158,0.3354
948,0.3146,0.0156,0.3338
949,0.3142,0.0159,0.3350
950,0.3139,0.0160,0.3338
951,0.3132,0.0167,0.3338
952,0.3127,0.0172,0.3349
953,0.3125,0.0174,0.3349
954,0.3126,0.0173,0.3319
955,0.3127,0.0173,0.3367
956,0.3130,0.0172,0.3319
957,0.3132,0.0172,0.3409
958,0.3137,0.0171,0.3359
959,0.3139,0.0170,0.3380
960,0.3142,0.0168,0.3380
961,0.3143,0.0168,0.3380
962,0.3144,0.0168,0.3380
963,0.3144,0.0167,0.3411
964,0.3146,0.0167,0.3380
965,0.3146,0.0167,0.3380
966,0.3147,0.0166,0.3380
967,0.3148,0.0167,0.3380
968,0.3148,0.0166,0.3388
969,0.3146,0.0167,0.3380
970,0.3144,0.0168,0.3384
971,0.3141,0.0171,0.3380
972,0.3139,0.0171,0.3380
973,0.3141,0.0170,0.3407
974,0.3143,0.0168,0.3380
975,0.3142,0.0169,0.3380
976,0.3144,0.0168,0.3380
977,0.3146,0.0167,0.3380
978,0.3149,0.0168,0.3380
979,0.3153,0.0167,0.3380
980,0.3155,0.0167,0.3380
981,0.3157,0.0168,0.3380
982,0.3159,0.0168,0.3450
983,0.3160,0.0168,0.3450
984,0.3161,0.0169,0.3380
985,0.3159,0.0170,0.3380
986,0.3154,0.0173,0.3380
987,0.3151,0.0177,0.3400
988,0.3150,0.0181,0.3393
989,0.3151,0.0182,0.3391
990,0.3151,0.0184,0.3390
991,0.3153,0.0184,0.3380
992,0.3155,0.0183,0.3380
993,0.3156,0.0183,0.3380
994,0.3157,0.0181,0.3380
995,0.3158,0.0181,0.3404
996,0.3158,0.0180,0.3398
997,0.3160,0.0181,0.3386
998,0.3161,0.0182,0.3380
999,0.3162,0.0184,0.3380
1000,0.3165,0.0184,0.3380
1001,0.3167,0.0182,0.3414
1002,0.3167,0.0182,0.3427
1003,0.3167,0.0182,0.3420
1004,0.3168,0.0184,0.3401
1005,0.3170,0.0184,0.3406
1006,0.3172,0.0184,0.3406
1007,0.3174,0.0184,0.3401
1008,0.3175,0.0184,0.3444
1009,0.3177,0.0184,0.3410
1010,0.3180,0.0184,0.3415
1011,0.3182,0.0185,0.3415
1012,0.3183,0.0184,0.3412
1013,0.3182,0.0188,0.3426
1014,0.3185,0.0188,0.3412
1015,0.3186,0.0188,0.3385
1016,0.3186,0.0188,0.3389
1017,0.3188,0.0189,0.3399
1018,0.3189,0.0189,0.3400
1019,0.3192,0.0188,0.3406
1020,0.3193,0.0187,0.3402
1021,0.3193,0.0187,0.3399
1022,0.3193,0.0191,0.3385
1023,0.3193,0.0191,0.3400
1024,0.3194,0.0190,0.3430
1025,0.3195,0.0188,0.3430
1026,0.3196,0.0187,0.3430
1027,0.3197,0.0187,0.3416
1028,0.3198,0.0187,0.3421
1029,0.3195,0.0188,0.3421
1030,0.3194,0.0189,0.3398
1031,0.3193,0.0189,0.3398
1032,0.3195,0.0190,0.3424
1033,0.3198,0.0188,0.3418
1034,0.3199,0.0190,0.3410
1035,0.3197,0.0193,0.3437
1036,0.3198,0.0195,0.3448
1037,0.3201,0.0197,0.3531
1038,0.3204,0.0198,0.3437
1039,0.3204,0.0198,0.3464
1040,0.3207,0.0197,0.3437
1041,0.3208,0.0197,0.3437
1042,0.3208,0.0195,0.3437
1043,0.3210,0.0194,0.3437
1044,0.3211,0.0195,0.3437
1045,0.3211,0.0195,0.3475
1046,0.3212,0.0194,0.3523
1047,0.3215,0.0192,0.3437
1048,0.3217,0.0191,0.3437
1049,0.3218,0.0189,0.3437
1050,0.3218,0.0189,0.3532
1051,0.3217,0.0192,0.3437
1052,0.3218,0.0194,0.3437
1053,0.3219,0.0194,0.3465
1054,0.3221,0.0192,0.3437
1055,0.3223,0.0190,0.3505
1056,0.3222,0.0188,0.3453
1057,0.3224,0.0189,0.3491
1058,0.3225,0.0188,0.3453
1059,0.3227,0.0186,0.3473
1060,0.3228,0.0186,0.3506
1061,0.3228,0.0188,0.3506
1062,0.3232,0.0189,0.3506
1063,0.3235,0.0187,0.3506
1064,0.3236,0.0187,0.3512
1065,0.3237,0.0188,0.3512
1066,0.3237,0.0188,0.3444
1067,0.3238,0.0188,0.3437
1068,0.3239,0.0188,0.3477
1069,0.3237,0.0188,0.3477
1070,0.3236,0.0187,0.3477
1071,0.3237,0.0185,0.3477
1072,0.3237,0.0188,0.3454
1073,0.3234,0.0192,0.3483
1074,0.3234,0.0192,0.3437
1075,0.3235,0.0193,0.3437
1076,0.3234,0.0194,0.3490
1077,0.3236,0.0192,0.3527
1078,0.3239,0.0192,0.3527
1079,0.3240,0.0191,0.3518
1080,0.3242,0.0195,0.3518
1081,0.3242,0.0194,0.3525
1082,0.3243,0.0195,0.3534
1083,0.3243,0.0196,0.3534
1084,0.3244,0.0193,0.3521
1085,0.3244,0.0193,0.3521
1086,0.3243,0.0189,0.3495
1087,0.3241,0.0187,0.3495
1088,0.3239,0.0188,0.3477
1089,0.3239,0.0185,0.3477
1090,0.3240,0.0185,0.3437
1091,0.3241,0.0184,0.3440
1092,0.3242,0.0184,0.3468
1093,0.3244,0.0183,0.3491
1094,0.3245,0.0183,0.3463
1095,0.3246,0.0184,0.3472
1096,0.3242,0.0191,0.3469
1097,0.3239,0.0192,0.3438
1098,0.3241,0.0192,0.3438
1099,0.3241,0.0197,0.3479
1100,0.3245,0.0197,0.3487
1101,0.3247,0.0195,0.3487
1102,0.3245,0.0197,0.3462
1103,0.3244,0.0197,0.3473
1104,0.3249,0.0195,0.3473
1105,0.3248,0.0194,0.3473
1106,0.3248,0.0194,0.3473
1107,0.3251,0.0192,0.3503
1108,0.3253,0.0192,0.3505
1109,0.3256,0.0193,0.3510
1110,0.3258,0.0194,0.3532
1111,0.3258,0.0195,0.3614
1112,0.3261,0.0194,0.3614
1113,0.3260,0.0194,0.3504
1114,0.3262,0.0193,0.3517
1115,0.3263,0.0195,0.3502
1116,0.3266,0.0192,0.3473
1117,0.3265,0.0194,0.3473
1118,0.3265,0.0192,0.3493
1119,0.3267,0.0193,0.3506
1120,0.3269,0.0191,0.3482
1121,0.3273,0.0189,0.3482
1122,0.3275,0.0189,0.3473
1123,0.3273,0.0192,0.3509
1124,0.3273,0.0193,0.3474
1125,0.3276,0.0193,0.3517
1126,0.3278,0.0195,0.3515
1127,0.3278,0.0196,0.3515
1128,0.3280,0.0194,0.3518
1129,0.3281,0.0192,0.3508
1130,0.3285,0.0191,0.3508
1131,0.3286,0.0191,0.3508
1132,0.3287,0.0191,0.3523
1133,0.3287,0.0190,0.3505
1134,0.3288,0.0190,0.3539
1135,0.3292,0.0186,0.3505
1136,0.3295,0.0184,0.3509
1137,0.3295,0.0186,0.3532
1138,0.3297,0.0188,0.3523
1139,0.3299,0.0186,0.3521
1140,0.3300,0.0186,0.3513
1141,0.3301,0.0186,0.3494
1142,0.3303,0.0185,0.3531
1143,0.3305,0.0186,0.3531
1144,0.3306,0.0185,0.3484
1145,0.3308,0.0185,0.3516
1146,0.3308,0.0185,0.3522
1147,0.3310,0.0185,0.3513
1148,0.3309,0.0187,0.3507
1149,0.3308,0.0190,0.3517
1150,0.3309,0.0189,0.3517
1151,0.3312,0.0186,0.3517
1152,0.3310,0.0186,0.3504
1153,0.3308,0.0187,0.3507
1154,0.3307,0.0186,0.3524
1155,0.3303,0.0185,0.3466
1156,0.3303,0.0187,0.3516
1157,0.3306,0.0185,0.3524
1158,0.3309,0.0185,0.3524
1159,0.3313,0.0184,0.3522
1160,0.3316,0.0185,0.3536
1161,0.3317,0.0185,0.3538
1162,0.3317,0.0183,0.3538
1163,0.3319,0.0182,0.3513
1164,0.3320,0.0182,0.3529
1165,0.3320,0.0181,0.3500
1166,0.3323,0.0180,0.3527
1167,0.3324,0.0179,0.3509
1168,0.3324,0.0179,0.3538
1169,0.3326,0.0178,0.3497
1170,0.3326,0.0179,0.3522
1171,0.3331,0.0175,0.3522
1172,0.3332,0.0173,0.3522
1173,0.3335,0.0170,0.3531
1174,0.3337,0.0168,0.3486
1175,0.3338,0.0168,0.3514
1176,0.3339,0.0168,0.3509
1177,0.3342,0.0166,0.3558
1178,0.3341,0.0167,0.3486
1179,0.3343,0.0165,0.3506
1180,0.3345,0.0166,0.3506
1181,0.3346,0.0165,0.3498
1182,0.3347,0.0163,0.3498
1183,0.3346,0.0162,0.3529
1184,0.3346,0.0161,0.3529
1185,0.3347,0.0160,0.3495
1186,0.3346,0.0162,0.3526
1187,0.3348,0.0161,0.3530
1188,0.3349,0.0159,0.3520
1189,0.3350,0.0156,0.3520
1190,0.3352,0.0155,0.3520
1191,0.3355,0.0149,0.3507
1192,0.3354,0.0149,0.3517
1193,0.3353,0.0150,0.3510
1194,0.3354,0.0148,0.3532
1195,0.3354,0.0148,0.3521
1196,0.3355,0.0148,0.3533
1197,0.3356,0.0149,0.3533
1198,0.3355,0.0150,0.3521
1199,0.3354,0.0152,0.3517
1200,0.3356,0.0151,0.3499
1201,0.3358,0.0152,0.3537
1202,0.3359,0.0153,0.3552
1203,0.3359,0.0154,0.3552
1204,0.3359,0.0155,0.3548
1205,0.3360,0.0154,0.3537
1206,0.3360,0.0153,0.3563
1207,0.3359,0.0153,0.3563
1208,0.3360,0.0153,0.3553
1209,0.3360,0.0151,0.3537
1210,0.3357,0.0150,0.3537
1211,0.3357,0.0148,0.3537
1212,0.3357,0.0148,0.3537
1213,0.3356,0.0147,0.3537
1214,0.3355,0.0146,0.3537
1215,0.3356,0.0147,0.3537
1216,0.3353,0.0147,0.3520
1217,0.3349,0.0147,0.3580
1218,0.3343,0.0147,0.3520
1219,0.3341,0.0145,0.3533
1220,0.3341,0.0144,0.3499
1221,0.3342,0.0144,0.3512
1222,0.3343,0.0143,0.3499
1223,0.3343,0.0145,0.3499
1224,0.3344,0.0143,0.3499
1225,0.3344,0.0144,0.3499
1226,0.3346,0.0142,0.3499
1227,0.3346,0.0142,0.3499
1228,0.3348,0.0141,0.3520
1229,0.3347,0.0143,0.3528
1230,0.3344,0.0153,0.3536
1231,0.3341,0.0163,0.3528
1232,0.3343,0.0161,0.3528
1233,0.3344,0.0162,0.3528
1234,0.3350,0.0150,0.3528
1235,0.3351,0.0149,0.3534
1236,0.3352,0.0148,0.3528
1237,0.3353,0.0149,0.3528
1238,0.3355,0.0147,0.3550
1239,0.3352,0.0153,0.3528
1240,0.3351,0.0156,0.3528
1241,0.3353,0.0156,0.3535
1242,0.3354,0.0153,0.3574
1243,0.3353,0.0153,0.3574
1244,0.3356,0.0150,0.3535
1245,0.3351,0.0162,0.3528
1246,0.3342,0.0187,0.3528
1247,0.3343,0.0186,0.3531
1248,0.3346,0.0184,0.3552
1249,0.3348,0.0181,0.3570
1250,0.3348,0.0178,0.3570
1251,0.3350,0.0172,0.3570
1252,0.3348,0.0173,0.3528
1253,0.3350,0.0167,0.3531
1254,0.3356,0.0157,0.3528
1255,0.3358,0.0155,0.3528
1256,0.3361,0.0149,0.3528
1257,0.3362,0.0148,0.3552
1258,0.3363,0.0146,0.3534
1259,0.3363,0.0146,0.3522
1260,0.3360,0.0150,0.3508
1261,0.3361,0.0149,0.3525
1262,0.3360,0.0149,0.3563
1263,0.3362,0.0148,0.3563
1264,0.3362,0.0149,0.3539
1265,0.3363,0.0145,0.3527
1266,0.3365,0.0145,0.3546
1267,0.3368,0.0144,0.3571
1268,0.3369,0.0146,0.3569
1269,0.3370,0.0146,0.3581
1270,0.3372,0.0143,0.3527
1271,0.3372,0.0141,0.3527
1272,0.3373,0.0143,0.3530
1273,0.3374,0.0143,0.3585
1274,0.3376,0.0141,0.3535
1275,0.3374,0.0142,0.3528
1276,0.3374,0.0140,0.3591
1277,0.3375,0.0140,0.3570
1278,0.3376,0.0138,0.3547
1279,0.3377,0.0138,0.3527
1280,0.3378,0.0140,0.3611
1281,0.3380,0.0140,0.3527
1282,0.3383,0.0138,0.3580
1283,0.3383,0.0138,0.3580
1284,0.3385,0.0139,0.3577
1285,0.3387,0.0135,0.3532
1286,0.3389,0.0136,0.3532
1287,0.3390,0.0137,0.3556
1288,0.3391,0.0139,0.3598
1289,0.3394,0.0139,0.3557
1290,0.3395,0.0140,0.3616
1291,0.3395,0.0140,0.3532
1292,0.3395,0.0140,0.3594
1293,0.3395,0.0140,0.3579
1294,0.3395,0.0140,0.3578
1295,0.3395,0.0139,0.3532
1296,0.3395,0.0140,0.3567
1297,0.3397,0.0142,0.3567
1298,0.3397,0.0143,0.3600
1299,0.3399,0.0143,0.3561
1300,0.3400,0.0143,0.3561
1301,0.3400,0.0143,0.3554
1302,0.3402,0.0141,0.3610
1303,0.3404,0.0138,0.3610
1304,0.3403,0.0138,0.3569
1305,0.3405,0.0138,0.3630
1306,0.3406,0.0140,0.3630
1307,0.3408,0.0138,0.3626
1308,0.3409,0.0137,0.3578
1309,0.3408,0.0137,0.3610
1310,0.3408,0.0136,0.3610
1311,0.3408,0.0136,0.3563
1312,0.3409,0.0134,0.3560
1313,0.3410,0.0136,0.3584
1314,0.3411,0.0135,0.3563
1315,0.3410,0.0135,0.3603
1316,0.3410,0.0135,0.3569
1317,0.3413,0.0135,0.3593
1318,0.3413,0.0135,0.3604
1319,0.3412,0.0135,0.3565
1320,0.3413,0.0136,0.3554
1321,0.3413,0.0135,0.3606
1322,0.3413,0.0135,0.3578
1323,0.3414,0.0135,0.3619
1324,0.3415,0.0134,0.3583
1325,0.3417,0.0134,0.3585
1326,0.3419,0.0134,0.3628
1327,0.3420,0.0135,0.3628
1328,0.3423,0.0136,0.3628
1329,0.3426,0.0136,0.3567
1330,0.3426,0.0138,0.3555
1331,0.3426,0.0138,0.3605
1332,0.3426,0.0139,0.3629
1333,0.3426,0.0141,0.3606
1334,0.3427,0.0142,0.3532
1335,0.3427,0.0140,0.3621
1336,0.3427,0.0139,0.3622
1337,0.3428,0.0135,0.3595
1338,0.3430,0.0134,0.3628
1339,0.3431,0.0134,0.3565
1340,0.3432,0.0134,0.3614
1341,0.3433,0.0134,0.3614
1342,0.3434,0.0134,0.3617
1343,0.3435,0.0134,0.3615
1344,0.3436,0.0134,0.3615
1345,0.3437,0.0134,0.3595
1346,0.3438,0.0135,0.3595
1347,0.3438,0.0135,0.3622
1348,0.3439,0.0135,0.3631
1349,0.3441,0.0132,0.3637
1350,0.3442,0.0133,0.3611
1351,0.3443,0.0133,0.3597
1352,0.3443,0.0133,0.3615
1353,0.3444,0.0133,0.3645
1354,0.3446,0.0131,0.3594
1355,0.3445,0.0130,0.3639
1356,0.3445,0.0128,0.3608
1357,0.3446,0.0128,0.3608
1358,0.3446,0.0128,0.3594
1359,0.3448,0.0128,0.3617
1360,0.3450,0.0128,0.3634
1361,0.3451,0.0128,0.3634
1362,0.3452,0.0128,0.3634
1363,0.3453,0.0127,0.3608
1364,0.3453,0.0129,0.3632
1365,0.3453,0.0128,0.3615
1366,0.3454,0.0128,0.3616
1367,0.3454,0.0126,0.3591
1368,0.3455,0.0126,0.3605
1369,0.3458,0.0125,0.3608
1370,0.3460,0.0124,0.3625
1371,0.3460,0.0123,0.3593
1372,0.3460,0.0122,0.3593
1373,0.3461,0.0122,0.3624
1374,0.3461,0.0124,0.3636
1375,0.3462,0.0125,0.3636
1376,0.3462,0.0125,0.3636
1377,0.3462,0.0125,0.3628
1378,0.3462,0.0120,0.3628
1379,0.3463,0.0114,0.3628
1380,0.3465,0.0116,0.3589
1381,0.3465,0.0116,0.3593
1382,0.3467,0.0113,0.3598
1383,0.3468,0.0113,0.3585
1384,0.3468,0.0113,0.3617
1385,0.3469,0.0112,0.3621
1386,0.3470,0.0113,0.3622
1387,0.3471,0.0108,0.3621
1388,0.3471,0.0111,0.3629
1389,0.3470,0.0111,0.3621
1390,0.3471,0.0107,0.3621
1391,0.3471,0.0110,0.3621
1392,0.3471,0.0111,0.3621
1393,0.3469,0.0115,0.3621
1394,0.3470,0.0112,0.3621
1395,0.3470,0.0113,0.3621
1396,0.3469,0.0113,0.3621
1397,0.3468,0.0112,0.3621
1398,0.3465,0.0115,0.3630
1399,0.3464,0.0116,0.3621
1400,0.3464,0.0118,0.3621
1401,0.3465,0.0117,0.3621
1402,0.3467,0.0115,0.3621
1403,0.3469,0.0112,0.3659
1404,0.3470,0.0112,0.3615
1405,0.3471,0.0111,0.3615
1406,0.3471,0.0111,0.3635
1407,0.3472,0.0112,0.3635
1408,0.3475,0.0108,0.3635
1409,0.3478,0.0107,0.3697
1410,0.3481,0.0105,0.3635
1411,0.3482,0.0102,0.3635
1412,0.3485,0.0093,0.3635
1413,0.3487,0.0089,0.3635
1414,0.3487,0.0090,0.3635
1415,0.3487,0.0092,0.3635
1416,0.3487,0.0096,0.3636
1417,0.3488,0.0096,0.3637
1418,0.3489,0.0096,0.3635
1419,0.3488,0.0099,0.3635
1420,0.3489,0.0098,0.3670
1421,0.3490,0.0097,0.3636
1422,0.3491,0.0098,0.3661
1423,0.3493,0.0096,0.3644
1424,0.3493,0.0096,0.3635
1425,0.3494,0.0094,0.3667
1426,0.3493,0.0095,0.3635
1427,0.3494,0.0096,0.3705
1428,0.3495,0.0097,0.3705
1429,0.3496,0.0096,0.3709
1430,0.3496,0.0097,0.3709
1431,0.3496,0.0098,0.3709
1432,0.3497,0.0098,0.3656
1433,0.3498,0.0098,0.3660
1434,0.3498,0.0099,0.3666
1435,0.3497,0.0099,0.3666
1436,0.3498,0.0097,0.3635
1437,0.3498,0.0097,0.3635
1438,0.3499,0.0097,0.3650
1439,0.3500,0.0096,0.3638
1440,0.3501,0.0096,0.3643
1441,0.3503,0.0097,0.3635
1442,0.3505,0.0097,0.3697
1443,0.3507,0.0096,0.3697
1444,0.3508,0.0095,0.3658
1445,0.3509,0.0094,0.3644
1446,0.3508,0.0096,0.3674
1447,0.3508,0.0097,0.3697
1448,0.3509,0.0097,0.3644
1449,0.3509,0.0097,0.3696
1450,0.3509,0.0097,0.3635
1451,0.3510,0.0097,0.3635
1452,0.3511,0.0096,0.3659
1453,0.3512,0.0095,0.3713
1454,0.3513,0.0095,0.3730
1455,0.3514,0.0094,0.3685
1456,0.3514,0.0095,0.3666
1457,0.3514,0.0095,0.3725
1458,0.3515,0.0094,0.3664
1459,0.3518,0.0092,0.3664
1460,0.3516,0.0091,0.3664
1461,0.3515,0.0093,0.3728
1462,0.3515,0.0092,0.3664
1463,0.3517,0.0091,0.3713
1464,0.3519,0.0087,0.3712
1465,0.3520,0.0085,0.3712
1466,0.3520,0.0084,0.3712
1467,0.3519,0.0084,0.3653
1468,0.3521,0.0084,0.3716
1469,0.3522,0.0084,0.3640
1470,0.3522,0.0084,0.3672
1471,0.3522,0.0083,0.3661
1472,0.3525,0.0082,0.3717
1473,0.3527,0.0083,0.3717
1474,0.3529,0.0084,0.3717
1475,0.3530,0.0083,0.3783
1476,0.3530,0.0083,0.3717
1477,0.3530,0.0083,0.3747
1478,0.3531,0.0083,0.3717
1479,0.3531,0.0083,0.3717
1480,0.3532,0.0083,0.3717
1481,0.3533,0.0082,0.3717
1482,0.3534,0.0082,0.3745
1483,0.3535,0.0081,0.3717
1484,0.3536,0.0082,0.3717
1485,0.3535,0.0081,0.3717
1486,0.3535,0.0081,0.3808
1487,0.3535,0.0080,0.3717
1488,0.3535,0.0081,0.3768
1489,0.3537,0.0081,0.3768
1490,0.3537,0.0080,0.3717
1491,0.3538,0.0081,0.3791
1492,0.3538,0.0083,0.3791
1493,0.3539,0.0082,0.3788
1494,0.3539,0.0082,0.3808
1495,0.3539,0.0082,0.3765
1496,0.3540,0.0082,0.3765
1497,0.3541,0.0081,0.3765
1498,0.3542,0.0081,0.3765
1499,0.3544,0.0082,0.3765
1500,0.3546,0.0085,0.3765
1501,0.3545,0.0084,0.3765
1502,0.3545,0.0086,0.3765
1503,0.3547,0.0088,0.3805
1504,0.3548,0.0088,0.3765
1505,0.3548,0.0087,0.3765
1506,0.3548,0.0087,0.3802
1507,0.3549,0.0088,0.3765
1508,0.3551,0.0088,0.3765
1509,0.3552,0.0089,0.3765
1510,0.3553,0.0089,0.3765
1511,0.3555,0.0090,0.3857
1512,0.3557,0.0089,0.3857
1513,0.3556,0.0090,0.3846
1514,0.3555,0.0090,0.3846
1515,0.3557,0.0091,0.3846
1516,0.3558,0.0091,0.3846
1517,0.3559,0.0092,0.3846
1518,0.3559,0.0093,0.3846
1519,0.3562,0.0093,0.3846
1520,0.3563,0.0093,0.3846
1521,0.3564,0.0094,0.3846
1522,0.3565,0.0094,0.3762
1523,0.3565,0.0093,0.3718
1524,0.3566,0.0092,0.3758
1525,0.3567,0.0092,0.3727
1526,0.3569,0.0093,0.3724
1527,0.3568,0.0093,0.3764
1528,0.3569,0.0096,0.3733
1529,0.3568,0.0095,0.3730
1530,0.3568,0.0096,0.3809
1531,0.3567,0.0096,0.3799
1532,0.3568,0.0096,0.3816
1533,0.3570,0.0095,0.3816
1534,0.3571,0.0095,0.3802
1535,0.3570,0.0096,0.3802
1536,0.3571,0.0096,0.3802
1537,0.3572,0.0097,0.3816
1538,0.3572,0.0097,0.3752
1539,0.3574,0.0099,0.3802
1540,0.3576,0.0099,0.3717
1541,0.3577,0.0098,0.3785
1542,0.3576,0.0097,0.3750
1543,0.3577,0.0098,0.3735
1544,0.3580,0.0099,0.3753
1545,0.3583,0.0099,0.3761
1546,0.3583,0.0098,0.3717
1547,0.3581,0.0098,0.3717
1548,0.3579,0.0098,0.3800
1549,0.3582,0.0096,0.3800
1550,0.3583,0.0097,0.3717
1551,0.3583,0.0098,0.3768
1552,0.3583,0.0099,0.3727
1553,0.3584,0.0097,0.3780
1554,0.3583,0.0098,0.3717
1555,0.3583,0.0098,0.3800
1556,0.3583,0.0098,0.3807
1557,0.3585,0.0098,0.3806
1558,0.3584,0.0097,0.3816
1559,0.3587,0.0094,0.3816
1560,0.3587,0.0094,0.3816
1561,0.3588,0.0094,0.3816
1562,0.3587,0.0094,0.3816
1563,0.3588,0.0093,0.3753
1564,0.3588,0.0093,0.3754
1565,0.3589,0.0093,0.3754
1566,0.3589,0.0093,0.3805
1567,0.3589,0.0095,0.3805
1568,0.3591,0.0096,0.3805
1569,0.3593,0.0096,0.3786
1570,0.3593,0.0097,0.3798
1571,0.3596,0.0098,0.3765
1572,0.3598,0.0098,0.3767
1573,0.3598,0.0099,0.3808
1574,0.3597,0.0098,0.3808
1575,0.3594,0.0098,0.3758
1576,0.3595,0.0097,0.3786
1577,0.3597,0.0097,0.3793
1578,0.3599,0.0098,0.3791
1579,0.3602,0.0098,0.3810
1580,0.3604,0.0097,0.3810
1581,0.3605,0.0097,0.3810
1582,0.3606,0.0097,0.3796
1583,0.3608,0.0097,0.3796
1584,0.3608,0.0097,0.3796
1585,0.3607,0.0096,0.3727
1586,0.3607,0.0096,0.3814
1587,0.3608,0.0096,0.3813
1588,0.3609,0.0096,0.3773
1589,0.3608,0.0097,0.3767
1590,0.3610,0.0096,0.3801
1591,0.3611,0.0096,0.3798
1592,0.3610,0.0095,0.3813
1593,0.3607,0.0095,0.3813
1594,0.3606,0.0095,0.3809
1595,0.3604,0.0095,0.3816
1596,0.3606,0.0097,0.3816
1597,0.3608,0.0098,0.3783
1598,0.3609,0.0099,0.3756
1599,0.3613,0.0098,0.3788
1600,0.3616,0.0097,0.3814
1601,0.3617,0.0097,0.3814
1602,0.3617,0.0096,0.3754
1603,0.3617,0.0096,0.3815
1604,0.3617,0.0096,0.3844
1605,0.3618,0.0097,0.3807
1606,0.3620,0.0098,0.3807
