p,mean p omega,u,deg
0.0006,0.0071,9.9484,3.0000
0.0220,0.0035,9.7838,1.0000
0.0073,0.0067,10.0254,5.0000
0.0265,0.0094,9.9439,7.0000
0.0108,0.0120,9.9951,9.0000
0.0242,0.0022,10.1216,2.0000
0.0004,0.0057,10.0411,6.0000
0.0004,0.0034,10.1261,5.0000
0.0073,0.0124,9.9246,2.0000
0.0000,0.0023,9.9742,4.0000
0.0053,0.0060,10.0032,2.0000
0.0108,0.0054,10.0071,4.0000
0.0035,0.0131,9.8274,4.0000
0.0172,0.0139,9.9534,4.0000
0.0047,0.0078,10.0304,2.0000
0.0116,0.0048,10.0966,7.0000
0.0172,NaN,0.0000,0.0000
0.0053,0.0124,9.8669,10.0000
0.0028,0.0033,10.0051,3.0000
0.0053,0.0071,10.0241,3.0000
0.0029,0.0041,10.0000,2.0000
0.0172,0.0066,9.9126,6.0000
0.0208,NaN,10.0023,0.0000
0.0107,0.0036,10.0702,2.0000
0.0073,0.0068,10.0542,4.0000
0.0000,0.0036,10.1113,1.0000
0.0099,0.0058,9.9476,6.0000
0.0000,0.0021,10.0427,3.0000
0.0108,0.0238,9.8499,3.0000
0.0029,0.0079,9.8603,6.0000
0.0208,0.0109,9.9177,8.0000
0.0195,NaN,0.0000,0.0000
0.0053,0.0059,10.0234,3.0000
0.0107,0.0076,10.0271,6.0000
0.0035,0.0053,10.0577,4.0000
0.0238,0.0138,9.8575,3.0000
0.0029,0.0050,10.0349,5.0000
0.0029,0.0070,10.0425,6.0000
0.0108,0.0121,10.0302,5.0000
0.0035,0.0126,9.9253,6.0000
0.0265,0.0100,9.9042,7.0000
0.0036,0.0060,9.9301,8.0000
0.0036,NaN,0.0000,0.0000
0.0036,0.0089,10.0369,6.0000
0.0025,0.0078,9.9759,6.0000
0.0073,0.0081,9.9974,6.0000
0.0014,NaN,0.0000,0.0000
0.0073,0.0064,9.9647,5.0000
0.0073,0.0073,10.0000,1.0000
0.0000,0.0078,9.9600,8.0000
0.0107,0.0057,10.1109,3.0000
0.0036,0.0065,9.9764,7.0000
0.0210,0.0171,9.9296,2.0000
0.0036,0.0026,9.8714,4.0000
0.0035,0.0022,10.0815,5.0000
0.0244,0.0135,10.0654,3.0000
0.0004,0.0117,10.0053,4.0000
0.0035,0.0111,10.0706,2.0000
0.0029,0.0054,10.0258,6.0000
0.0004,0.0120,9.9371,5.0000
0.0203,0.0203,9.8699,1.0000
0.0035,0.0044,9.8403,4.0000
0.0073,0.0059,10.0172,3.0000
0.0249,0.0117,9.8363,4.0000
0.0004,0.0064,10.1084,4.0000
0.0000,0.0063,9.9196,6.0000
0.0035,0.0109,10.0286,3.0000
0.0073,0.0117,10.0245,4.0000
0.0088,0.0106,9.9739,4.0000
0.0014,0.0014,10.1975,2.0000
0.0014,0.0083,9.7963,4.0000
0.0032,0.0036,10.0076,5.0000
0.0032,0.0040,10.0150,3.0000
0.0238,0.0054,10.0472,5.0000
0.0053,0.0044,10.0297,4.0000
0.0036,0.0252,10.0371,2.0000
0.0167,0.0073,9.9980,7.0000
0.0053,0.0118,9.8588,5.0000
0.0107,0.0033,10.0168,5.0000
0.0036,0.0074,10.0801,7.0000
0.0210,0.0122,9.9451,2.0000
0.0265,0.0047,10.1579,1.0000
0.0053,0.0190,9.8362,2.0000
0.0029,0.0141,10.0486,4.0000
0.0053,0.0026,10.0875,3.0000
0.0053,0.0054,10.0178,5.0000
0.0028,0.0105,10.0990,4.0000
0.0029,0.0099,9.9697,4.0000
0.0035,0.0069,9.9967,14.0000
0.0000,0.0023,10.0675,4.0000
0.0157,0.0021,10.1349,3.0000
0.0006,0.0086,9.8275,8.0000
0.0108,0.0082,10.0146,6.0000
0.0036,0.0022,9.9979,2.0000
0.0103,0.0097,10.0332,2.0000
0.0035,0.0077,10.0421,3.0000
0.0035,0.0047,9.9714,4.0000
0.0108,0.0047,9.9766,3.0000
0.0107,0.0027,10.0705,4.0000
0.0211,0.0066,10.0448,8.0000
0.0047,0.0070,10.0256,3.0000
0.0053,0.0067,10.0598,4.0000
0.0035,0.0060,10.0513,4.0000
0.0110,0.0014,9.9039,1.0000
0.0035,0.0108,10.0363,1.0000
0.0014,0.0053,9.9942,4.0000
0.0029,0.0082,9.9706,5.0000
0.0108,0.0070,10.0588,5.0000
0.0014,0.0061,9.9862,4.0000
0.0006,0.0128,9.8841,4.0000
0.0006,0.0020,10.0677,2.0000
0.0029,0.0021,10.1176,4.0000
0.0035,0.0050,9.9687,3.0000
0.0029,0.0063,10.0080,5.0000
0.0014,0.0086,10.0000,3.0000
0.0000,0.0030,10.0692,4.0000
0.0036,0.0018,10.0356,2.0000
0.0029,0.0079,9.9751,3.0000
0.0053,0.0072,10.0137,4.0000
0.0103,0.0089,9.4841,4.0000
0.0000,0.0079,10.0262,5.0000
0.0053,0.0027,10.1029,2.0000
0.0036,0.0074,10.0000,3.0000
0.0053,0.0101,10.0659,4.0000
0.0186,0.0087,9.9212,5.0000
0.0036,0.0060,9.9837,3.0000
0.0053,0.0068,9.9734,2.0000
0.0029,0.0024,10.0345,5.0000
0.0053,0.0100,10.0465,3.0000
0.0053,0.0034,10.0166,4.0000
0.0208,0.0105,10.2583,2.0000
0.0073,0.0091,9.9761,8.0000
0.0036,0.0097,10.0678,2.0000
0.0249,0.0130,9.9337,5.0000
0.0119,0.0067,10.0000,2.0000
0.0108,0.0131,9.9769,1.0000
0.0073,0.0079,10.0300,4.0000
0.0097,NaN,0.0000,0.0000
0.0029,0.0071,10.0291,3.0000
0.0110,0.0051,9.9658,6.0000
0.0029,0.0012,10.0016,4.0000
0.0133,0.0039,10.0505,5.0000
0.0053,0.0120,9.8917,4.0000
0.0053,0.0109,10.0363,3.0000
0.0108,0.0028,9.9938,3.0000
0.0000,0.0066,9.9928,5.0000
0.0000,0.0052,9.9696,4.0000
0.0029,0.0058,10.0102,5.0000
0.0035,0.0081,10.0537,3.0000
0.0053,0.0069,9.9304,4.0000
0.0108,0.0039,9.9573,5.0000
0.0029,0.0065,10.0522,3.0000
0.0000,0.0053,10.0696,7.0000
0.0035,0.0547,9.5895,2.0000
0.0172,0.0068,9.8962,3.0000
0.0053,0.0097,9.9276,4.0000
0.0000,0.0051,9.8714,3.0000
0.0009,0.0024,10.0972,4.0000
0.0338,0.0118,10.1103,4.0000
0.0035,0.0062,10.0155,6.0000
0.0107,0.0039,9.9379,5.0000
0.0159,0.0126,9.9381,4.0000
0.0014,0.0034,10.0706,5.0000
0.0035,0.0080,10.0701,5.0000
0.0032,0.0028,10.0157,3.0000
0.0029,0.0058,9.9479,4.0000
0.0108,0.0164,9.9534,3.0000
0.0029,0.0102,10.0505,3.0000
0.0269,0.0151,9.8813,4.0000
0.0029,0.0067,9.9899,3.0000
0.0035,0.0077,9.9541,7.0000
0.0004,0.0060,9.9906,6.0000
0.0035,0.0049,10.0174,3.0000
0.0172,0.0113,10.0503,4.0000
0.0035,0.0045,10.0507,6.0000
0.0036,0.0081,9.9949,4.0000
0.0195,0.0080,10.0231,5.0000
0.0035,0.0059,10.0171,3.0000
0.0029,0.0084,9.9369,4.0000
0.0119,0.0116,10.0000,4.0000
0.0108,0.0111,10.0930,5.0000
0.0547,0.0161,10.1385,3.0000
0.0014,0.0069,10.1027,4.0000
0.0029,0.0079,10.0709,6.0000
0.0133,0.0070,10.0844,6.0000
0.0053,0.0038,10.0025,4.0000
0.0006,0.0083,9.9122,4.0000
0.0073,0.0069,9.9510,6.0000
0.0032,0.0066,10.0158,8.0000
0.0107,0.0033,9.9394,6.0000
0.0159,0.0074,10.0818,3.0000
0.0210,0.0210,9.8775,1.0000
0.0035,0.0044,10.0202,5.0000
0.0036,0.0086,10.0356,3.0000
0.0108,0.0049,9.9929,6.0000
0.0203,0.0116,10.0184,5.0000
0.0186,0.0149,10.0622,3.0000
0.0053,0.0044,10.0206,2.0000
0.0053,0.0108,9.9586,7.0000
0.0107,0.0107,10.0809,4.0000
0.0032,0.0068,10.0418,4.0000
0.0014,0.0045,10.0133,8.0000
0.0036,0.0113,10.0040,4.0000
0.0172,0.0077,10.1101,5.0000
0.0029,0.0081,9.9985,4.0000
0.0036,0.0104,9.9935,2.0000
0.0338,NaN,0.0000,0.0000
0.0032,0.0052,10.0630,4.0000
0.0265,0.0169,9.8511,5.0000
0.0265,0.0150,10.0926,4.0000
0.0036,0.0061,10.0425,3.0000
0.0172,0.0051,10.0241,5.0000
0.0014,0.0027,10.0068,3.0000
0.0029,0.0032,10.0938,2.0000
0.0176,0.0029,10.0534,4.0000
0.0265,0.0120,10.0562,4.0000
0.0073,0.0081,10.0681,6.0000
0.0029,0.0126,9.9190,4.0000
0.0036,0.0021,9.9980,2.0000
0.0084,0.0085,10.0510,3.0000
0.0014,0.0065,9.9758,4.0000
0.0035,0.0062,10.0225,4.0000
0.0053,0.0044,10.0362,6.0000
0.0073,0.0039,10.0897,2.0000
0.0108,0.0031,9.9500,3.0000
0.0036,0.0060,10.0589,2.0000
0.0073,0.0136,9.8368,4.0000
0.0547,0.0078,10.1046,6.0000
0.0108,0.0057,10.0281,3.0000
0.0036,0.0023,10.0920,5.0000
0.0053,0.0028,10.0190,5.0000
0.0053,0.0037,9.9952,5.0000
0.0014,0.0064,9.9425,6.0000
0.0172,0.0040,10.0674,4.0000
0.0014,0.0013,9.8233,5.0000
0.0265,0.0091,10.0895,4.0000
0.0014,0.0106,10.0591,5.0000
0.0035,0.0035,10.0757,1.0000
0.0000,0.0088,10.0431,6.0000
0.0000,0.0032,9.9546,8.0000
0.0053,0.0111,9.9070,5.0000
0.0053,0.0075,10.0471,4.0000
0.0035,0.0029,9.9991,5.0000
0.0143,0.0111,9.8240,3.0000
0.0108,0.0114,9.9650,5.0000
0.0073,0.0088,10.0172,6.0000
0.0035,0.0059,10.0230,7.0000
0.0107,0.0034,10.0245,4.0000
0.0029,NaN,0.0000,0.0000
0.0036,0.0049,9.7854,3.0000
0.0108,0.0105,9.9775,4.0000
0.0110,0.0117,10.0708,5.0000
0.0172,0.0094,10.0275,3.0000
0.0029,0.0029,10.0059,1.0000
0.0110,0.0086,9.8838,2.0000
0.0014,0.0036,9.9927,2.0000
0.0006,0.0103,9.9158,2.0000
0.0110,0.0121,10.0101,1.0000
0.0053,0.0045,9.9914,2.0000
0.0029,0.0041,9.9879,3.0000
0.0110,0.0119,9.9714,2.0000
0.0047,0.0041,9.9840,6.0000
0.0014,0.0029,10.0990,6.0000
0.0029,0.0074,10.0069,8.0000
0.0000,0.0057,10.0403,3.0000
0.0265,0.0084,10.0959,7.0000
0.0035,0.0045,10.0371,3.0000
0.0004,0.0071,9.9793,4.0000
0.0036,0.0036,10.0000,2.0000
0.0035,0.0014,10.0000,2.0000
0.0029,0.0036,10.0776,1.0000
0.0210,0.0172,9.9440,3.0000
0.0035,0.0061,10.0435,4.0000
0.0186,0.0148,9.9162,9.0000
0.0014,0.0029,10.0810,7.0000
0.0121,0.0074,9.9826,4.0000
0.0265,0.0071,10.0499,4.0000
0.0107,0.0069,10.0436,5.0000
0.0035,0.0099,10.0435,5.0000
0.0071,0.0155,9.8866,5.0000
0.0053,0.0026,10.0234,5.0000
0.0172,0.0108,10.0640,1.0000
0.0035,0.0233,10.1618,4.0000
0.0131,0.0127,0.0000,1.0000
0.0006,0.0089,10.0473,2.0000
0.0073,0.0108,9.9740,6.0000
0.0099,0.0033,10.0916,4.0000
0.0028,0.0051,10.0130,6.0000
0.0167,0.0083,9.8634,4.0000
0.0036,0.0083,10.1020,6.0000
0.0004,0.0076,10.1384,4.0000
0.0053,0.0061,9.9304,4.0000
0.0035,0.0064,10.0516,3.0000
0.0029,0.0035,9.9951,6.0000
0.0097,0.0078,10.0930,5.0000
0.0035,0.0039,9.9952,10.0000
0.0107,0.0077,10.0371,6.0000
0.0014,0.0060,10.0144,3.0000
0.0036,0.0077,10.0759,4.0000
0.0035,0.0063,10.0002,2.0000
0.0208,0.0042,10.1154,7.0000
0.0035,0.0037,10.0017,5.0000
0.0014,0.0036,10.0143,7.0000
0.0108,0.0071,10.0812,2.0000
0.0029,0.0084,9.9659,5.0000
0.0029,0.0155,10.0477,3.0000
0.0029,0.0048,10.0629,8.0000
0.0119,0.0067,9.9190,4.0000
0.0014,0.0058,9.9055,5.0000
0.0186,0.0100,10.1500,2.0000
0.0073,0.0066,10.0006,3.0000
0.0053,0.0032,10.1029,2.0000
0.0029,0.0040,10.0331,4.0000
0.0035,0.0051,10.0432,4.0000
0.0014,0.0063,9.9949,4.0000
0.0238,0.0095,10.0011,8.0000
0.0035,0.0089,10.0166,4.0000
0.0014,0.0067,9.9425,4.0000
0.0053,0.0044,10.0232,2.0000
0.0029,0.0022,10.0048,2.0000
0.0172,0.0087,9.9396,5.0000
0.0088,0.0014,10.0366,3.0000
0.0014,0.0136,9.9560,4.0000
0.0036,0.0120,9.8587,5.0000
0.0035,0.0029,10.0530,6.0000
0.0195,0.0195,9.8584,1.0000
0.0035,0.0053,9.9870,8.0000
0.0088,0.0113,10.0247,4.0000
0.0108,0.0059,10.0916,8.0000
0.0029,0.0078,9.9973,5.0000
0.0000,0.0027,10.0120,6.0000
0.0029,0.0031,10.0660,3.0000
0.0032,0.0080,10.0126,5.0000
0.0172,0.0090,10.0576,7.0000
0.0143,NaN,0.0000,0.0000
0.0073,0.0066,9.9909,3.0000
0.0073,0.0054,9.9811,2.0000
0.0014,0.0007,9.9947,2.0000
0.0035,0.0071,9.9392,3.0000
0.0110,NaN,0.0000,0.0000
0.0208,0.0043,9.8094,2.0000
0.0035,0.0042,10.1138,3.0000
0.0036,0.0059,10.0303,7.0000
0.0035,0.0075,9.9221,6.0000
0.0131,0.0096,10.0266,5.0000
0.0092,0.0033,10.0411,3.0000
0.0036,0.0077,9.9682,7.0000
0.0029,0.0021,10.0147,4.0000
0.0029,0.0029,10.0000,1.0000
0.0014,0.0082,10.0248,5.0000
0.0053,0.0060,10.0417,7.0000
0.0014,0.0079,9.9408,5.0000
0.0053,0.0083,10.0042,4.0000
0.0073,0.0035,9.9661,1.0000
0.0186,0.0120,10.0206,4.0000
0.0073,0.0122,10.1220,2.0000
0.0244,0.0085,9.8962,2.0000
0.0053,0.0086,9.9191,7.0000
0.0006,0.0050,10.0127,3.0000
0.0210,0.0099,9.8306,3.0000
0.0073,0.0080,9.9873,2.0000
0.0035,0.0055,10.0003,5.0000
0.0338,0.0021,10.0630,7.0000
0.0036,0.0187,10.0000,2.0000
0.0036,0.0036,9.8415,1.0000
0.0032,0.0121,10.0290,4.0000
0.0029,0.0073,9.8430,3.0000
0.0107,0.0095,9.9501,6.0000
0.0053,0.0108,9.9813,1.0000
0.0047,0.0083,10.0295,3.0000
0.0006,0.0021,9.9416,3.0000
0.0108,0.0081,9.9004,5.0000
0.0167,0.0066,10.0649,5.0000
0.0103,0.0006,10.0000,1.0000
0.0035,0.0032,9.8407,2.0000
0.0032,0.0066,9.9722,3.0000
0.0035,0.0095,9.9496,4.0000
0.0000,0.0061,10.0044,4.0000
0.0176,0.0057,10.0610,7.0000
0.0073,0.0120,9.7765,5.0000
0.0035,0.0067,10.0337,7.0000
0.0044,0.0057,10.0488,3.0000
0.0176,0.0129,9.9050,7.0000
0.0035,0.0040,9.9859,4.0000
0.0035,0.0080,9.8923,4.0000
0.0014,0.0208,10.0000,1.0000
0.0107,0.0029,9.9015,5.0000
0.0172,0.0027,10.0671,10.0000
0.0028,0.0062,10.0010,4.0000
0.0014,0.0016,10.0284,2.0000
0.0029,0.0049,10.0411,5.0000
0.0036,0.0107,9.9507,2.0000
0.0249,0.0050,10.1019,5.0000
0.0014,0.0058,10.0291,2.0000
0.0035,0.0055,10.0206,8.0000
0.0000,0.0057,10.0382,5.0000
0.0032,0.0076,10.0168,6.0000
0.0035,0.0072,9.9558,5.0000
0.0132,0.0141,10.0857,3.0000
0.0119,0.0097,10.0999,5.0000
0.0014,0.0106,10.0593,3.0000
0.0029,0.0038,10.0224,3.0000
0.0033,0.0090,9.9511,5.0000
0.0073,0.0036,9.9865,4.0000
0.0053,0.0094,10.0668,3.0000
0.0073,0.0053,9.9808,1.0000
0.0032,0.0037,10.0581,7.0000
0.0172,0.0115,10.1187,5.0000
0.0053,0.0010,10.0941,2.0000
0.0172,0.0212,9.7673,3.0000
0.0233,0.0049,9.8081,4.0000
0.0269,0.0162,9.9516,3.0000
0.0208,0.0170,9.8106,4.0000
0.0107,0.0083,9.9406,3.0000
0.0035,0.0032,9.9970,3.0000
0.0035,0.0068,9.9948,3.0000
0.0000,0.0023,10.0452,6.0000
0.0000,0.0048,10.0654,7.0000
0.0134,0.0106,9.9096,4.0000
0.0014,0.0068,9.9945,4.0000
0.0211,0.0156,9.8508,4.0000
0.0053,0.0049,10.0455,7.0000
0.0073,0.0054,10.0205,2.0000
0.0035,0.0172,10.0318,5.0000
0.0029,0.0074,9.9751,5.0000
0.0269,0.0107,10.0761,4.0000
0.0004,0.0113,9.9175,3.0000
0.0029,0.0023,10.0900,3.0000
0.0036,0.0097,9.9684,5.0000
0.0035,0.0058,10.0032,4.0000
0.0107,0.0072,9.9473,4.0000
0.0108,0.0071,9.9627,2.0000
0.0029,0.0076,9.9744,5.0000
0.0107,0.0045,10.0223,4.0000
0.0053,0.0061,10.0035,5.0000
0.0133,0.0056,9.9738,4.0000
0.0029,0.0074,10.0552,5.0000
0.0176,0.0070,10.0971,5.0000
0.0029,0.0052,10.0446,6.0000
0.0110,0.0110,9.9039,1.0000
0.0004,0.0046,9.8756,3.0000
0.0004,0.0063,10.0154,2.0000
0.0172,0.0014,10.2187,2.0000
0.0000,0.0041,10.0018,4.0000
0.0029,0.0076,9.9655,3.0000
0.0014,0.0101,10.0174,4.0000
0.0036,0.0018,9.9992,2.0000
0.0133,0.0109,10.0480,6.0000
0.0108,0.0138,9.9916,4.0000
0.0121,0.0067,10.1366,2.0000
0.0172,0.0108,9.9129,4.0000
0.0191,0.0035,10.0955,6.0000
0.0044,0.0035,9.9986,4.0000
0.0029,0.0071,9.9838,7.0000
0.0035,0.0047,9.9878,4.0000
0.0176,0.0049,9.9095,4.0000
0.0084,0.0022,10.0347,2.0000
0.0134,0.0072,9.8876,3.0000
0.0036,0.0052,10.0848,2.0000
0.0119,0.0096,10.0000,2.0000
0.0035,0.0080,10.0000,3.0000
0.0029,0.0080,9.9522,9.0000
0.0108,0.0058,9.8916,5.0000
0.0036,0.0075,10.0072,5.0000
0.0249,0.0032,10.1082,2.0000
0.0036,0.0025,10.0239,3.0000
0.0159,0.0025,10.0945,2.0000
0.0004,0.0024,9.8218,6.0000
0.0035,0.0061,10.0262,2.0000
0.0053,0.0091,9.9720,3.0000
0.0110,0.0053,10.0571,1.0000
0.0035,0.0054,10.0410,7.0000
0.0000,0.0182,10.0594,4.0000
0.0197,0.0063,10.1292,4.0000
0.0053,0.0104,9.9784,4.0000
0.0133,0.0106,10.0465,3.0000
0.0269,0.0058,10.0660,8.0000
0.0110,0.0083,9.9728,3.0000
0.0123,0.0102,10.0138,4.0000
0.0119,0.0128,9.8765,4.0000
0.0035,0.0029,10.0000,3.0000
0.0029,0.0080,9.9388,4.0000
0.0029,0.0067,10.0106,3.0000
0.0035,0.0036,10.0735,3.0000
0.0000,0.0116,10.0494,4.0000
