p,mean p omega,u,deg
0.7249,0.7089,10.3803,5.0000
0.6597,0.7799,6.9767,5.0000
0.5480,0.8539,9.3517,2.0000
0.9103,0.9855,5.1163,2.0000
0.5480,0.9801,10.2368,1.0000
0.9781,0.7610,5.6434,8.0000
0.9312,0.8248,12.6819,4.0000
0.9104,0.8461,8.6273,8.0000
0.8817,0.6900,13.6816,6.0000
0.7120,0.8825,8.0628,5.0000
0.7674,0.9032,9.0546,5.0000
0.7249,0.8394,10.0104,7.0000
0.8747,0.5021,14.3958,7.0000
0.6217,0.7905,9.5456,4.0000
0.6145,0.7963,10.3755,6.0000
0.8817,0.5335,10.1528,4.0000
0.6832,0.9312,7.1074,4.0000
0.1617,0.5361,12.6949,5.0000
0.4771,0.9423,5.6676,1.0000
0.0144,0.5900,5.4448,4.0000
0.7871,0.1405,15.1222,6.0000
0.9801,0.5611,11.6789,3.0000
0.5480,0.7202,8.3436,5.0000
0.7882,0.8205,11.0311,3.0000
0.6832,0.7669,7.5562,2.0000
0.7707,0.7950,10.6225,6.0000
0.9312,0.8693,10.7432,3.0000
0.9647,0.6870,9.7218,7.0000
0.6621,0.7907,9.8738,3.0000
0.8747,0.6331,8.4741,7.0000
0.7550,0.5508,10.9545,4.0000
0.7550,0.5382,15.8519,2.0000
0.6608,0.7488,14.6974,4.0000
0.9616,0.8124,7.5410,3.0000
0.7498,0.7524,10.6595,2.0000
0.9104,0.8465,7.5499,3.0000
0.9801,0.7589,10.8957,2.0000
0.6145,0.9801,9.8140,1.0000
0.9104,0.6547,9.9591,7.0000
0.3087,0.5175,13.7198,4.0000
0.2088,0.7086,7.8828,4.0000
0.9104,0.7504,9.0016,8.0000
0.7249,0.7577,11.7750,5.0000
0.9592,0.8652,17.5110,3.0000
0.6701,0.9537,5.2102,3.0000
0.9801,0.6284,12.9029,7.0000
0.8499,0.7426,11.0971,4.0000
0.8375,0.8346,7.4005,4.0000
0.8499,0.8343,9.2441,2.0000
0.7178,0.8314,8.5092,4.0000
0.7846,0.6558,9.1502,3.0000
0.7550,0.7194,7.4111,2.0000
0.7481,0.7628,11.3900,2.0000
0.8260,0.6554,11.7056,1.0000
0.8757,0.8977,9.5348,3.0000
0.1617,0.6225,4.9957,4.0000
0.6621,0.4711,13.9157,4.0000
0.5480,0.8276,9.4980,7.0000
0.9801,0.6343,13.9095,6.0000
0.3297,0.8003,14.0214,6.0000
0.9801,0.8500,9.4530,5.0000
0.8125,0.7432,11.5093,4.0000
0.9468,0.6329,13.2617,2.0000
0.1580,0.3297,8.0595,1.0000
0.7178,0.8212,8.2235,3.0000
0.6959,0.4247,12.3966,5.0000
0.9801,0.8082,9.9425,5.0000
0.9801,0.6416,6.7426,3.0000
0.3790,0.9141,6.8150,5.0000
0.9644,0.6822,9.8529,6.0000
0.8499,0.8990,9.2774,3.0000
0.0144,0.7859,9.6163,6.0000
0.9104,0.7327,5.7965,7.0000
0.9718,0.5561,13.9416,4.0000
0.9515,0.8459,10.8412,6.0000
0.8968,0.6917,8.6795,4.0000
0.8987,0.8291,9.8986,5.0000
0.6154,0.8070,7.2718,2.0000
0.6259,0.6308,6.9612,6.0000
0.9826,0.7657,10.4481,5.0000
0.9718,0.8353,7.6513,8.0000
0.8372,0.7936,9.6134,6.0000
0.9468,0.2495,15.0038,3.0000
0.0144,0.7671,7.2294,5.0000
0.6701,0.0144,16.5568,1.0000
0.6608,0.9580,4.9421,2.0000
0.9583,0.7979,8.4446,5.0000
0.8260,0.3142,16.9268,5.0000
0.8260,0.7375,7.9874,9.0000
0.7882,0.7883,7.6793,5.0000
0.9513,0.8169,9.0144,4.0000
0.6621,0.7249,10.2690,3.0000
0.9801,0.7407,9.8330,5.0000
0.8375,0.6181,10.2802,1.0000
0.1617,0.8738,8.0205,6.0000
0.8361,0.5844,16.6635,5.0000
0.6621,0.7392,5.6358,4.0000
0.9104,0.7516,10.1996,4.0000
0.5841,0.3994,9.2400,3.0000
0.9801,0.7745,9.5516,6.0000
0.8817,0.4742,18.1786,4.0000
0.8736,0.7825,8.5965,6.0000
0.0926,0.6868,5.1132,3.0000
0.9801,0.2924,15.7278,3.0000
0.6597,0.8123,9.6806,3.0000
0.9513,0.5458,14.2781,2.0000
0.8817,0.3799,15.9565,3.0000
0.7498,0.8637,7.6793,7.0000
0.9826,0.7127,11.4869,3.0000
0.8252,0.8215,9.6183,5.0000
0.6793,0.9102,7.0087,4.0000
0.4650,0.6804,15.0226,9.0000
0.6701,0.4704,13.1561,3.0000
0.2437,0.8603,8.7014,8.0000
0.8499,0.2600,15.0447,4.0000
0.2437,0.8160,6.4078,5.0000
0.6793,0.9046,8.2451,4.0000
0.5820,0.7616,10.4068,1.0000
0.9718,0.7337,12.7589,2.0000
0.9801,0.6515,10.4997,4.0000
0.8252,0.6467,10.0661,2.0000
0.9826,0.6396,9.8350,5.0000
0.8817,0.8124,11.4623,2.0000
0.1348,0.5573,9.1571,6.0000
0.4650,0.6546,8.8370,4.0000
0.9513,0.6680,15.6922,5.0000
0.6793,0.5553,12.5079,3.0000
0.0144,0.8843,4.4215,2.0000
0.6608,0.6177,12.4715,4.0000
0.7498,0.8119,8.6488,7.0000
0.9312,0.6819,7.6997,4.0000
0.9695,0.6295,11.9405,4.0000
0.6597,0.8693,8.5417,3.0000
0.8987,NaN,0.0000,0.0000
0.6525,0.7590,10.5746,4.0000
0.9515,0.9309,8.3258,2.0000
0.6793,0.7591,9.8901,4.0000
0.2305,0.6438,7.6641,5.0000
0.9781,0.8793,9.2426,3.0000
0.7481,0.7614,10.7587,4.0000
0.2024,0.8572,9.8142,3.0000
0.7139,0.6952,7.5231,3.0000
0.9801,0.4280,19.6565,2.0000
0.9936,0.9647,14.0025,2.0000
0.7707,0.3223,18.0825,5.0000
0.8880,0.4274,14.9619,2.0000
0.4274,0.7009,4.6818,2.0000
0.9789,0.7498,12.8602,1.0000
0.7481,0.9705,11.7427,2.0000
0.9845,0.7498,12.3468,1.0000
0.8968,0.5301,12.4835,3.0000
0.7249,0.8533,6.2711,3.0000
0.9845,0.7424,8.6977,3.0000
0.9592,0.4862,11.2198,3.0000
0.8817,0.5021,11.2189,4.0000
0.5933,0.8837,5.7996,4.0000
0.6832,0.8373,11.2461,6.0000
0.9312,0.7836,11.8981,3.0000
0.9801,0.7799,8.5340,9.0000
0.2267,0.9260,3.3285,2.0000
0.7550,0.7348,10.0323,3.0000
0.7178,0.6621,10.5569,1.0000
0.5480,0.5031,17.4472,2.0000
0.9707,0.4441,16.1420,4.0000
0.9781,0.7912,11.9600,3.0000
0.8271,0.5953,8.4763,2.0000
0.9104,0.7950,8.8867,4.0000
0.6701,0.5110,9.2196,4.0000
0.8747,0.8491,8.3318,4.0000
0.7178,0.8378,9.1375,4.0000
0.9863,0.6689,9.6313,2.0000
0.0416,0.8559,8.6533,5.0000
0.8499,0.7530,10.1996,8.0000
0.3541,0.7595,6.4537,5.0000
0.8938,0.4271,14.8862,3.0000
0.7183,0.5316,9.4092,2.0000
0.2579,0.8479,6.8084,8.0000
0.9592,0.7925,10.8218,5.0000
0.0560,NaN,0.0000,0.0000
0.5284,0.8551,8.2055,3.0000
0.8968,0.3932,16.8804,3.0000
0.2571,0.9310,8.7167,3.0000
0.9718,0.7730,12.6392,3.0000
0.9801,0.8097,9.9479,4.0000
0.8271,0.8534,8.7846,6.0000
0.3297,0.8258,6.5820,2.0000
0.8747,0.7774,13.7256,4.0000
0.7270,0.7871,11.7901,1.0000
0.8499,0.8375,10.4047,1.0000
0.6959,0.7284,9.5449,6.0000
0.9801,0.9719,14.9993,2.0000
0.6209,0.0144,10.0639,1.0000
0.8316,0.9148,9.2358,4.0000
0.7481,0.7316,8.9037,10.0000
0.9718,0.6789,10.3059,5.0000
0.9801,0.8344,7.5774,6.0000
0.9801,0.6321,8.8281,6.0000
0.9647,0.7945,10.6088,5.0000
0.6793,0.8926,8.0307,5.0000
0.9867,0.8076,10.5534,5.0000
0.9104,0.8078,12.6650,4.0000
0.7674,0.7744,5.6434,6.0000
0.9801,0.8181,9.0264,5.0000
0.6793,0.2970,11.5596,3.0000
0.6554,0.8266,6.1965,3.0000
0.9647,0.8325,10.6094,4.0000
0.6832,0.6065,11.0721,5.0000
0.0893,0.6957,8.0274,4.0000
0.4771,0.8601,5.6557,7.0000
0.6608,0.8313,10.5382,7.0000
0.8094,0.7025,11.2233,11.0000
0.6525,0.6851,7.9389,3.0000
0.9468,0.7932,12.7760,2.0000
0.8817,0.7365,8.8223,2.0000
0.6621,0.7036,11.0495,5.0000
0.4650,0.9102,8.4998,4.0000
0.8938,0.6678,8.0393,4.0000
0.2088,0.9041,7.0446,4.0000
0.9801,0.7254,13.4726,5.0000
0.7249,0.7178,12.5745,1.0000
0.9468,0.8835,8.7044,6.0000
0.9104,0.8684,10.4953,4.0000
0.8316,0.6955,12.0582,5.0000
0.6793,0.7719,7.6657,4.0000
0.8987,0.6693,9.3246,7.0000
0.9468,0.7397,9.7242,3.0000
0.8817,0.8127,12.5709,2.0000
0.9845,0.8556,10.2044,9.0000
0.5413,0.8692,14.3712,4.0000
0.6959,0.7635,9.3239,1.0000
0.6793,0.8422,9.5312,3.0000
0.8252,0.9367,7.9244,3.0000
0.8415,0.9175,2.9935,4.0000
0.9468,0.6374,11.4981,5.0000
0.2024,NaN,0.0000,0.0000
0.8150,0.6692,14.9364,5.0000
