p,mean p omega,u,deg
0.9809,0.9816,10.0975,2.0000
0.9842,0.9829,9.8292,3.0000
0.9753,0.9810,10.0395,2.0000
0.9623,0.9708,9.8746,2.0000
0.9985,0.9760,10.0129,6.0000
0.9812,0.9843,10.0969,1.0000
0.9779,0.9762,10.0130,12.0000
0.9843,0.9737,10.1053,8.0000
0.9841,0.9878,9.9884,3.0000
0.9776,0.9765,10.0380,3.0000
0.9807,0.9818,9.9866,7.0000
0.9837,0.9816,9.8549,5.0000
0.9840,0.9786,9.9439,5.0000
0.9858,0.9790,9.9935,6.0000
0.9656,0.9835,9.8218,1.0000
0.9792,0.9840,9.9700,6.0000
0.9770,0.9817,9.9569,5.0000
0.9623,0.9823,9.8636,3.0000
0.9780,0.9754,9.8054,3.0000
0.9600,0.9752,9.9872,6.0000
0.9843,0.9825,9.8977,3.0000
0.9901,0.9817,9.9984,7.0000
0.9843,0.9793,10.0177,5.0000
0.9698,0.9803,9.9711,9.0000
0.9807,0.9808,9.9878,4.0000
0.9779,0.9801,9.9785,1.0000
0.9863,0.9810,10.0033,5.0000
0.9893,0.9815,10.0671,6.0000
0.9801,0.9840,9.9359,6.0000
0.9985,0.9802,10.0170,7.0000
0.9820,0.9810,10.0087,5.0000
0.9817,0.9774,10.0330,3.0000
0.9776,0.9833,9.7585,3.0000
0.9623,0.9801,10.0072,6.0000
0.9776,0.9756,10.0753,8.0000
0.9837,0.9821,9.9699,3.0000
0.9766,0.9746,9.9756,6.0000
0.9842,0.9799,10.0270,4.0000
0.9786,0.9775,10.0421,3.0000
0.9778,0.9964,9.8136,1.0000
0.9776,0.9826,9.9682,1.0000
0.9776,0.9850,9.9041,5.0000
0.9964,0.9830,10.0194,3.0000
0.9835,0.9750,9.8749,4.0000
0.9855,0.9753,10.0612,5.0000
0.9840,0.9839,9.9045,8.0000
0.9786,0.9777,10.0593,5.0000
0.9776,0.9696,10.0985,6.0000
0.9985,0.9838,9.8674,2.0000
0.9826,0.9746,10.0622,2.0000
0.9695,0.9674,9.9060,4.0000
0.9776,0.9985,10.1843,1.0000
0.9607,0.9691,9.8919,2.0000
0.9895,0.9738,10.0063,3.0000
0.9776,0.9896,9.8504,2.0000
0.9895,0.9796,10.2757,5.0000
0.9776,0.9815,9.9458,3.0000
0.9841,0.9813,10.0414,2.0000
0.9820,0.9796,9.9546,11.0000
0.9826,0.9869,9.9290,2.0000
0.9776,0.9801,10.2293,4.0000
0.9985,0.9696,10.1331,5.0000
0.9776,0.9804,10.0012,5.0000
0.9901,0.9823,9.9750,8.0000
0.9863,0.9917,9.9146,5.0000
0.9843,0.9801,10.0041,5.0000
0.9985,0.9776,9.9530,4.0000
0.9763,0.9870,9.8473,5.0000
0.9826,0.9837,9.9436,3.0000
0.9870,1.0000,10.1752,1.0000
0.9719,0.9797,9.9325,4.0000
0.9826,0.9816,9.9321,9.0000
0.9863,0.9921,9.8368,3.0000
0.9901,0.9883,9.8988,4.0000
0.9895,0.9831,10.0453,3.0000
0.9843,0.9823,9.9380,2.0000
0.9592,0.9796,9.8365,6.0000
0.9870,0.9844,9.9987,5.0000
0.9695,0.9798,9.9463,5.0000
0.9840,0.9820,10.1170,3.0000
0.9870,0.9857,9.8614,3.0000
0.9786,0.9827,9.9563,2.0000
0.9766,0.9773,10.0093,5.0000
0.9927,0.9869,10.0263,3.0000
0.9837,0.9809,10.0444,3.0000
0.9841,0.9555,10.0278,1.0000
0.9808,0.9800,10.0003,6.0000
0.9870,0.9785,9.9862,3.0000
0.9695,0.9812,9.9595,5.0000
0.9776,0.9833,9.9543,7.0000
0.9948,0.9814,9.9949,4.0000
0.9786,0.9468,10.4014,4.0000
0.9835,0.9761,10.0424,2.0000
0.9649,NaN,0.0000,0.0000
0.9729,0.9776,9.9303,5.0000
0.9730,0.9742,9.9559,4.0000
0.9843,0.9815,10.0774,7.0000
0.9703,0.9789,10.0086,6.0000
0.9840,0.9814,10.0188,9.0000
0.9863,0.9870,10.0885,2.0000
0.9808,0.9811,9.9905,3.0000
0.9776,0.9738,10.1831,4.0000
0.9985,0.9823,10.2634,7.0000
0.9843,0.9772,10.0529,4.0000
0.9854,0.9867,9.9842,2.0000
0.9776,NaN,0.0000,0.0000
0.9786,0.9837,9.9708,6.0000
0.9823,0.9804,9.9732,5.0000
0.9985,0.9776,10.2094,2.0000
0.9809,0.9801,9.9361,4.0000
0.9841,0.9888,9.8690,4.0000
0.9895,0.9778,10.1501,2.0000
0.9786,0.9734,10.0364,6.0000
0.9992,0.9787,9.9899,5.0000
0.9837,0.9849,9.9955,8.0000
0.9927,0.9699,10.2691,2.0000
0.9656,0.9836,9.9640,4.0000
0.9871,0.9797,9.9862,10.0000
0.9927,0.9800,9.8721,2.0000
1.0000,0.9729,10.1166,2.0000
0.9555,0.9809,9.9614,4.0000
0.9805,0.9737,10.1191,2.0000
0.9870,0.9848,10.0032,6.0000
1.0000,0.9807,10.0703,7.0000
0.9468,0.9788,9.9284,4.0000
0.9948,0.9863,9.9652,5.0000
0.9870,0.9915,9.8715,5.0000
0.9865,0.9839,10.0949,9.0000
0.9786,0.9851,9.9257,2.0000
0.9778,0.9807,10.0450,7.0000
0.9805,0.9805,9.8429,3.0000
0.9786,0.9772,10.0242,9.0000
0.9823,0.9840,10.0312,2.0000
0.9623,0.9844,9.9123,5.0000
0.9776,0.9783,10.1177,3.0000
0.9985,0.9795,10.0745,4.0000
0.9776,0.9806,9.9972,5.0000
0.9855,0.9759,10.1596,7.0000
0.9719,0.9791,9.9666,7.0000
0.9805,0.9825,9.9608,2.0000
0.9843,0.9783,10.0486,5.0000
0.9730,0.9816,9.9541,3.0000
0.9855,0.9737,10.1870,3.0000
0.9948,0.9790,10.1010,8.0000
0.9841,0.9793,9.9883,5.0000
0.9807,0.9836,9.9218,4.0000
0.9776,0.9872,9.9720,2.0000
0.9843,0.9841,9.9895,2.0000
0.9841,0.9879,9.8201,6.0000
0.9747,0.9835,9.7145,1.0000
0.9835,0.9843,10.0221,2.0000
0.9807,0.9774,9.9827,2.0000
0.9793,NaN,0.0000,0.0000
0.9623,0.9855,9.7683,1.0000
0.9895,0.9766,10.0298,7.0000
0.9695,0.9850,9.9754,3.0000
0.9820,0.9754,10.0995,4.0000
0.9985,0.9820,10.1993,1.0000
0.9805,0.9884,9.8885,4.0000
0.9722,0.9737,10.1421,4.0000
0.9792,0.9799,9.9764,3.0000
0.9807,0.9803,9.9660,5.0000
0.9820,0.9755,10.1389,5.0000
0.9623,0.9849,9.8918,2.0000
0.9729,0.9853,9.9101,4.0000
0.9786,0.9859,9.8689,7.0000
0.9807,0.9841,9.9856,6.0000
0.9870,0.9736,10.0899,7.0000
0.9842,0.9870,10.0019,6.0000
0.9801,0.9795,9.9576,3.0000
0.9805,0.9813,9.9827,6.0000
0.9786,0.9817,10.0184,5.0000
0.9855,0.9776,9.9847,1.0000
0.9841,0.9765,10.1227,1.0000
0.9820,0.9783,10.0229,4.0000
0.9865,0.9778,10.0726,6.0000
0.9927,0.9849,9.9620,7.0000
0.9776,0.9822,9.9777,4.0000
0.9823,0.9877,9.9882,4.0000
0.9719,0.9792,9.7299,6.0000
0.9786,0.9767,9.9086,8.0000
0.9776,0.9738,9.7871,3.0000
0.9805,0.9791,10.0751,4.0000
0.9956,0.9794,10.0129,9.0000
0.9841,0.9813,10.0109,4.0000
0.9792,0.9809,10.0506,3.0000
0.9730,0.9818,9.9552,5.0000
0.9555,0.9791,9.8757,7.0000
0.9870,0.9852,9.8773,7.0000
0.9792,0.9843,9.8848,5.0000
0.9835,0.9841,9.9933,1.0000
0.9840,0.9688,10.1520,1.0000
0.9835,0.9801,10.0452,7.0000
0.9780,0.9769,9.9654,5.0000
0.9628,0.9786,9.9543,6.0000
0.9820,0.9840,9.9798,1.0000
0.9870,0.9849,9.9574,3.0000
0.9623,0.9791,9.9503,3.0000
0.9841,0.9842,9.9988,1.0000
0.9807,0.9854,9.9166,4.0000
0.9835,0.9797,10.0334,7.0000
0.9555,0.9803,9.8048,4.0000
0.9895,0.9796,10.0855,3.0000
0.9855,0.9815,10.0221,5.0000
0.9964,0.9865,9.8991,8.0000
0.9780,0.9838,9.9666,2.0000
0.9841,0.9704,10.1180,3.0000
0.9820,0.9866,9.9507,8.0000
0.9786,0.9795,10.0023,4.0000
0.9901,0.9807,10.1692,2.0000
0.9766,0.9837,9.9140,5.0000
0.9842,0.9796,10.0176,6.0000
0.9841,0.9829,9.8747,3.0000
0.9840,0.9769,9.9340,8.0000
0.9841,0.9775,10.2181,2.0000
0.9715,0.9839,9.9371,5.0000
0.9807,0.9781,9.9921,5.0000
0.9870,0.9829,10.0480,6.0000
0.9863,0.9745,10.1707,3.0000
0.9801,0.9828,10.1049,3.0000
0.9842,0.9841,10.0012,1.0000
0.9809,0.9901,9.9080,1.0000
0.9901,0.9804,10.0763,9.0000
0.9763,0.9757,10.2133,3.0000
0.9808,0.9803,10.0146,8.0000
0.9766,0.9771,9.9420,6.0000
0.9623,0.9629,9.9942,1.0000
0.9786,0.9786,10.1069,3.0000
0.9776,0.9764,9.8848,3.0000
0.9845,0.9775,10.0970,3.0000
0.9698,0.9793,10.0677,3.0000
0.9870,0.9833,10.0389,2.0000
0.9835,0.9885,9.8650,3.0000
0.9719,0.9840,9.8773,1.0000
0.9605,NaN,0.0000,0.0000
0.9801,0.9582,10.2190,4.0000
0.9766,0.9885,10.0219,6.0000
0.9870,0.9802,10.0523,6.0000
0.9719,0.9741,10.0288,3.0000
0.9807,0.9780,10.0610,3.0000
0.9841,0.9768,9.9537,7.0000
0.9843,0.9866,9.9542,7.0000
0.9863,0.9799,10.0778,6.0000
0.9985,0.9853,10.0027,5.0000
0.9776,0.9818,9.9944,5.0000
0.9826,0.9820,10.0691,5.0000
0.9715,0.9712,10.2448,3.0000
0.9927,0.9811,10.0246,4.0000
0.9820,0.9824,10.0222,2.0000
0.9964,0.9753,10.0797,5.0000
0.9840,0.9802,10.0460,6.0000
0.9623,0.9850,9.8811,2.0000
0.9776,0.9766,10.1545,4.0000
0.9837,0.9795,9.9727,3.0000
0.9778,0.9835,10.0049,5.0000
0.9786,0.9824,9.9794,2.0000
0.9766,0.9808,9.9860,3.0000
0.9855,0.9770,10.1589,6.0000
0.9695,0.9818,10.0178,6.0000
0.9841,0.9787,9.8587,5.0000
0.9863,0.9753,10.2233,5.0000
0.9729,0.9662,10.2630,5.0000
0.9786,0.9918,9.8328,3.0000
0.9835,0.9884,10.0148,2.0000
0.9985,0.9768,10.3511,2.0000
0.9843,0.9772,10.0627,3.0000
0.9901,0.9762,10.0946,5.0000
0.9854,0.9824,9.8876,4.0000
0.9776,0.9799,9.9529,3.0000
0.9786,0.9777,9.9120,5.0000
0.9870,0.9764,10.0033,3.0000
0.9843,0.9826,9.8722,3.0000
0.9927,0.9766,10.0387,6.0000
0.9790,0.9786,10.0043,1.0000
0.9835,0.9746,10.0118,6.0000
0.9807,0.9897,9.9056,2.0000
0.9826,0.9830,9.9656,8.0000
0.9870,0.9706,10.2848,3.0000
0.9778,0.9732,9.9390,4.0000
0.9851,0.9820,9.9034,4.0000
0.9623,0.9814,10.0129,6.0000
0.9805,0.9772,9.9949,3.0000
0.9835,0.9786,9.9799,2.0000
0.9901,0.9833,10.0311,8.0000
0.9792,0.9795,10.0324,5.0000
0.9992,0.9877,9.9982,3.0000
0.9840,0.9828,10.0353,2.0000
0.9820,0.9820,10.0663,4.0000
0.9809,0.9806,10.0645,6.0000
0.9776,0.9775,9.9810,3.0000
0.9807,0.9836,10.0265,7.0000
0.9776,0.9734,10.1092,3.0000
0.9729,0.9702,10.0512,4.0000
0.9719,0.9811,10.0200,4.0000
0.9835,0.9804,10.0029,4.0000
0.9826,0.9820,10.0795,7.0000
0.9805,0.9784,9.8931,5.0000
0.9870,0.9832,10.0366,4.0000
0.9695,0.9811,9.9548,6.0000
0.9895,0.9811,10.0333,5.0000
0.9776,0.9774,10.0310,5.0000
0.9730,0.9798,10.1846,4.0000
0.9895,0.9756,9.9762,3.0000
0.9779,0.9857,10.0004,2.0000
0.9715,0.9807,9.9394,2.0000
0.9820,0.9870,9.9428,3.0000
0.9779,0.9695,9.9025,2.0000
0.9766,0.9710,10.0759,3.0000
0.9776,0.9887,9.8084,6.0000
0.9582,0.9806,9.9543,2.0000
0.9845,0.9759,10.0211,7.0000
0.9964,0.9847,9.9670,5.0000
0.9792,0.9863,9.9941,4.0000
0.9835,0.9778,9.9687,2.0000
0.9715,0.9779,10.0305,4.0000
0.9820,0.9853,9.9794,3.0000
0.9843,0.9822,9.9213,3.0000
0.9851,0.9848,9.9841,6.0000
0.9843,0.9822,9.9872,2.0000
0.9855,0.9840,9.9932,4.0000
0.9835,0.9837,10.1211,2.0000
0.9812,0.9777,10.0206,3.0000
0.9787,0.9802,9.9788,3.0000
0.9807,0.9785,10.0410,7.0000
0.9805,0.9816,9.9583,3.0000
0.9809,0.9820,10.0416,10.0000
0.9870,0.9773,10.0831,6.0000
0.9688,0.9840,9.8480,1.0000
0.9786,0.9838,10.1461,2.0000
0.9835,0.9724,10.1871,2.0000
0.9786,0.9669,9.9445,2.0000
0.9808,0.9791,9.9515,3.0000
0.9703,0.9834,9.9425,6.0000
0.9766,0.9853,9.9490,4.0000
0.9807,0.9773,9.9897,5.0000
0.9623,0.9841,9.9336,5.0000
0.9835,0.9809,9.9948,2.0000
0.9865,0.9849,9.9597,4.0000
0.9623,NaN,0.0000,0.0000
0.9840,0.9996,10.2855,1.0000
0.9730,0.9921,10.0505,2.0000
0.9719,0.9752,9.9589,4.0000
0.9809,0.9837,10.0200,4.0000
0.9468,0.9821,9.8599,3.0000
0.9837,0.9863,10.1163,2.0000
0.9555,0.9779,10.0135,4.0000
0.9805,0.9815,9.8130,2.0000
0.9843,0.9896,9.9471,1.0000
0.9841,0.9680,10.1186,5.0000
0.9870,0.9695,10.1191,2.0000
0.9629,0.9859,9.7378,2.0000
0.9854,0.9786,9.9556,2.0000
0.9841,0.9710,10.0646,4.0000
0.9807,0.9823,9.9743,7.0000
0.9845,0.9828,9.9986,3.0000
0.9841,0.9867,10.0928,2.0000
0.9809,0.9843,9.9662,1.0000
0.9922,0.9835,10.0155,3.0000
0.9865,0.9836,10.0020,1.0000
0.9468,0.9820,9.9447,8.0000
0.9835,0.9838,9.8802,5.0000
0.9901,0.9832,10.0303,6.0000
0.9776,0.9758,10.0038,6.0000
0.9843,0.9767,9.9883,6.0000
0.9841,0.9835,9.9368,5.0000
0.9852,0.9785,10.1568,3.0000
1.0000,0.9787,9.9581,6.0000
0.9698,0.9759,10.2384,4.0000
0.9870,0.9791,10.0152,2.0000
0.9656,0.9823,9.9570,7.0000
0.9719,0.9813,9.9929,4.0000
0.9841,0.9776,10.0446,3.0000
0.9656,0.9828,9.9751,4.0000
0.9623,0.9863,9.7800,1.0000
0.9776,0.9824,9.9993,7.0000
0.9703,0.9786,9.9365,3.0000
0.9649,NaN,0.0000,0.0000
0.9703,0.9802,9.9790,6.0000
0.9865,0.9796,9.9031,4.0000
0.9870,0.9796,10.0636,2.0000
0.9807,0.9828,9.9942,2.0000
0.9901,0.9811,10.0062,4.0000
0.9778,0.9908,9.8545,3.0000
0.9820,0.9765,10.0565,2.0000
0.9776,0.9846,9.9840,2.0000
0.9845,0.9831,9.9813,6.0000
0.9855,0.9697,10.2697,2.0000
0.9843,0.9862,9.9014,2.0000
0.9733,0.9830,10.0183,5.0000
0.9776,0.9779,10.0046,2.0000
0.9776,0.9677,10.1666,2.0000
0.9719,0.9828,10.0016,3.0000
0.9870,0.9776,10.0731,3.0000
0.9786,0.9787,10.0340,5.0000
0.9649,0.9770,10.1692,6.0000
0.9836,0.9839,9.9913,4.0000
0.9841,0.9825,10.0045,3.0000
0.9780,0.9827,10.0009,7.0000
0.9729,0.9697,10.1605,6.0000
0.9841,0.9811,10.0558,5.0000
0.9729,0.9874,9.7552,7.0000
0.9776,0.9819,10.0652,5.0000
0.9809,0.9814,9.9278,2.0000
0.9809,0.9792,10.0487,5.0000
0.9985,0.9753,10.0409,3.0000
0.9776,0.9697,10.1932,3.0000
0.9845,0.9821,10.0625,3.0000
0.9776,0.9761,10.0839,3.0000
0.9901,0.9841,10.1683,3.0000
0.9855,0.9882,10.1033,2.0000
0.9870,0.9753,9.7907,2.0000
0.9780,0.9874,9.8732,6.0000
0.9820,0.9807,9.9935,4.0000
0.9835,0.9867,10.0044,5.0000
0.9891,0.9856,9.9974,2.0000
0.9776,0.9820,9.9155,5.0000
0.9843,NaN,0.0000,0.0000
0.9776,0.9862,9.9728,9.0000
0.9656,0.9831,9.9377,3.0000
0.9792,0.9776,9.8911,1.0000
0.9841,0.9865,9.9582,9.0000
0.9901,0.9806,10.0706,4.0000
0.9747,0.9835,9.9384,1.0000
0.9820,0.9814,9.9643,3.0000
0.9719,0.9857,10.0076,4.0000
0.9776,0.9783,10.0774,4.0000
0.9843,0.9714,10.1483,6.0000
0.9703,0.9813,10.0154,6.0000
0.9845,0.9826,10.0609,4.0000
0.9776,0.9807,9.9760,4.0000
0.9807,0.9859,9.9813,4.0000
0.9855,0.9742,10.1212,7.0000
0.9776,0.9888,9.8086,2.0000
0.9776,0.9797,10.0195,3.0000
0.9841,0.9741,10.0758,2.0000
0.9820,0.9812,10.0729,8.0000
0.9786,0.9665,10.0843,2.0000
0.9901,0.9726,9.9968,4.0000
0.9695,0.9870,9.8571,4.0000
0.9870,0.9863,10.1144,2.0000
0.9786,0.9856,10.0523,7.0000
0.9854,0.9837,9.9650,4.0000
0.9901,0.9837,9.9843,5.0000
0.9790,0.9799,9.9982,9.0000
0.9786,0.9792,10.0086,2.0000
0.9835,0.9786,10.0942,6.0000
0.9695,0.9842,9.9653,4.0000
0.9996,0.9810,9.8933,5.0000
0.9901,0.9821,10.0835,3.0000
0.9843,0.9822,9.9583,5.0000
0.9592,0.9866,9.9297,5.0000
0.9776,0.9806,10.0408,8.0000
0.9729,0.9555,10.1745,3.0000
0.9845,0.9777,9.9656,2.0000
0.9703,0.9820,9.8832,1.0000
0.9901,0.9779,10.1139,11.0000
0.9763,0.9828,10.0439,10.0000
0.9776,0.9786,9.9904,6.0000
0.9719,0.9818,9.9615,6.0000
0.9730,0.9790,10.0087,2.0000
0.9840,0.9754,9.9777,4.0000
0.9807,0.9821,10.0164,5.0000
0.9843,0.9779,10.0257,5.0000
0.9730,0.9788,9.8942,4.0000
0.9730,0.9780,9.9251,1.0000
0.9786,0.9826,9.9150,2.0000
0.9895,0.9707,10.2596,4.0000
0.9891,0.9797,10.2522,5.0000
0.9809,0.9829,10.0383,3.0000
0.9855,0.9771,10.0699,4.0000
0.9843,0.9766,10.1203,6.0000
0.9786,0.9798,9.9778,5.0000
0.9826,0.9856,10.0386,2.0000
0.9746,0.9786,10.1102,3.0000
0.9870,0.9816,10.0787,6.0000
0.9729,0.9781,10.2165,7.0000
0.9763,0.9809,9.9258,2.0000
0.9865,0.9746,10.0890,4.0000
0.9826,0.9751,9.9414,3.0000
0.9826,0.9740,10.1936,5.0000
0.9841,0.9754,10.0629,5.0000
0.9776,0.9748,10.2075,3.0000
0.9927,0.9773,9.9828,3.0000
0.9807,0.9907,10.0682,4.0000
0.9901,0.9840,9.9795,1.0000
0.9778,0.9921,9.8344,5.0000
0.9776,0.9802,10.0319,3.0000
0.9826,0.9855,9.9709,1.0000
0.9922,NaN,0.0000,0.0000
0.9852,0.9805,9.9758,4.0000
0.9623,0.9725,10.0031,5.0000
0.9805,0.9773,9.9889,4.0000
0.9841,0.9912,9.8744,5.0000
0.9870,0.9826,10.0098,6.0000
0.9835,0.9848,10.0215,6.0000
0.9843,0.9801,10.1483,2.0000
0.9808,0.9863,10.0131,3.0000
0.9776,0.9679,10.0487,2.0000
0.9776,0.9753,10.1201,2.0000
1.0000,0.9799,10.0386,6.0000
0.9805,0.9803,9.9474,3.0000
0.9776,0.9945,9.7906,3.0000
0.9807,0.9838,9.9898,11.0000
0.9901,0.9855,10.0865,1.0000
0.9733,0.9829,9.9133,4.0000
0.9592,0.9752,9.8290,4.0000
0.9870,0.9813,10.0001,7.0000
0.9730,0.9798,9.9901,3.0000
0.9985,0.9890,10.0958,3.0000
0.9776,0.9813,10.0222,7.0000
0.9843,0.9860,9.9445,4.0000
0.9823,0.9807,9.8563,3.0000
0.9555,0.9809,10.0280,4.0000
0.9855,0.9815,10.0275,3.0000
0.9855,0.9820,9.9218,3.0000
0.9964,0.9805,10.1328,6.0000
0.9842,0.9858,9.8935,3.0000
0.9901,0.9837,9.8830,3.0000
0.9964,0.9819,9.9420,3.0000
0.9779,0.9807,10.1228,1.0000
0.9730,0.9859,9.8364,3.0000
0.9843,0.9823,10.0319,2.0000
0.9805,0.9592,10.2928,1.0000
0.9985,0.9764,10.0297,6.0000
0.9776,0.9874,9.9497,3.0000
0.9805,0.9775,10.0840,5.0000
0.9841,0.9826,9.9255,5.0000
0.9703,0.9812,9.9114,4.0000
0.9914,NaN,0.0000,0.0000
0.9629,0.9835,9.8962,2.0000
0.9778,0.9800,9.9876,6.0000
0.9809,0.9795,9.8998,4.0000
0.9870,0.9693,9.8647,2.0000
0.9730,0.9804,9.9842,3.0000
0.9801,0.9803,10.1188,2.0000
0.9776,0.9799,10.0053,3.0000
0.9843,0.9813,9.9632,5.0000
0.9695,0.9848,9.8670,3.0000
0.9841,0.9842,9.9988,1.0000
0.9901,0.9712,9.9440,3.0000
0.9776,0.9822,9.9818,5.0000
0.9895,0.9767,10.0205,7.0000
0.9835,0.9802,10.1733,7.0000
0.9843,0.9930,9.9397,3.0000
0.9805,0.9773,10.0702,5.0000
0.9901,0.9763,10.0930,6.0000
0.9766,0.9847,9.8774,2.0000
0.9695,0.9839,9.9523,2.0000
0.9801,0.9728,10.1294,4.0000
0.9805,0.9811,9.9702,6.0000
0.9845,0.9823,9.9829,4.0000
0.9656,0.9862,9.8905,3.0000
0.9985,0.9821,10.0455,4.0000
0.9870,0.9836,9.9887,4.0000
0.9861,0.9832,10.2104,9.0000
0.9776,0.9741,10.0706,3.0000
0.9776,0.9798,10.0167,5.0000
0.9870,0.9834,9.9653,3.0000
0.9835,0.9801,10.0117,1.0000
0.9766,0.9661,10.0200,2.0000
0.9835,0.9866,9.9148,7.0000
0.9901,0.9827,9.7739,3.0000
0.9801,0.9882,9.8399,2.0000
0.9607,0.9799,9.8104,3.0000
0.9807,0.9805,10.0202,2.0000
0.9964,0.9886,10.0939,2.0000
0.9843,0.9808,10.0344,4.0000
0.9732,0.9686,10.2298,3.0000
0.9870,0.9831,9.9182,6.0000
0.9820,0.9985,9.8176,2.0000
0.9901,0.9786,10.1106,2.0000
0.9820,0.9816,9.9582,3.0000
0.9776,0.9698,10.0787,2.0000
0.9841,0.9807,10.0405,1.0000
0.9747,0.9836,9.9938,4.0000
0.9790,0.9869,9.9496,3.0000
0.9719,0.9895,9.9612,2.0000
0.9776,0.9820,10.0374,1.0000
0.9786,0.9886,9.9009,5.0000
0.9841,0.9754,10.0862,6.0000
0.9851,0.9785,10.0018,6.0000
0.9843,0.9656,10.0000,1.0000
0.9845,0.9818,10.0109,3.0000
0.9895,0.9741,10.0584,7.0000
0.9835,NaN,0.0000,0.0000
0.9843,0.9842,9.9801,3.0000
0.9809,0.9829,9.9569,3.0000
0.9778,0.9824,10.0111,5.0000
0.9870,0.9826,10.0108,4.0000
1.0000,0.9863,10.1371,2.0000
0.9766,0.9735,10.0265,6.0000
0.9870,0.9798,10.0329,4.0000
0.9698,0.9840,9.9366,5.0000
0.9845,0.9717,10.1010,3.0000
0.9730,0.9810,9.9267,2.0000
0.9807,0.9790,9.9591,8.0000
0.9776,0.9827,9.8569,7.0000
0.9623,0.9762,10.0656,8.0000
0.9843,0.9848,10.0342,4.0000
0.9753,0.9835,9.9555,2.0000
0.9815,0.9797,9.9658,2.0000
0.9841,0.9861,10.0403,3.0000
0.9840,NaN,0.0000,0.0000
0.9786,0.9841,9.9919,5.0000
0.9776,0.9807,10.0431,3.0000
0.9863,0.9889,9.8497,2.0000
0.9698,0.9810,9.9605,6.0000
0.9715,0.9823,10.1008,2.0000
0.9837,0.9836,10.0309,4.0000
0.9695,0.9777,9.9843,8.0000
0.9826,0.9844,10.0338,5.0000
0.9964,0.9803,10.1045,5.0000
0.9855,0.9732,10.1558,5.0000
0.9835,0.9908,10.0433,3.0000
0.9855,0.9809,9.9926,5.0000
0.9870,0.9876,10.0288,3.0000
0.9805,0.9730,10.0749,1.0000
0.9985,0.9761,10.2094,4.0000
0.9805,0.9809,10.0090,1.0000
0.9826,0.9813,9.8715,7.0000
0.9870,0.9842,10.0277,1.0000
0.9843,0.9914,9.8985,2.0000
0.9835,0.9810,9.9945,2.0000
0.9719,0.9861,9.9583,6.0000
0.9786,0.9654,10.2831,3.0000
0.9776,0.9898,9.8911,3.0000
0.9895,0.9785,10.0602,3.0000
0.9820,0.9854,9.8532,3.0000
1.0000,0.9805,10.1234,3.0000
0.9855,0.9791,10.1150,2.0000
0.9776,0.9809,10.1523,7.0000
0.9835,0.9749,10.0526,5.0000
0.9843,0.9819,10.0033,10.0000
0.9837,0.9815,10.0584,11.0000
0.9776,0.9823,10.0216,3.0000
0.9808,0.9845,10.0366,3.0000
0.9730,0.9759,9.9914,2.0000
0.9863,0.9870,9.9415,3.0000
0.9776,0.9787,10.0230,2.0000
0.9786,0.9841,10.1127,1.0000
0.9786,0.9854,10.0345,3.0000
0.9747,0.9822,10.0239,6.0000
0.9820,0.9813,9.9222,7.0000
0.9629,0.9740,10.1012,7.0000
0.9835,0.9638,9.9745,2.0000
0.9776,0.9819,9.9561,3.0000
0.9870,0.9810,9.9218,7.0000
0.9985,0.9776,10.0267,5.0000
0.9895,0.9742,10.1266,5.0000
0.9698,0.9776,9.9013,2.0000
0.9841,0.9869,9.9343,5.0000
0.9786,0.9831,10.0273,6.0000
0.9730,0.9775,9.9745,5.0000
0.9776,0.9784,10.0271,7.0000
0.9730,0.9864,9.8757,5.0000
0.9593,0.9799,10.2020,3.0000
0.9841,0.9775,10.0379,2.0000
0.9840,0.9831,10.0265,5.0000
0.9843,0.9870,9.9730,2.0000
0.9820,0.9829,9.9270,4.0000
0.9841,0.9818,10.0225,4.0000
0.9776,0.9792,10.0629,2.0000
0.9805,0.9770,10.0746,1.0000
0.9820,0.9824,9.9547,2.0000
0.9805,0.9810,10.0324,3.0000
0.9865,0.9874,9.8628,5.0000
0.9820,0.9786,10.0337,1.0000
0.9786,NaN,0.0000,0.0000
0.9656,0.9851,9.8812,2.0000
0.9715,0.9791,9.9572,5.0000
0.9776,0.9985,9.9880,1.0000
0.9835,0.9748,10.1915,4.0000
0.9855,0.9817,10.0736,3.0000
0.9807,0.9820,9.9432,2.0000
0.9766,0.9775,9.9140,5.0000
0.9786,0.9839,10.0114,4.0000
0.9865,0.9886,9.9546,3.0000
0.9656,0.9801,10.0086,6.0000
0.9843,0.9824,9.9615,5.0000
0.9776,0.9777,9.9584,3.0000
0.9812,0.9678,10.1675,6.0000
0.9823,0.9836,10.0779,5.0000
0.9826,0.9793,10.0047,4.0000
0.9776,0.9827,9.9514,6.0000
0.9835,0.9826,10.0586,1.0000
0.9801,0.9714,9.9493,5.0000
0.9730,0.9814,9.8939,3.0000
0.9629,0.9623,10.0058,1.0000
0.9843,0.9804,10.0181,3.0000
0.9852,0.9828,10.0133,2.0000
0.9729,0.9705,9.9675,3.0000
0.9808,0.9798,10.0060,4.0000
0.9870,0.9843,10.0745,3.0000
0.9985,0.9838,10.0721,3.0000
0.9843,0.9826,10.1185,3.0000
0.9891,0.9819,10.0381,3.0000
0.9695,0.9782,9.9603,2.0000
0.9805,0.9757,10.0722,6.0000
0.9808,0.9795,10.0000,4.0000
