p,mean p omega,u,deg
0.0000,0.0009,9.9745,4.0000
0.0014,0.0023,9.9831,4.0000
0.0047,0.0052,9.9921,3.0000
0.0047,NaN,0.0000,0.0000
0.0056,0.0000,9.9437,1.0000
0.0036,0.0025,10.0000,3.0000
0.0028,0.0025,10.0305,4.0000
0.0000,0.0027,10.0319,3.0000
0.0036,0.0021,9.9944,2.0000
0.0004,0.0009,10.0053,2.0000
0.0036,0.0017,10.0432,3.0000
0.0000,0.0121,10.1206,1.0000
0.0000,0.0041,9.9994,3.0000
0.0036,0.0022,10.0216,4.0000
0.0004,0.0004,10.0061,2.0000
0.0026,0.0035,10.0382,5.0000
0.0121,0.0014,10.0389,5.0000
0.0032,0.0026,10.0025,5.0000
0.0035,0.0035,9.9900,2.0000
0.0159,0.0159,10.0000,1.0000
0.0053,0.0044,10.0487,6.0000
0.0107,0.0081,9.9802,3.0000
0.0036,0.0039,9.9973,3.0000
0.0134,0.0049,9.9332,7.0000
0.0004,0.0039,10.0103,3.0000
0.0029,0.0034,9.9977,7.0000
0.0000,0.0036,10.0000,1.0000
0.0036,0.0020,9.9912,6.0000
0.0004,0.0049,9.9300,6.0000
0.0016,0.0045,9.9979,7.0000
0.0069,0.0033,9.9891,2.0000
0.0040,0.0024,10.0093,5.0000
0.0000,0.0011,10.0232,6.0000
0.0035,0.0048,10.0547,4.0000
0.0027,0.0041,10.0254,6.0000
0.0004,0.0053,9.9065,1.0000
0.0004,0.0012,10.0119,3.0000
0.0000,0.0014,10.0281,4.0000
0.0029,0.0030,10.0282,5.0000
0.0067,0.0053,9.9782,3.0000
0.0080,0.0040,9.9795,8.0000
0.0012,0.0031,9.9855,2.0000
0.0014,0.0029,10.0156,7.0000
0.0018,0.0025,9.9910,4.0000
0.0035,0.0033,10.0376,3.0000
0.0029,0.0029,9.9420,1.0000
0.0014,0.0045,9.9029,6.0000
0.0107,0.0107,10.0000,1.0000
0.0029,0.0036,10.0014,3.0000
0.0000,0.0014,9.9981,5.0000
0.0029,0.0107,10.0776,1.0000
0.0035,0.0013,10.0244,5.0000
0.0187,NaN,0.0000,0.0000
0.0121,0.0030,10.0118,5.0000
0.0036,0.0020,9.9845,4.0000
0.0000,0.0018,10.0164,8.0000
0.0036,0.0036,10.0000,1.0000
0.0032,0.0032,9.9763,4.0000
0.0003,0.0013,10.0157,5.0000
0.0014,0.0043,10.0053,4.0000
0.0000,0.0033,10.0595,2.0000
0.0075,0.0012,9.9887,4.0000
0.0000,0.0020,9.9850,4.0000
0.0000,0.0012,10.0168,6.0000
0.0000,0.0027,9.9068,3.0000
0.0000,0.0029,10.0144,6.0000
0.0000,0.0016,10.0091,4.0000
0.0036,0.0038,10.0075,2.0000
0.0029,0.0036,10.0181,8.0000
0.0014,0.0018,9.9836,4.0000
0.0000,0.0014,10.0370,4.0000
0.0029,0.0029,10.0074,1.0000
0.0047,0.0033,9.9898,5.0000
0.0069,0.0023,10.0195,2.0000
0.0029,0.0016,9.9837,7.0000
0.0036,0.0027,10.0338,3.0000
0.0000,0.0003,10.0195,5.0000
0.0036,0.0046,10.0156,5.0000
0.0027,0.0047,9.9995,5.0000
0.0123,0.0013,10.0399,3.0000
0.0053,0.0047,10.0471,4.0000
0.0121,0.0030,10.1034,5.0000
0.0004,0.0015,10.0353,3.0000
0.0000,0.0025,9.9502,4.0000
0.0029,0.0009,10.0350,4.0000
0.0029,0.0041,10.0055,4.0000
0.0083,0.0032,10.0232,2.0000
0.0000,0.0032,9.9003,3.0000
0.0000,0.0016,10.0325,3.0000
0.0047,0.0035,9.9851,1.0000
0.0135,0.0035,9.9206,3.0000
0.0107,0.0060,10.0601,4.0000
0.0014,0.0016,9.9903,3.0000
0.0029,0.0021,9.9390,4.0000
0.0172,0.0003,10.0000,1.0000
0.0029,0.0027,10.0247,4.0000
0.0051,0.0021,9.9888,5.0000
0.0035,0.0029,0.0000,1.0000
0.0003,0.0009,10.0234,3.0000
0.0035,0.0016,10.0115,3.0000
0.0004,0.0028,10.0212,3.0000
0.0035,0.0019,10.0282,6.0000
0.0073,0.0037,10.0008,5.0000
0.0053,0.0042,10.0159,5.0000
0.0053,0.0037,10.0507,7.0000
0.0000,0.0007,9.9937,4.0000
0.0003,0.0032,9.9322,6.0000
0.0000,0.0028,10.0094,6.0000
0.0014,0.0021,9.9641,3.0000
0.0014,0.0014,10.0182,2.0000
0.0047,0.0007,10.0181,5.0000
0.0000,0.0032,10.0000,1.0000
0.0032,0.0049,10.0000,3.0000
0.0000,0.0026,10.0174,11.0000
0.0000,0.0027,10.0096,3.0000
0.0004,0.0025,9.9988,3.0000
0.0036,0.0023,10.0089,9.0000
0.0014,0.0035,10.0390,2.0000
0.0000,0.0031,10.0236,3.0000
0.0000,0.0010,10.0130,2.0000
0.0000,0.0021,10.0007,4.0000
0.0012,0.0023,10.0003,4.0000
0.0053,0.0031,10.0479,5.0000
0.0121,0.0021,10.0296,6.0000
0.0035,0.0033,10.0022,8.0000
0.0053,0.0011,10.0235,4.0000
0.0029,0.0019,10.0044,3.0000
0.0000,0.0051,10.0186,3.0000
0.0036,0.0000,10.0363,1.0000
0.0035,NaN,0.0000,0.0000
0.0014,0.0029,9.9874,5.0000
0.0035,0.0034,10.0005,5.0000
0.0000,0.0013,10.0466,9.0000
0.0006,0.0037,9.9979,5.0000
0.0036,0.0036,10.0144,4.0000
0.0006,0.0019,10.0187,4.0000
0.0035,0.0044,9.9962,4.0000
0.0035,0.0019,10.0134,5.0000
0.0004,0.0028,9.9984,5.0000
0.0022,0.0015,10.0052,8.0000
0.0000,0.0016,10.0170,5.0000
0.0080,0.0029,10.0107,4.0000
0.0053,0.0017,9.8767,4.0000
0.0035,0.0012,10.0232,3.0000
0.0029,0.0023,9.9908,4.0000
0.0029,0.0010,10.0048,3.0000
0.0036,0.0045,10.0000,2.0000
0.0035,0.0044,10.0000,2.0000
0.0022,0.0026,10.0016,4.0000
0.0027,0.0041,9.9952,4.0000
0.0036,0.0023,10.0025,3.0000
0.0000,0.0000,9.9711,1.0000
0.0000,0.0060,9.9975,3.0000
0.0006,0.0032,10.0262,6.0000
0.0035,0.0080,10.0018,1.0000
0.0067,0.0025,9.9837,4.0000
0.0000,0.0022,9.9775,10.0000
0.0097,0.0044,10.0106,8.0000
0.0003,0.0025,10.0279,5.0000
0.0073,0.0035,10.0381,1.0000
0.0000,0.0000,10.0072,2.0000
0.0000,0.0068,9.9733,2.0000
0.0000,0.0053,10.0533,2.0000
0.0029,0.0038,9.9951,4.0000
0.0014,0.0012,9.9973,4.0000
0.0026,0.0013,9.9791,5.0000
0.0014,0.0029,10.0069,4.0000
0.0072,0.0031,10.0109,6.0000
0.0004,0.0005,10.0063,4.0000
0.0000,0.0014,10.0340,4.0000
0.0108,0.0038,10.0287,4.0000
0.0035,0.0029,9.9988,4.0000
0.0006,0.0002,10.0043,3.0000
0.0029,0.0012,10.0045,5.0000
0.0029,0.0014,9.8903,3.0000
0.0099,0.0037,9.9711,5.0000
0.0014,0.0034,10.0413,3.0000
0.0003,0.0020,10.0342,6.0000
0.0014,NaN,0.0000,0.0000
0.0000,0.0062,9.9892,3.0000
0.0000,0.0023,9.9699,7.0000
0.0036,0.0039,9.9894,4.0000
0.0099,0.0036,10.0313,2.0000
0.0028,0.0009,9.9992,3.0000
0.0032,0.0028,9.9963,9.0000
0.0004,0.0053,9.9901,5.0000
0.0014,0.0009,9.9942,2.0000
0.0029,0.0027,9.9650,3.0000
0.0014,0.0019,9.9516,5.0000
0.0035,NaN,0.0000,0.0000
0.0000,0.0007,9.9826,5.0000
0.0014,0.0043,9.9834,4.0000
0.0053,0.0079,9.9805,2.0000
0.0004,0.0004,10.0100,3.0000
0.0004,0.0026,9.9788,3.0000
0.0035,0.0067,10.0034,4.0000
0.0014,0.0027,10.0113,8.0000
0.0036,0.0020,9.9811,6.0000
0.0006,0.0024,9.9847,4.0000
0.0000,0.0044,9.9732,4.0000
0.0000,0.0028,9.9892,4.0000
0.0004,0.0056,9.9381,5.0000
0.0035,0.0000,9.9375,1.0000
0.0000,0.0014,10.0144,2.0000
0.0000,0.0012,9.9968,8.0000
0.0121,0.0021,10.0275,5.0000
0.0035,0.0028,10.0087,3.0000
0.0004,0.0000,10.0497,1.0000
0.0000,0.0021,9.9771,8.0000
0.0014,0.0028,10.0464,6.0000
0.0026,0.0042,9.9663,8.0000
0.0036,0.0003,10.0043,5.0000
0.0036,0.0012,10.0336,10.0000
0.0000,0.0023,10.0327,7.0000
0.0000,0.0020,9.9885,6.0000
0.0000,0.0021,10.0124,3.0000
0.0000,0.0029,9.9274,1.0000
0.0035,0.0025,9.9959,4.0000
0.0134,0.0087,9.9772,4.0000
0.0000,0.0033,9.8983,4.0000
0.0000,0.0023,10.0109,4.0000
0.0035,0.0033,10.0068,3.0000
0.0006,0.0029,9.9496,3.0000
0.0029,0.0023,10.0120,6.0000
0.0032,0.0000,10.0322,1.0000
0.0047,0.0038,10.0332,3.0000
0.0000,0.0014,10.0096,5.0000
0.0047,0.0035,9.9799,4.0000
0.0036,0.0057,10.0234,3.0000
0.0003,0.0010,10.0042,5.0000
0.0000,NaN,0.0000,0.0000
0.0338,NaN,0.0000,0.0000
0.0108,0.0030,10.0677,4.0000
0.0004,0.0014,10.0129,5.0000
0.0014,0.0034,9.9816,6.0000
0.0000,0.0006,10.0127,5.0000
0.0000,0.0008,10.0214,6.0000
0.0107,0.0027,9.9250,5.0000
0.0000,0.0014,9.9839,5.0000
0.0036,0.0024,9.9637,3.0000
0.0080,0.0011,10.0295,6.0000
0.0000,0.0016,9.9993,5.0000
0.0000,0.0004,10.0181,1.0000
0.0119,0.0060,10.0596,2.0000
0.0036,0.0010,9.9777,3.0000
0.0014,0.0016,9.9483,5.0000
0.0032,0.0014,9.9814,5.0000
0.0000,0.0040,10.0279,4.0000
0.0032,0.0029,10.0021,2.0000
0.0036,0.0014,9.9799,3.0000
0.0097,0.0045,9.9479,3.0000
0.0099,0.0060,10.0282,3.0000
0.0052,0.0049,9.9254,5.0000
0.0083,0.0012,10.0322,4.0000
0.0000,0.0018,10.0566,5.0000
0.0036,0.0053,9.9984,5.0000
0.0053,0.0021,9.9780,5.0000
0.0035,0.0021,10.0280,7.0000
0.0036,0.0020,10.0028,3.0000
0.0000,0.0011,9.9323,4.0000
0.0006,0.0035,10.0196,7.0000
0.0078,0.0028,9.9979,4.0000
0.0047,0.0018,10.0000,2.0000
0.0036,0.0019,9.9253,5.0000
0.0000,0.0008,10.0263,6.0000
0.0029,0.0014,10.0379,5.0000
0.0016,0.0027,9.9147,5.0000
0.0003,0.0029,9.9860,5.0000
0.0036,0.0017,9.9879,3.0000
0.0000,0.0016,9.9637,4.0000
0.0134,0.0046,9.9795,3.0000
0.0004,0.0035,9.9909,7.0000
0.0035,0.0024,9.9912,4.0000
0.0000,0.0022,9.9664,2.0000
0.0000,0.0014,10.0000,2.0000
0.0036,0.0000,10.0000,3.0000
0.0047,0.0027,9.9973,9.0000
0.0004,0.0076,10.0171,4.0000
0.0083,0.0026,10.0000,1.0000
0.0073,0.0026,9.9519,3.0000
0.0014,0.0047,10.0037,3.0000
0.0003,0.0029,9.9870,2.0000
0.0000,NaN,0.0000,0.0000
0.0036,0.0032,9.9903,2.0000
0.0036,0.0017,10.0357,3.0000
0.0036,0.0036,10.0154,4.0000
0.0035,0.0021,10.0283,6.0000
0.0035,0.0025,10.0474,8.0000
0.0036,0.0025,9.9944,5.0000
0.0036,0.0036,9.9698,1.0000
0.0099,0.0043,9.9301,5.0000
0.0029,0.0048,9.9973,4.0000
0.0003,0.0006,9.9981,3.0000
0.0047,0.0025,10.0063,2.0000
0.0029,0.0016,10.0085,3.0000
0.0000,0.0000,10.0000,1.0000
0.0036,0.0026,10.0138,4.0000
0.0000,0.0008,10.0035,5.0000
0.0035,0.0038,9.9061,7.0000
0.0014,0.0027,10.0067,9.0000
0.0032,0.0017,10.0161,2.0000
0.0029,0.0038,10.0059,5.0000
0.0029,0.0028,10.0206,6.0000
0.0000,0.0054,9.9929,5.0000
0.0036,0.0034,10.0062,6.0000
0.0000,0.0031,9.9787,4.0000
0.0047,0.0080,9.9813,4.0000
0.0006,0.0025,9.9781,4.0000
0.0022,0.0022,10.0009,3.0000
0.0035,0.0065,9.9301,3.0000
0.0014,0.0015,10.0143,4.0000
0.0053,0.0036,10.0052,2.0000
0.0028,0.0012,9.9879,3.0000
0.0067,0.0031,9.9738,4.0000
0.0051,0.0037,10.0497,4.0000
0.0035,0.0012,10.0046,3.0000
0.0014,0.0037,10.0000,3.0000
0.0069,0.0018,9.9985,6.0000
0.0035,0.0027,9.9971,6.0000
0.0014,0.0017,9.9927,2.0000
0.0036,0.0022,9.9979,6.0000
0.0004,0.0021,10.0223,6.0000
0.0013,0.0017,10.0000,2.0000
0.0083,0.0046,9.9467,6.0000
0.0004,0.0004,10.0000,1.0000
0.0014,0.0043,9.9883,10.0000
0.0004,0.0027,10.0010,3.0000
0.0004,0.0021,10.0214,4.0000
0.0123,0.0018,10.0387,8.0000
0.0029,0.0014,10.0248,5.0000
0.0003,0.0015,10.0378,3.0000
0.0035,0.0027,9.9898,6.0000
0.0035,0.0032,9.9952,4.0000
0.0029,0.0019,10.0046,3.0000
0.0025,0.0017,10.0198,4.0000
0.0014,0.0027,10.0098,4.0000
0.0000,0.0014,10.0144,1.0000
0.0000,0.0050,9.9839,5.0000
0.0000,0.0023,10.0075,6.0000
0.0053,NaN,0.0000,0.0000
0.0053,0.0036,9.9747,4.0000
0.0000,0.0000,9.9857,2.0000
0.0035,0.0026,10.0086,6.0000
0.0000,0.0030,10.0512,4.0000
0.0004,0.0118,9.9180,3.0000
0.0000,0.0019,9.9802,6.0000
0.0029,0.0020,10.0325,3.0000
0.0053,0.0027,10.0027,6.0000
0.0000,0.0015,9.9925,4.0000
0.0000,0.0011,10.0495,6.0000
0.0038,0.0019,9.9982,2.0000
0.0036,0.0027,10.0105,9.0000
0.0012,0.0080,9.9848,2.0000
0.0004,0.0030,10.0229,5.0000
0.0014,0.0013,10.0394,7.0000
0.0036,0.0036,10.0331,4.0000
0.0159,0.0065,10.0264,3.0000
0.0000,0.0009,10.0345,5.0000
0.0083,0.0035,10.0481,1.0000
0.0029,0.0107,10.0776,1.0000
0.0014,0.0010,9.9916,3.0000
0.0053,0.0028,9.9750,2.0000
0.0000,0.0055,10.0794,4.0000
0.0053,0.0023,10.0201,4.0000
0.0052,0.0040,9.9804,2.0000
0.0035,0.0014,10.0345,1.0000
0.0032,0.0057,9.9936,3.0000
0.0053,0.0039,9.9915,5.0000
0.0036,0.0049,9.9844,5.0000
0.0035,0.0063,10.0000,3.0000
0.0083,0.0024,10.0494,4.0000
0.0003,0.0031,9.9779,5.0000
0.0061,0.0028,10.0146,4.0000
0.0036,0.0012,10.0299,3.0000
0.0006,0.0020,10.0114,2.0000
0.0000,0.0039,10.0196,9.0000
0.0000,0.0024,10.0070,8.0000
0.0029,0.0016,9.9933,4.0000
0.0000,0.0018,10.0000,2.0000
0.0004,0.0038,10.0228,3.0000
0.0014,0.0027,10.0067,3.0000
0.0004,0.0023,10.0206,4.0000
0.0004,0.0038,9.9811,7.0000
0.0053,0.0021,10.0153,2.0000
0.0004,0.0055,10.0126,2.0000
0.0053,0.0045,10.0000,2.0000
0.0032,0.0027,9.9964,5.0000
0.0036,0.0026,10.0086,9.0000
0.0000,0.0037,9.9664,2.0000
0.0014,0.0025,10.0201,2.0000
0.0014,0.0055,10.0186,4.0000
0.0035,0.0036,9.9335,6.0000
0.0029,0.0031,9.9985,7.0000
0.0029,NaN,0.0000,0.0000
0.0006,0.0021,9.9700,3.0000
0.0121,0.0020,10.0350,2.0000
0.0000,0.0048,10.0113,4.0000
0.0000,0.0022,10.0214,6.0000
0.0014,0.0053,9.9610,1.0000
0.0012,0.0005,10.0050,5.0000
0.0052,0.0028,9.9971,3.0000
0.0027,0.0023,9.9924,5.0000
0.0000,0.0032,10.0317,2.0000
0.0035,0.0031,10.0110,5.0000
0.0000,0.0010,9.9787,4.0000
0.0053,0.0016,10.0335,8.0000
0.0029,0.0006,10.0364,6.0000
0.0000,0.0022,9.9925,6.0000
0.0014,0.0034,9.9776,3.0000
0.0035,0.0054,9.9954,4.0000
0.0067,0.0078,10.0082,2.0000
0.0025,0.0008,10.0029,5.0000
0.0000,0.0023,10.0240,12.0000
0.0000,0.0014,9.9876,4.0000
0.0014,0.0027,9.9490,4.0000
0.0028,0.0038,9.9584,4.0000
0.0053,0.0053,10.0000,1.0000
0.0029,0.0017,9.9925,6.0000
0.0053,0.0031,9.9875,3.0000
0.0004,0.0017,10.0224,9.0000
0.0000,0.0027,10.0007,8.0000
0.0000,0.0017,9.9811,2.0000
0.0000,0.0020,9.9888,3.0000
0.0107,0.0000,9.9999,2.0000
0.0028,0.0021,9.9998,3.0000
0.0029,0.0024,9.9986,3.0000
0.0035,0.0028,9.9899,3.0000
0.0000,0.0018,10.0069,6.0000
0.0107,0.0029,10.0105,6.0000
0.0029,0.0014,9.9855,1.0000
0.0034,0.0042,9.9827,2.0000
0.0029,0.0036,10.0231,6.0000
0.0000,0.0025,9.9939,4.0000
0.0036,0.0034,9.9849,3.0000
0.0099,0.0010,10.0566,5.0000
0.0036,0.0043,10.0363,3.0000
0.0014,0.0032,10.0000,1.0000
0.0107,0.0006,10.0316,4.0000
0.0036,0.0012,10.0407,6.0000
0.0014,0.0014,10.0000,1.0000
0.0006,0.0011,10.0483,3.0000
0.0014,0.0017,9.9823,4.0000
0.0000,0.0018,9.9905,8.0000
0.0003,0.0051,9.9843,5.0000
0.0018,0.0023,10.0293,5.0000
0.0000,0.0052,9.9718,5.0000
0.0000,0.0024,9.9989,6.0000
0.0000,0.0000,10.0019,2.0000
0.0036,0.0046,10.0241,4.0000
0.0014,0.0044,10.0060,4.0000
0.0003,0.0009,9.9986,5.0000
0.0083,0.0016,10.0773,2.0000
0.0053,0.0046,9.9681,3.0000
0.0029,0.0024,9.9944,2.0000
0.0014,0.0028,9.9813,4.0000
0.0000,0.0025,9.9753,4.0000
0.0000,0.0030,9.9830,4.0000
0.0004,0.0047,10.0000,1.0000
0.0029,0.0052,10.0031,4.0000
0.0003,0.0055,9.8979,6.0000
0.0029,0.0029,10.0002,1.0000
0.0029,0.0013,9.9836,6.0000
0.0032,0.0028,10.0301,4.0000
0.0172,0.0021,10.0239,5.0000
0.0000,0.0022,10.0178,3.0000
0.0053,0.0009,10.0172,3.0000
0.0053,0.0051,10.0157,4.0000
0.0014,0.0051,10.0672,5.0000
0.0003,0.0024,9.9600,3.0000
0.0036,0.0038,9.9882,7.0000
0.0000,0.0019,10.0409,5.0000
0.0029,0.0044,10.0113,5.0000
0.0004,0.0020,9.9755,4.0000
0.0027,0.0026,10.0008,2.0000
0.0036,0.0053,9.9219,4.0000
0.0000,0.0023,10.0217,5.0000
0.0000,0.0021,10.0298,4.0000
0.0014,0.0043,9.9851,6.0000
0.0000,0.0024,10.0443,8.0000
0.0020,0.0015,10.0106,2.0000
0.0000,0.0021,10.0001,3.0000
0.0035,0.0025,9.9731,5.0000
0.0003,0.0025,10.0000,2.0000
0.0035,0.0038,10.0205,5.0000
0.0014,0.0044,9.9777,4.0000
0.0032,0.0016,9.9407,5.0000
0.0000,0.0056,9.9950,4.0000
0.0035,0.0042,9.9457,3.0000
0.0000,0.0015,10.0086,5.0000
0.0027,0.0007,9.9956,3.0000
0.0035,0.0027,9.9792,4.0000
0.0029,0.0029,10.0245,1.0000
0.0000,0.0036,9.9664,6.0000
0.0029,0.0050,10.0212,6.0000
0.0000,0.0000,10.0365,3.0000
0.0035,NaN,0.0000,0.0000
0.0012,0.0021,10.0123,8.0000
0.0004,0.0054,10.0144,3.0000
0.0047,0.0024,9.9963,3.0000
0.0121,0.0019,10.0256,3.0000
0.0000,0.0016,10.0000,4.0000
0.0047,0.0035,10.0304,7.0000
0.0006,0.0033,10.0189,5.0000
0.0006,0.0031,10.0198,4.0000
0.0003,0.0033,10.0447,9.0000
0.0053,0.0055,10.0197,6.0000
0.0000,0.0001,10.0169,3.0000
0.0036,0.0014,9.9305,2.0000
0.0047,0.0003,10.0145,3.0000
0.0000,0.0037,10.0133,3.0000
