gen,mean p,sigma p,max p
821,0.2096,0.1179,0.3364
822,0.2096,0.1179,0.3364
823,0.2096,0.1179,0.3364
824,0.2096,0.1179,0.3364
825,0.2096,0.1179,0.3364
826,0.2096,0.1179,0.3364
827,0.2096,0.1179,0.3364
828,0.2096,0.1179,0.3364
829,0.2096,0.1179,0.3364
830,0.2096,0.1179,0.3364
831,0.2096,0.1179,0.3364
832,0.2096,0.1179,0.3364
833,0.2096,0.1179,0.3364
834,0.2096,0.1179,0.3364
835,0.2096,0.1179,0.3364
836,0.2096,0.1179,0.3364
837,0.2096,0.1179,0.3364
838,0.2096,0.1179,0.3364
839,0.2096,0.1179,0.3364
840,0.2096,0.1179,0.3364
841,0.2096,0.1179,0.3364
842,0.2096,0.1179,0.3364
843,0.2096,0.1179,0.3364
844,0.2096,0.1179,0.3364
845,0.2096,0.1179,0.3364
846,0.2096,0.1179,0.3364
847,0.2096,0.1179,0.3364
848,0.2096,0.1179,0.3364
849,0.2096,0.1179,0.3364
850,0.2096,0.1179,0.3364
851,0.2096,0.1179,0.3364
852,0.2096,0.1179,0.3364
853,0.2096,0.1179,0.3364
854,0.2096,0.1179,0.3364
855,0.2096,0.1179,0.3364
856,0.2096,0.1179,0.3364
857,0.2096,0.1179,0.3364
858,0.2096,0.1179,0.3364
859,0.2096,0.1179,0.3364
860,0.2096,0.1179,0.3364
861,0.2096,0.1179,0.3364
862,0.2096,0.1179,0.3364
863,0.2096,0.1179,0.3364
864,0.2096,0.1179,0.3364
865,0.2096,0.1179,0.3364
866,0.2096,0.1179,0.3364
867,0.2096,0.1179,0.3364
868,0.2096,0.1179,0.3364
869,0.2096,0.1179,0.3364
870,0.2096,0.1179,0.3364
871,0.2096,0.1179,0.3364
872,0.2096,0.1179,0.3364
873,0.2096,0.1179,0.3364
874,0.2096,0.1179,0.3364
875,0.2096,0.1179,0.3364
876,0.2096,0.1179,0.3364
877,0.2096,0.1179,0.3364
878,0.2096,0.1179,0.3364
879,0.2096,0.1179,0.3364
880,0.2096,0.1179,0.3364
881,0.2096,0.1179,0.3364
882,0.2096,0.1179,0.3364
883,0.2096,0.1179,0.3364
884,0.2096,0.1179,0.3364
885,0.2096,0.1179,0.3364
886,0.2096,0.1179,0.3364
887,0.2096,0.1179,0.3364
888,0.2096,0.1179,0.3364
889,0.2096,0.1179,0.3364
890,0.2096,0.1179,0.3364
891,0.2096,0.1179,0.3364
892,0.2096,0.1179,0.3364
893,0.2096,0.1179,0.3364
894,0.2096,0.1179,0.3364
895,0.2096,0.1179,0.3364
896,0.2096,0.1179,0.3364
897,0.2096,0.1179,0.3364
898,0.2096,0.1179,0.3364
899,0.2096,0.1179,0.3364
900,0.2096,0.1179,0.3364
901,0.2096,0.1179,0.3364
902,0.2096,0.1179,0.3364
903,0.2096,0.1179,0.3364
904,0.2096,0.1179,0.3364
905,0.2096,0.1179,0.3364
906,0.2096,0.1179,0.3364
907,0.2096,0.1179,0.3364
908,0.2096,0.1179,0.3364
909,0.2096,0.1179,0.3364
910,0.2096,0.1179,0.3364
911,0.2096,0.1179,0.3364
912,0.2096,0.1179,0.3364
913,0.2096,0.1179,0.3364
914,0.2096,0.1179,0.3364
915,0.2096,0.1179,0.3364
916,0.2096,0.1179,0.3364
917,0.2096,0.1179,0.3364
918,0.2096,0.1179,0.3364
919,0.2096,0.1179,0.3364
920,0.2096,0.1179,0.3364
921,0.2096,0.1179,0.3364
922,0.2096,0.1179,0.3364
923,0.2096,0.1179,0.3364
924,0.2096,0.1179,0.3364
925,0.2096,0.1179,0.3364
926,0.2096,0.1179,0.3364
927,0.2096,0.1179,0.3364
928,0.2096,0.1179,0.3364
929,0.2096,0.1179,0.3364
930,0.2096,0.1179,0.3364
931,0.2096,0.1179,0.3364
932,0.2096,0.1179,0.3364
933,0.2096,0.1179,0.3364
934,0.2096,0.1179,0.3364
935,0.2096,0.1179,0.3364
936,0.2096,0.1179,0.3364
937,0.2096,0.1179,0.3364
938,0.2096,0.1179,0.3364
939,0.2096,0.1179,0.3364
940,0.2096,0.1179,0.3364
941,0.2096,0.1179,0.3364
942,0.2096,0.1179,0.3364
943,0.2096,0.1179,0.3364
944,0.2096,0.1179,0.3364
945,0.2096,0.1179,0.3364
946,0.2096,0.1179,0.3364
947,0.2096,0.1179,0.3364
948,0.2096,0.1179,0.3364
949,0.2096,0.1179,0.3364
950,0.2096,0.1179,0.3364
951,0.2096,0.1179,0.3364
952,0.2096,0.1179,0.3364
953,0.2096,0.1179,0.3364
954,0.2096,0.1179,0.3364
955,0.2096,0.1179,0.3364
956,0.2096,0.1179,0.3364
957,0.2096,0.1179,0.3364
958,0.2096,0.1179,0.3364
959,0.2096,0.1179,0.3364
960,0.2096,0.1179,0.3364
961,0.2096,0.1179,0.3364
962,0.2096,0.1179,0.3364
963,0.2096,0.1179,0.3364
964,0.2096,0.1179,0.3364
965,0.2096,0.1179,0.3364
966,0.2096,0.1179,0.3364
967,0.2096,0.1179,0.3364
968,0.2096,0.1179,0.3364
969,0.2096,0.1179,0.3364
970,0.2096,0.1179,0.3364
971,0.2096,0.1179,0.3364
972,0.2096,0.1179,0.3364
973,0.2096,0.1179,0.3364
974,0.2096,0.1179,0.3364
975,0.2096,0.1179,0.3364
976,0.2096,0.1179,0.3364
977,0.2096,0.1179,0.3364
978,0.2096,0.1179,0.3364
979,0.2096,0.1179,0.3364
980,0.2096,0.1179,0.3364
981,0.2096,0.1179,0.3364
982,0.2096,0.1179,0.3364
983,0.2096,0.1179,0.3364
984,0.2096,0.1179,0.3364
985,0.2096,0.1179,0.3364
986,0.2096,0.1179,0.3364
987,0.2096,0.1179,0.3364
988,0.2096,0.1179,0.3364
989,0.2096,0.1179,0.3364
990,0.2096,0.1179,0.3364
991,0.2096,0.1179,0.3364
992,0.2096,0.1179,0.3364
993,0.2096,0.1179,0.3364
994,0.2096,0.1179,0.3364
995,0.2096,0.1179,0.3364
996,0.2096,0.1179,0.3364
997,0.2096,0.1179,0.3364
998,0.2096,0.1179,0.3364
999,0.2096,0.1179,0.3364
1000,0.2096,0.1179,0.3364
1001,0.2096,0.1179,0.3364
1002,0.2096,0.1179,0.3364
1003,0.2096,0.1179,0.3364
1004,0.2096,0.1179,0.3364
1005,0.2096,0.1179,0.3364
1006,0.2096,0.1179,0.3364
1007,0.2096,0.1179,0.3364
1008,0.2096,0.1179,0.3364
1009,0.2096,0.1179,0.3364
1010,0.2096,0.1179,0.3364
1011,0.2096,0.1179,0.3364
1012,0.2096,0.1179,0.3364
1013,0.2096,0.1179,0.3364
1014,0.2096,0.1179,0.3364
1015,0.2096,0.1179,0.3364
1016,0.2096,0.1179,0.3364
1017,0.2096,0.1179,0.3364
1018,0.2096,0.1179,0.3364
1019,0.2096,0.1179,0.3364
1020,0.2096,0.1179,0.3364
1021,0.2096,0.1179,0.3364
1022,0.2096,0.1179,0.3364
1023,0.2096,0.1179,0.3364
1024,0.2096,0.1179,0.3364
1025,0.2096,0.1179,0.3364
1026,0.2096,0.1179,0.3364
1027,0.2096,0.1179,0.3364
1028,0.2096,0.1179,0.3364
1029,0.2096,0.1179,0.3364
1030,0.2096,0.1179,0.3364
1031,0.2096,0.1179,0.3364
1032,0.2096,0.1179,0.3364
1033,0.2096,0.1179,0.3364
1034,0.2096,0.1179,0.3364
1035,0.2096,0.1179,0.3364
1036,0.2096,0.1179,0.3364
1037,0.2096,0.1179,0.3364
1038,0.2096,0.1179,0.3364
1039,0.2096,0.1179,0.3364
1040,0.2096,0.1179,0.3364
1041,0.2096,0.1179,0.3364
1042,0.2096,0.1179,0.3364
1043,0.2096,0.1179,0.3364
1044,0.2096,0.1179,0.3364
1045,0.2096,0.1179,0.3364
1046,0.2096,0.1179,0.3364
1047,0.2096,0.1179,0.3364
1048,0.2096,0.1179,0.3364
1049,0.2096,0.1179,0.3364
1050,0.2096,0.1179,0.3364
1051,0.2096,0.1179,0.3364
1052,0.2096,0.1179,0.3364
1053,0.2096,0.1179,0.3364
1054,0.2096,0.1179,0.3364
1055,0.2096,0.1179,0.3364
1056,0.2096,0.1179,0.3364
1057,0.2096,0.1179,0.3364
1058,0.2096,0.1179,0.3364
1059,0.2096,0.1179,0.3364
1060,0.2096,0.1179,0.3364
1061,0.2096,0.1179,0.3364
1062,0.2096,0.1179,0.3364
1063,0.2096,0.1179,0.3364
1064,0.2096,0.1179,0.3364
1065,0.2096,0.1179,0.3364
1066,0.2096,0.1179,0.3364
1067,0.2096,0.1179,0.3364
1068,0.2096,0.1179,0.3364
1069,0.2096,0.1179,0.3364
1070,0.2096,0.1179,0.3364
1071,0.2096,0.1179,0.3364
1072,0.2096,0.1179,0.3364
1073,0.2096,0.1179,0.3364
1074,0.2096,0.1179,0.3364
1075,0.2096,0.1179,0.3364
1076,0.2096,0.1179,0.3364
1077,0.2096,0.1179,0.3364
1078,0.2096,0.1179,0.3364
1079,0.2096,0.1179,0.3364
1080,0.2096,0.1179,0.3364
1081,0.2096,0.1179,0.3364
1082,0.2096,0.1179,0.3364
1083,0.2096,0.1179,0.3364
1084,0.2096,0.1179,0.3364
1085,0.2096,0.1179,0.3364
1086,0.2096,0.1179,0.3364
1087,0.2096,0.1179,0.3364
1088,0.2096,0.1179,0.3364
1089,0.2096,0.1179,0.3364
1090,0.2096,0.1179,0.3364
1091,0.2096,0.1179,0.3364
1092,0.2096,0.1179,0.3364
1093,0.2096,0.1179,0.3364
1094,0.2096,0.1179,0.3364
1095,0.2096,0.1179,0.3364
1096,0.2096,0.1179,0.3364
1097,0.2096,0.1179,0.3364
1098,0.2096,0.1179,0.3364
1099,0.2096,0.1179,0.3364
1100,0.2096,0.1179,0.3364
1101,0.2096,0.1179,0.3364
1102,0.2096,0.1179,0.3364
1103,0.2096,0.1179,0.3364
1104,0.2096,0.1179,0.3364
1105,0.2096,0.1179,0.3364
1106,0.2096,0.1179,0.3364
1107,0.2096,0.1179,0.3364
1108,0.2096,0.1179,0.3364
1109,0.2096,0.1179,0.3364
1110,0.2096,0.1179,0.3364
1111,0.2096,0.1179,0.3364
1112,0.2096,0.1179,0.3364
1113,0.2096,0.1179,0.3364
1114,0.2096,0.1179,0.3364
1115,0.2096,0.1179,0.3364
1116,0.2096,0.1179,0.3364
1117,0.2096,0.1179,0.3364
1118,0.2096,0.1179,0.3364
1119,0.2096,0.1179,0.3364
1120,0.2096,0.1179,0.3364
1121,0.2096,0.1179,0.3364
1122,0.2096,0.1179,0.3364
1123,0.2096,0.1179,0.3364
1124,0.2096,0.1179,0.3364
1125,0.2096,0.1179,0.3364
1126,0.2096,0.1179,0.3364
1127,0.2096,0.1179,0.3364
1128,0.2096,0.1179,0.3364
1129,0.2096,0.1179,0.3364
1130,0.2096,0.1179,0.3364
1131,0.2096,0.1179,0.3364
1132,0.2096,0.1179,0.3364
1133,0.2096,0.1179,0.3364
1134,0.2096,0.1179,0.3364
1135,0.2096,0.1179,0.3364
1136,0.2096,0.1179,0.3364
1137,0.2096,0.1179,0.3364
1138,0.2096,0.1179,0.3364
1139,0.2096,0.1179,0.3364
1140,0.2096,0.1179,0.3364
1141,0.2096,0.1179,0.3364
1142,0.2096,0.1179,0.3364
1143,0.2096,0.1179,0.3364
1144,0.2096,0.1179,0.3364
1145,0.2096,0.1179,0.3364
1146,0.2096,0.1179,0.3364
1147,0.2096,0.1179,0.3364
1148,0.2096,0.1179,0.3364
1149,0.2096,0.1179,0.3364
1150,0.2096,0.1179,0.3364
1151,0.2096,0.1179,0.3364
1152,0.2096,0.1179,0.3364
1153,0.2096,0.1179,0.3364
1154,0.2096,0.1179,0.3364
1155,0.2096,0.1179,0.3364
1156,0.2096,0.1179,0.3364
1157,0.2096,0.1179,0.3364
1158,0.2096,0.1179,0.3364
1159,0.2096,0.1179,0.3364
1160,0.2096,0.1179,0.3364
1161,0.2096,0.1179,0.3364
1162,0.2096,0.1179,0.3364
1163,0.2096,0.1179,0.3364
1164,0.2096,0.1179,0.3364
1165,0.2096,0.1179,0.3364
1166,0.2096,0.1179,0.3364
1167,0.2096,0.1179,0.3364
1168,0.2096,0.1179,0.3364
1169,0.2096,0.1179,0.3364
1170,0.2096,0.1179,0.3364
1171,0.2096,0.1179,0.3364
1172,0.2096,0.1179,0.3364
1173,0.2096,0.1179,0.3364
1174,0.2096,0.1179,0.3364
1175,0.2096,0.1179,0.3364
1176,0.2096,0.1179,0.3364
1177,0.2096,0.1179,0.3364
1178,0.2096,0.1179,0.3364
1179,0.2096,0.1179,0.3364
1180,0.2096,0.1179,0.3364
1181,0.2096,0.1179,0.3364
1182,0.2096,0.1179,0.3364
1183,0.2096,0.1179,0.3364
1184,0.2096,0.1179,0.3364
1185,0.2096,0.1179,0.3364
1186,0.2096,0.1179,0.3364
1187,0.2096,0.1179,0.3364
1188,0.2096,0.1179,0.3364
1189,0.2096,0.1179,0.3364
1190,0.2096,0.1179,0.3364
1191,0.2096,0.1179,0.3364
1192,0.2096,0.1179,0.3364
1193,0.2096,0.1179,0.3364
1194,0.2096,0.1179,0.3364
1195,0.2096,0.1179,0.3364
1196,0.2096,0.1179,0.3364
1197,0.2096,0.1179,0.3364
1198,0.2096,0.1179,0.3364
1199,0.2096,0.1179,0.3364
1200,0.2096,0.1179,0.3364
1201,0.2096,0.1179,0.3364
1202,0.2096,0.1179,0.3364
1203,0.2096,0.1179,0.3364
1204,0.2096,0.1179,0.3364
1205,0.2096,0.1179,0.3364
1206,0.2096,0.1179,0.3364
1207,0.2096,0.1179,0.3364
1208,0.2096,0.1179,0.3364
1209,0.2096,0.1179,0.3364
1210,0.2096,0.1179,0.3364
1211,0.2096,0.1179,0.3364
1212,0.2096,0.1179,0.3364
1213,0.2096,0.1179,0.3364
1214,0.2096,0.1179,0.3364
1215,0.2096,0.1179,0.3364
1216,0.2096,0.1179,0.3364
1217,0.2096,0.1179,0.3364
1218,0.2096,0.1179,0.3364
1219,0.2096,0.1179,0.3364
1220,0.2096,0.1179,0.3364
1221,0.2096,0.1179,0.3364
1222,0.2096,0.1179,0.3364
1223,0.2096,0.1179,0.3364
1224,0.2096,0.1179,0.3364
1225,0.2096,0.1179,0.3364
1226,0.2096,0.1179,0.3364
1227,0.2096,0.1179,0.3364
1228,0.2096,0.1179,0.3364
1229,0.2096,0.1179,0.3364
1230,0.2096,0.1179,0.3364
1231,0.2096,0.1179,0.3364
1232,0.2096,0.1179,0.3364
1233,0.2096,0.1179,0.3364
1234,0.2096,0.1179,0.3364
1235,0.2096,0.1179,0.3364
1236,0.2096,0.1179,0.3364
1237,0.2096,0.1179,0.3364
1238,0.2096,0.1179,0.3364
1239,0.2096,0.1179,0.3364
1240,0.2096,0.1179,0.3364
1241,0.2096,0.1179,0.3364
1242,0.2096,0.1179,0.3364
1243,0.2096,0.1179,0.3364
1244,0.2096,0.1179,0.3364
1245,0.2096,0.1179,0.3364
1246,0.2096,0.1179,0.3364
1247,0.2096,0.1179,0.3364
1248,0.2096,0.1179,0.3364
1249,0.2096,0.1179,0.3364
1250,0.2096,0.1179,0.3364
1251,0.2096,0.1179,0.3364
1252,0.2096,0.1179,0.3364
1253,0.2096,0.1179,0.3364
1254,0.2096,0.1179,0.3364
1255,0.2096,0.1179,0.3364
1256,0.2096,0.1179,0.3364
1257,0.2096,0.1179,0.3364
1258,0.2096,0.1179,0.3364
1259,0.2096,0.1179,0.3364
1260,0.2096,0.1179,0.3364
1261,0.2096,0.1179,0.3364
1262,0.2096,0.1179,0.3364
1263,0.2096,0.1179,0.3364
1264,0.2096,0.1179,0.3364
1265,0.2096,0.1179,0.3364
1266,0.2096,0.1179,0.3364
1267,0.2096,0.1179,0.3364
1268,0.2096,0.1179,0.3364
1269,0.2096,0.1179,0.3364
1270,0.2096,0.1179,0.3364
1271,0.2096,0.1179,0.3364
1272,0.2096,0.1179,0.3364
1273,0.2096,0.1179,0.3364
1274,0.2096,0.1179,0.3364
1275,0.2096,0.1179,0.3364
1276,0.2096,0.1179,0.3364
1277,0.2096,0.1179,0.3364
1278,0.2096,0.1179,0.3364
1279,0.2096,0.1179,0.3364
1280,0.2096,0.1179,0.3364
1281,0.2096,0.1179,0.3364
1282,0.2096,0.1179,0.3364
1283,0.2096,0.1179,0.3364
1284,0.2096,0.1179,0.3364
1285,0.2096,0.1179,0.3364
1286,0.2096,0.1179,0.3364
1287,0.2096,0.1179,0.3364
1288,0.2096,0.1179,0.3364
1289,0.2096,0.1179,0.3364
1290,0.2096,0.1179,0.3364
1291,0.2096,0.1179,0.3364
1292,0.2096,0.1179,0.3364
1293,0.2096,0.1179,0.3364
1294,0.2096,0.1179,0.3364
1295,0.2096,0.1179,0.3364
1296,0.2096,0.1179,0.3364
1297,0.2096,0.1179,0.3364
1298,0.2096,0.1179,0.3364
1299,0.2096,0.1179,0.3364
1300,0.2096,0.1179,0.3364
1301,0.2096,0.1179,0.3364
1302,0.2096,0.1179,0.3364
1303,0.2096,0.1179,0.3364
1304,0.2096,0.1179,0.3364
1305,0.2096,0.1179,0.3364
1306,0.2096,0.1179,0.3364
1307,0.2096,0.1179,0.3364
1308,0.2096,0.1179,0.3364
1309,0.2096,0.1179,0.3364
1310,0.2096,0.1179,0.3364
1311,0.2096,0.1179,0.3364
1312,0.2096,0.1179,0.3364
1313,0.2096,0.1179,0.3364
1314,0.2096,0.1179,0.3364
1315,0.2096,0.1179,0.3364
1316,0.2096,0.1179,0.3364
1317,0.2096,0.1179,0.3364
1318,0.2096,0.1179,0.3364
1319,0.2096,0.1179,0.3364
1320,0.2096,0.1179,0.3364
1321,0.2096,0.1179,0.3364
1322,0.2096,0.1179,0.3364
1323,0.2096,0.1179,0.3364
1324,0.2096,0.1179,0.3364
1325,0.2096,0.1179,0.3364
1326,0.2096,0.1179,0.3364
1327,0.2096,0.1179,0.3364
1328,0.2096,0.1179,0.3364
1329,0.2096,0.1179,0.3364
1330,0.2096,0.1179,0.3364
1331,0.2096,0.1179,0.3364
1332,0.2096,0.1179,0.3364
1333,0.2096,0.1179,0.3364
1334,0.2096,0.1179,0.3364
1335,0.2096,0.1179,0.3364
1336,0.2096,0.1179,0.3364
1337,0.2096,0.1179,0.3364
1338,0.2096,0.1179,0.3364
1339,0.2096,0.1179,0.3364
1340,0.2096,0.1179,0.3364
1341,0.2096,0.1179,0.3364
1342,0.2096,0.1179,0.3364
1343,0.2096,0.1179,0.3364
1344,0.2096,0.1179,0.3364
1345,0.2096,0.1179,0.3364
1346,0.2096,0.1179,0.3364
1347,0.2096,0.1179,0.3364
1348,0.2096,0.1179,0.3364
1349,0.2096,0.1179,0.3364
1350,0.2096,0.1179,0.3364
1351,0.2096,0.1179,0.3364
1352,0.2096,0.1179,0.3364
1353,0.2096,0.1179,0.3364
1354,0.2096,0.1179,0.3364
1355,0.2096,0.1179,0.3364
1356,0.2096,0.1179,0.3364
1357,0.2096,0.1179,0.3364
1358,0.2096,0.1179,0.3364
1359,0.2096,0.1179,0.3364
1360,0.2096,0.1179,0.3364
1361,0.2097,0.1179,0.3364
1362,0.2097,0.1179,0.3364
1363,0.2097,0.1179,0.3364
1364,0.2097,0.1179,0.3364
1365,0.2097,0.1179,0.3364
1366,0.2097,0.1179,0.3364
1367,0.2097,0.1179,0.3364
1368,0.2097,0.1179,0.3364
1369,0.2097,0.1179,0.3364
1370,0.2097,0.1179,0.3364
1371,0.2097,0.1179,0.3364
1372,0.2097,0.1179,0.3364
1373,0.2097,0.1179,0.3364
1374,0.2097,0.1179,0.3364
1375,0.2097,0.1179,0.3364
1376,0.2097,0.1179,0.3364
1377,0.2097,0.1179,0.3364
1378,0.2097,0.1179,0.3364
1379,0.2097,0.1179,0.3364
1380,0.2097,0.1179,0.3364
1381,0.2097,0.1179,0.3364
1382,0.2097,0.1179,0.3364
1383,0.2097,0.1179,0.3364
1384,0.2097,0.1179,0.3364
1385,0.2097,0.1179,0.3364
1386,0.2097,0.1179,0.3364
1387,0.2097,0.1179,0.3364
1388,0.2097,0.1179,0.3364
1389,0.2097,0.1179,0.3364
1390,0.2097,0.1179,0.3364
1391,0.2097,0.1179,0.3364
1392,0.2097,0.1179,0.3364
1393,0.2097,0.1179,0.3364
1394,0.2097,0.1179,0.3364
1395,0.2097,0.1179,0.3364
1396,0.2097,0.1179,0.3364
1397,0.2097,0.1179,0.3364
1398,0.2097,0.1179,0.3364
1399,0.2097,0.1179,0.3364
1400,0.2097,0.1179,0.3364
1401,0.2097,0.1179,0.3364
1402,0.2097,0.1179,0.3364
1403,0.2097,0.1179,0.3364
1404,0.2097,0.1179,0.3364
1405,0.2097,0.1179,0.3364
1406,0.2097,0.1179,0.3364
1407,0.2097,0.1179,0.3364
1408,0.2097,0.1179,0.3364
1409,0.2097,0.1179,0.3364
1410,0.2097,0.1179,0.3364
1411,0.2097,0.1179,0.3364
1412,0.2097,0.1179,0.3364
1413,0.2097,0.1179,0.3364
1414,0.2097,0.1179,0.3364
1415,0.2097,0.1179,0.3364
1416,0.2097,0.1179,0.3364
1417,0.2097,0.1179,0.3364
1418,0.2097,0.1179,0.3364
1419,0.2097,0.1179,0.3364
1420,0.2097,0.1179,0.3364
1421,0.2097,0.1179,0.3364
1422,0.2097,0.1179,0.3364
1423,0.2097,0.1179,0.3364
1424,0.2097,0.1179,0.3364
1425,0.2097,0.1179,0.3364
1426,0.2097,0.1179,0.3364
1427,0.2097,0.1179,0.3364
1428,0.2097,0.1179,0.3364
1429,0.2097,0.1179,0.3364
1430,0.2097,0.1179,0.3364
1431,0.2097,0.1179,0.3364
1432,0.2097,0.1179,0.3364
1433,0.2097,0.1179,0.3364
1434,0.2097,0.1179,0.3364
1435,0.2097,0.1179,0.3364
1436,0.2097,0.1179,0.3364
1437,0.2097,0.1179,0.3364
1438,0.2097,0.1179,0.3364
1439,0.2097,0.1179,0.3364
1440,0.2097,0.1179,0.3364
1441,0.2097,0.1179,0.3364
1442,0.2097,0.1179,0.3364
1443,0.2097,0.1179,0.3364
1444,0.2097,0.1179,0.3364
1445,0.2097,0.1179,0.3364
1446,0.2097,0.1179,0.3364
1447,0.2097,0.1179,0.3364
1448,0.2097,0.1179,0.3364
1449,0.2097,0.1179,0.3364
1450,0.2097,0.1179,0.3364
1451,0.2097,0.1179,0.3364
1452,0.2097,0.1179,0.3364
1453,0.2097,0.1179,0.3364
1454,0.2097,0.1179,0.3364
1455,0.2097,0.1179,0.3364
1456,0.2097,0.1179,0.3364
1457,0.2097,0.1179,0.3364
1458,0.2097,0.1179,0.3364
1459,0.2097,0.1179,0.3364
1460,0.2097,0.1179,0.3364
1461,0.2097,0.1179,0.3364
1462,0.2097,0.1179,0.3364
1463,0.2097,0.1179,0.3364
1464,0.2097,0.1179,0.3364
1465,0.2097,0.1179,0.3364
1466,0.2097,0.1179,0.3364
1467,0.2097,0.1179,0.3364
1468,0.2097,0.1179,0.3364
1469,0.2097,0.1179,0.3364
1470,0.2097,0.1179,0.3364
1471,0.2097,0.1179,0.3364
1472,0.2097,0.1179,0.3364
1473,0.2097,0.1179,0.3364
1474,0.2097,0.1179,0.3364
1475,0.2097,0.1179,0.3364
1476,0.2097,0.1179,0.3364
1477,0.2097,0.1179,0.3364
1478,0.2097,0.1179,0.3364
1479,0.2097,0.1179,0.3364
1480,0.2097,0.1179,0.3364
1481,0.2097,0.1179,0.3364
1482,0.2097,0.1179,0.3364
1483,0.2097,0.1179,0.3364
1484,0.2097,0.1179,0.3364
1485,0.2097,0.1179,0.3364
1486,0.2097,0.1179,0.3364
1487,0.2097,0.1179,0.3364
1488,0.2097,0.1179,0.3364
1489,0.2097,0.1179,0.3364
1490,0.2097,0.1179,0.3364
1491,0.2097,0.1179,0.3364
1492,0.2097,0.1179,0.3364
1493,0.2097,0.1179,0.3364
1494,0.2097,0.1179,0.3364
1495,0.2097,0.1179,0.3364
1496,0.2097,0.1179,0.3364
1497,0.2097,0.1179,0.3364
1498,0.2097,0.1179,0.3364
1499,0.2097,0.1179,0.3364
1500,0.2097,0.1179,0.3364
1501,0.2097,0.1179,0.3364
1502,0.2097,0.1179,0.3364
1503,0.2097,0.1179,0.3364
1504,0.2097,0.1179,0.3364
1505,0.2097,0.1179,0.3364
1506,0.2097,0.1179,0.3364
1507,0.2097,0.1179,0.3364
1508,0.2097,0.1179,0.3364
1509,0.2097,0.1179,0.3364
1510,0.2097,0.1179,0.3364
1511,0.2097,0.1179,0.3364
1512,0.2097,0.1179,0.3364
1513,0.2097,0.1179,0.3364
1514,0.2097,0.1179,0.3364
1515,0.2097,0.1179,0.3364
1516,0.2097,0.1179,0.3364
1517,0.2097,0.1179,0.3364
1518,0.2097,0.1179,0.3364
1519,0.2097,0.1179,0.3364
1520,0.2097,0.1179,0.3364
1521,0.2097,0.1179,0.3364
1522,0.2097,0.1179,0.3364
1523,0.2097,0.1179,0.3364
1524,0.2097,0.1179,0.3364
1525,0.2097,0.1179,0.3364
1526,0.2097,0.1179,0.3364
1527,0.2097,0.1179,0.3364
1528,0.2097,0.1179,0.3364
1529,0.2097,0.1179,0.3364
1530,0.2097,0.1179,0.3364
1531,0.2097,0.1179,0.3364
1532,0.2097,0.1179,0.3364
1533,0.2097,0.1179,0.3364
1534,0.2097,0.1179,0.3364
1535,0.2097,0.1179,0.3364
1536,0.2097,0.1179,0.3364
1537,0.2097,0.1179,0.3364
1538,0.2097,0.1179,0.3364
1539,0.2097,0.1179,0.3364
1540,0.2097,0.1179,0.3364
1541,0.2097,0.1179,0.3364
1542,0.2097,0.1179,0.3364
1543,0.2097,0.1179,0.3364
1544,0.2097,0.1179,0.3364
1545,0.2097,0.1179,0.3364
1546,0.2097,0.1179,0.3364
1547,0.2097,0.1179,0.3364
1548,0.2097,0.1179,0.3364
1549,0.2097,0.1179,0.3364
1550,0.2097,0.1179,0.3364
1551,0.2097,0.1179,0.3364
1552,0.2097,0.1179,0.3364
1553,0.2097,0.1179,0.3364
1554,0.2097,0.1179,0.3364
1555,0.2097,0.1179,0.3364
1556,0.2097,0.1179,0.3364
1557,0.2097,0.1179,0.3364
1558,0.2097,0.1179,0.3364
1559,0.2097,0.1179,0.3364
1560,0.2097,0.1179,0.3364
1561,0.2097,0.1179,0.3364
1562,0.2097,0.1179,0.3364
1563,0.2097,0.1179,0.3364
1564,0.2097,0.1179,0.3364
1565,0.2097,0.1179,0.3364
1566,0.2097,0.1179,0.3364
1567,0.2097,0.1179,0.3364
1568,0.2097,0.1179,0.3364
1569,0.2097,0.1179,0.3364
1570,0.2097,0.1179,0.3364
1571,0.2097,0.1179,0.3364
1572,0.2097,0.1179,0.3364
1573,0.2097,0.1179,0.3364
1574,0.2097,0.1179,0.3364
1575,0.2097,0.1179,0.3364
1576,0.2097,0.1179,0.3364
1577,0.2097,0.1179,0.3364
1578,0.2097,0.1179,0.3364
1579,0.2097,0.1179,0.3364
1580,0.2097,0.1179,0.3364
1581,0.2097,0.1179,0.3364
1582,0.2097,0.1179,0.3364
1583,0.2097,0.1179,0.3364
1584,0.2097,0.1179,0.3364
1585,0.2097,0.1179,0.3364
1586,0.2097,0.1179,0.3364
1587,0.2097,0.1179,0.3364
1588,0.2097,0.1179,0.3364
1589,0.2097,0.1179,0.3364
1590,0.2097,0.1179,0.3364
1591,0.2097,0.1179,0.3364
1592,0.2097,0.1179,0.3364
1593,0.2097,0.1179,0.3364
1594,0.2097,0.1179,0.3364
1595,0.2097,0.1179,0.3364
1596,0.2097,0.1179,0.3364
1597,0.2097,0.1179,0.3364
1598,0.2097,0.1179,0.3364
1599,0.2097,0.1179,0.3364
1600,0.2097,0.1179,0.3364
1601,0.2097,0.1179,0.3364
1602,0.2097,0.1179,0.3364
1603,0.2097,0.1179,0.3364
1604,0.2097,0.1179,0.3364
1605,0.2097,0.1179,0.3364
1606,0.2097,0.1179,0.3364
