p,mean p omega,u,deg
0.9616,0.5820,13.7963,1.0000
0.6597,0.9778,7.6510,2.0000
0.9801,0.8866,9.9934,3.0000
0.9647,0.3087,11.2063,2.0000
0.9104,0.7510,10.4652,2.0000
0.8281,0.8922,8.4643,4.0000
0.7137,NaN,0.0000,0.0000
0.9644,0.8128,8.9486,4.0000
0.7101,0.9530,7.5587,5.0000
0.9637,0.5712,16.2368,4.0000
0.7846,0.9019,9.2076,9.0000
0.9718,0.9464,9.9750,4.0000
0.6621,0.7269,16.3066,3.0000
0.8281,0.7823,10.9060,3.0000
0.8449,0.8552,9.5455,4.0000
0.9801,0.7090,16.3510,5.0000
0.8740,0.9287,8.9315,6.0000
0.3087,0.7530,8.8925,4.0000
0.6225,0.9594,8.3481,4.0000
0.8094,0.9247,9.9271,6.0000
0.8449,0.8739,9.6224,5.0000
0.9545,0.9630,9.9311,4.0000
0.9801,0.7759,9.9201,5.0000
0.8260,0.9068,10.7065,4.0000
0.9629,0.9082,11.9087,4.0000
0.9801,0.7705,6.7234,4.0000
0.8742,0.8588,8.5563,3.0000
0.9801,0.6766,8.6589,4.0000
0.8307,0.9270,13.1300,6.0000
0.9801,0.7517,9.3718,4.0000
0.9515,0.4778,7.0046,3.0000
0.9312,0.9547,9.1323,5.0000
0.9637,0.9723,9.6524,2.0000
0.9686,0.6791,11.3314,2.0000
0.3003,0.8888,7.8232,3.0000
0.9867,0.7698,12.0462,2.0000
0.9801,0.9327,9.7866,10.0000
0.9936,0.9368,9.5337,5.0000
0.7846,0.6444,8.3465,2.0000
0.9190,0.8818,8.9121,7.0000
0.7463,0.8291,9.0390,5.0000
0.8177,0.9454,10.0202,6.0000
0.9801,0.8880,9.9650,10.0000
0.8747,0.9723,8.9464,2.0000
0.8499,0.9294,10.1007,6.0000
0.9801,0.9310,9.0357,4.0000
0.9637,0.9701,9.9782,5.0000
0.9629,0.6309,10.2281,6.0000
0.9867,0.9055,9.0751,6.0000
0.6959,0.7944,8.1962,5.0000
0.9732,0.9613,9.0231,4.0000
0.7481,0.9362,7.2658,5.0000
0.8987,0.8622,10.0497,2.0000
0.9801,0.7746,15.8963,3.0000
0.7616,0.9480,10.3876,4.0000
0.6373,0.8642,7.9650,7.0000
0.9801,0.9750,9.6785,3.0000
0.9855,0.9767,13.1580,4.0000
0.9637,0.9080,9.1748,4.0000
0.9781,0.9125,9.6414,2.0000
0.9801,0.8829,10.4691,5.0000
0.6621,0.8989,6.8205,2.0000
0.9801,0.8500,11.2984,5.0000
0.9104,0.7459,11.5945,3.0000
0.9801,0.9801,10.0000,3.0000
0.9611,0.9685,9.0767,5.0000
0.6621,0.9599,9.4394,3.0000
0.9637,0.9383,9.2036,4.0000
0.9801,0.9572,10.0020,2.0000
0.8499,0.9779,9.5174,4.0000
0.2505,0.8663,4.4601,3.0000
0.9644,0.9271,9.7704,4.0000
0.9293,0.8801,7.9974,2.0000
0.9822,0.9270,9.9070,3.0000
0.9781,0.9227,9.6052,6.0000
0.3790,0.9254,3.8900,3.0000
0.9293,0.8283,9.5834,6.0000
0.8281,0.8823,8.4792,2.0000
0.9867,0.9216,10.0155,4.0000
0.9513,0.9188,10.3611,7.0000
0.9801,0.8867,15.4724,4.0000
0.6738,0.9415,7.7382,8.0000
0.8150,0.9010,10.4517,5.0000
0.9801,0.9690,9.3088,3.0000
0.8260,0.6259,10.7812,2.0000
0.9781,0.6738,13.0428,1.0000
0.9936,0.8412,10.3900,3.0000
0.6597,0.9468,8.2501,2.0000
0.7249,0.8819,10.0455,5.0000
0.9801,0.9739,9.5055,2.0000
0.9718,0.8769,8.7830,4.0000
0.7616,0.7243,12.5597,7.0000
0.9801,0.9763,9.9131,3.0000
0.9770,0.8446,11.2157,4.0000
0.9127,0.9206,10.2660,5.0000
0.9781,0.8989,9.8958,6.0000
0.5814,NaN,0.0000,0.0000
0.6738,NaN,0.0000,0.0000
0.8150,0.6885,12.4534,6.0000
0.9647,0.9280,10.2275,6.0000
0.9833,0.7792,9.9842,5.0000
0.8348,0.9489,9.8063,6.0000
0.7846,0.9431,8.5866,5.0000
0.9644,0.9010,10.9127,4.0000
0.8449,0.7937,12.3308,6.0000
0.7463,0.9174,8.5047,6.0000
0.6959,0.9780,9.4902,4.0000
0.9104,0.6900,16.4045,4.0000
0.8260,0.8291,9.2706,3.0000
0.9801,0.9094,6.3780,6.0000
0.9809,0.8933,10.2695,4.0000
0.8279,0.6738,8.6349,1.0000
0.9104,0.9166,11.0967,5.0000
0.9801,0.9300,9.5146,6.0000
0.9801,0.9734,8.4169,4.0000
0.8260,0.9469,9.4854,4.0000
0.8094,0.9882,9.1880,5.0000
0.7249,0.3766,13.4837,1.0000
0.9644,0.9634,9.2505,2.0000
0.9293,0.8146,11.2955,8.0000
0.8150,0.9700,8.4501,5.0000
0.9801,0.9634,10.1328,7.0000
0.1617,0.7942,10.3964,3.0000
0.9779,0.9617,9.2164,7.0000
0.3087,0.9722,13.0809,3.0000
0.3773,0.9297,14.1624,7.0000
0.8260,0.8477,9.4296,5.0000
0.3844,0.6679,7.1055,1.0000
0.6557,0.9433,7.7342,3.0000
0.9637,0.9801,9.7010,1.0000
0.9801,0.8884,10.0295,6.0000
0.6621,0.6597,11.6855,2.0000
0.8449,0.9662,9.6370,2.0000
0.5820,0.6484,14.0056,4.0000
0.8736,0.8986,9.7493,5.0000
0.7481,0.8961,8.8410,3.0000
0.8279,0.9713,8.8308,3.0000
0.9515,0.8363,11.6054,7.0000
0.3766,0.8748,10.4103,5.0000
0.9104,0.8656,8.4484,3.0000
0.8252,0.8092,10.4913,4.0000
0.9855,0.8791,10.0923,7.0000
0.7871,NaN,0.0000,0.0000
0.7520,0.8733,9.0190,7.0000
0.9547,0.9556,7.8546,2.0000
0.9801,0.9606,9.8981,3.0000
0.9644,0.6597,0.0000,1.0000
0.8260,0.7369,10.0730,5.0000
0.9801,0.7663,6.2784,5.0000
0.9867,0.9762,15.7492,4.0000
0.9190,0.9149,9.2085,4.0000
0.9936,0.8883,8.3140,4.0000
0.9826,0.9194,9.7719,5.0000
0.9809,0.8907,8.7361,6.0000
0.9190,0.8740,10.2581,4.0000
0.9801,0.8835,9.6704,4.0000
0.6872,0.9064,7.2446,5.0000
0.9779,0.7588,9.4549,4.0000
0.7481,0.9403,8.1508,2.0000
0.7481,0.8694,10.4289,6.0000
0.8736,0.9459,9.3520,2.0000
0.9522,0.7414,10.5048,5.0000
0.9801,0.8936,9.6489,7.0000
0.9293,0.8063,9.9650,2.0000
0.6621,0.4257,13.5345,3.0000
0.9515,0.9764,9.3226,2.0000
0.9428,0.7909,9.4591,8.0000
0.9513,0.8514,8.6788,7.0000
0.9936,0.8669,11.2667,1.0000
0.6738,0.8075,8.8604,6.0000
0.9312,0.9189,9.4841,8.0000
0.9104,0.9013,9.5922,9.0000
0.9783,0.9341,9.6508,5.0000
0.8252,0.9513,8.4512,1.0000
0.9647,0.7302,11.8615,6.0000
0.9801,0.8749,10.1136,3.0000
0.9801,0.9198,8.7857,6.0000
0.9647,0.9696,9.0288,3.0000
0.7249,0.8870,9.3071,5.0000
0.9104,0.9682,9.6729,2.0000
0.9616,0.8135,10.3848,3.0000
0.7846,0.9698,9.5649,4.0000
0.9515,0.9173,10.0341,7.0000
0.9647,0.9087,9.9827,4.0000
0.0144,0.7464,13.1933,5.0000
0.6259,0.9647,6.6119,1.0000
0.9826,0.8563,9.9034,2.0000
0.9190,0.9731,7.9226,4.0000
0.7249,0.9121,10.6375,6.0000
0.9869,0.9867,10.7650,1.0000
0.9801,0.8854,9.3443,6.0000
0.8449,0.7323,8.6002,4.0000
0.9140,0.8708,9.6216,5.0000
0.9629,0.8077,9.9686,6.0000
0.6156,0.7945,9.0226,3.0000
0.9312,0.9376,10.6237,4.0000
0.8736,0.8358,8.7773,3.0000
0.7846,0.7047,9.7515,4.0000
0.8150,0.9300,9.4365,3.0000
0.8348,0.5342,15.6198,7.0000
0.9779,0.8404,10.9856,7.0000
0.9783,0.9686,9.3400,4.0000
0.9647,0.8846,10.1654,6.0000
0.8499,0.7825,10.2355,4.0000
0.9190,0.7297,9.6558,4.0000
0.9735,0.7867,9.4621,7.0000
0.9644,0.9790,8.3822,2.0000
0.9647,0.7398,11.5762,7.0000
0.9513,0.6933,12.8728,5.0000
0.9468,0.6474,10.3638,2.0000
0.9233,0.7560,11.1162,7.0000
0.9801,0.8207,11.8428,3.0000
0.9855,0.7879,9.5413,5.0000
0.9515,0.7504,12.9562,4.0000
0.8467,0.7088,11.9823,3.0000
0.9513,0.7871,11.4786,5.0000
0.9637,0.8499,9.9183,1.0000
0.3766,0.7544,9.0125,2.0000
0.9801,0.9519,9.5514,4.0000
0.9801,0.9118,10.0395,6.0000
0.9513,0.8511,8.5582,3.0000
0.6225,0.9654,9.0488,6.0000
0.7434,0.8828,7.2159,5.0000
0.9855,0.4778,15.0261,3.0000
0.5933,NaN,0.0000,0.0000
0.9545,0.8971,9.1660,4.0000
0.6225,0.8557,7.1890,4.0000
0.9779,0.9596,9.6293,2.0000
0.9629,0.9705,7.4156,3.0000
0.9104,0.9707,9.8606,5.0000
0.9781,0.9156,9.8394,4.0000
0.9801,0.6070,10.7680,4.0000
0.9801,0.8465,11.1565,5.0000
0.9127,0.8887,9.4205,8.0000
0.8279,0.5991,15.3894,6.0000
0.6597,0.7170,11.3367,5.0000
0.9801,0.8796,10.6089,6.0000
0.6793,0.3002,13.7904,1.0000
0.9253,0.9476,9.7736,5.0000
0.9801,0.3773,10.9834,1.0000
0.8252,0.8524,9.4945,3.0000
0.9899,0.8244,8.8027,5.0000
0.8279,0.8897,10.8535,2.0000
0.9867,0.7983,11.0588,5.0000
0.9647,0.8867,9.6861,4.0000
0.9855,0.5335,14.7169,3.0000
0.9801,0.9315,9.2782,8.0000
0.9779,0.9431,10.2636,5.0000
0.6738,0.7178,17.4963,7.0000
0.3844,0.8684,5.4917,3.0000
0.7846,0.9782,9.1416,5.0000
0.9647,0.8128,12.2590,4.0000
0.9204,0.9383,9.8318,3.0000
0.8252,0.9260,8.3216,3.0000
0.9936,0.8649,9.7685,7.0000
0.9513,0.7566,10.7837,7.0000
0.9644,0.9683,8.1157,7.0000
0.6959,0.6516,14.5980,7.0000
0.9647,0.7095,12.9110,3.0000
0.8279,NaN,11.5215,0.0000
0.9801,0.6840,13.5934,4.0000
0.9719,0.8525,11.0345,5.0000
0.9468,0.8113,9.0490,7.0000
0.9899,0.7650,7.4067,4.0000
0.6738,0.7486,14.2519,5.0000
0.7249,0.8249,9.1290,4.0000
0.9855,0.8096,9.6389,4.0000
0.8150,0.8802,10.3480,6.0000
0.9644,0.9040,9.8134,4.0000
0.8499,0.9623,8.4022,6.0000
0.9647,0.7408,11.1033,3.0000
0.6621,0.9785,7.7855,6.0000
0.5814,0.9228,8.2377,4.0000
0.9781,0.8383,11.8678,7.0000
0.9822,0.5325,16.2443,3.0000
0.9801,0.8043,9.9910,3.0000
0.8375,0.9226,8.2924,4.0000
0.7871,0.8652,8.3578,2.0000
0.9629,0.8947,10.1699,2.0000
0.9629,0.8408,11.1710,2.0000
0.9900,0.9826,7.6468,3.0000
0.9647,0.9725,9.6623,6.0000
0.8260,0.9088,9.2628,3.0000
0.9513,0.9331,8.5963,6.0000
0.5820,0.8373,8.0364,4.0000
0.8449,0.9382,9.2986,4.0000
0.3087,0.9301,6.2557,8.0000
0.9647,0.8692,8.6352,5.0000
0.9558,0.9090,8.5441,5.0000
0.9781,0.5461,16.3041,3.0000
0.7846,0.9352,9.5893,5.0000
0.9606,0.8760,8.8762,4.0000
0.9312,0.9602,7.8988,5.0000
0.8449,0.9316,9.2249,6.0000
0.9644,0.9124,10.1975,4.0000
0.9801,0.9790,6.8354,6.0000
0.8150,0.9695,9.6476,3.0000
0.9513,0.9007,8.5362,6.0000
0.6259,0.8871,8.1278,4.0000
0.5814,0.7687,11.9552,8.0000
0.9293,0.9601,8.5371,6.0000
0.9629,0.7764,9.3141,3.0000
0.9801,0.8254,7.1519,7.0000
0.9801,0.9832,8.7810,2.0000
0.9629,0.9172,9.2939,4.0000
0.9468,0.7150,11.5422,4.0000
0.8348,0.9654,9.0356,4.0000
0.3773,0.8556,7.9759,4.0000
0.8449,NaN,11.1877,0.0000
0.9801,0.1617,12.4146,1.0000
0.9629,0.8269,10.0362,2.0000
0.9855,0.9644,10.2105,1.0000
0.3087,0.8886,8.7577,7.0000
0.7616,0.7143,15.6364,5.0000
0.9729,0.9520,9.9936,6.0000
0.9856,0.8281,10.3154,1.0000
0.9629,0.9224,10.8032,6.0000
0.8260,0.9757,8.8941,3.0000
0.8150,0.7139,8.4224,4.0000
0.9190,0.6892,12.3835,4.0000
0.9029,0.9737,9.6481,3.0000
0.9801,0.9389,11.1249,5.0000
0.7786,0.8307,9.1167,1.0000
0.9637,0.8350,11.1736,7.0000
0.8747,0.9387,7.4647,4.0000
0.6738,0.8569,10.0988,2.0000
0.5814,0.9274,7.6441,6.0000
0.7568,0.8527,10.0764,3.0000
0.7481,0.8449,10.1612,1.0000
0.4821,0.9190,6.6431,1.0000
0.9855,0.8458,10.5311,7.0000
0.9644,0.9461,11.2281,6.0000
0.9779,0.9121,10.1559,6.0000
0.9735,0.9485,9.3629,6.0000
0.9801,0.9641,9.9955,4.0000
0.8499,0.8260,9.8764,1.0000
0.6225,0.7354,8.9799,2.0000
0.6597,0.8849,9.5185,6.0000
0.9801,0.9719,16.7141,1.0000
0.9900,0.8494,10.1881,3.0000
0.7871,0.9764,7.5437,3.0000
0.9781,0.6525,14.3608,5.0000
0.9719,0.6395,13.9576,4.0000
0.9783,0.9173,10.7146,4.0000
0.9801,0.9324,8.3487,5.0000
0.6738,0.9336,12.5444,2.0000
0.9855,0.6415,10.8678,2.0000
0.8800,0.9091,13.8899,3.0000
0.8299,0.9223,9.5191,3.0000
0.9647,0.9739,9.8581,5.0000
0.9770,0.8637,10.0306,2.0000
0.9515,0.9746,9.9634,3.0000
0.9312,0.9347,9.2385,4.0000
0.9513,0.8768,9.5549,4.0000
0.7137,0.9015,8.3326,7.0000
0.9867,0.7890,9.3821,2.0000
0.6872,0.9616,11.0579,1.0000
0.9513,0.9278,8.1934,5.0000
0.9644,0.8568,10.9299,10.0000
0.9801,0.9183,9.9278,4.0000
0.7463,0.9028,9.4349,6.0000
0.7871,0.7302,14.3878,4.0000
0.8499,0.7470,10.9792,2.0000
0.9468,0.8996,9.2371,5.0000
0.6621,0.7180,11.3289,6.0000
0.9781,0.8810,11.0425,4.0000
0.6738,0.9342,9.3082,2.0000
0.9801,0.8582,10.2735,4.0000
0.9801,0.7522,10.6833,4.0000
0.9515,0.8126,9.0378,6.0000
0.8499,0.8872,9.5384,9.0000
0.9644,0.9773,9.7443,2.0000
0.8736,0.7480,11.9593,2.0000
0.1617,0.8896,8.7087,4.0000
0.6959,0.8736,8.2237,1.0000
0.6225,0.8449,8.4043,2.0000
0.9629,0.9419,9.0788,6.0000
0.9719,0.9104,8.1452,1.0000
0.9515,0.9597,10.3517,5.0000
0.9545,0.8406,9.4096,5.0000
0.9104,0.9773,9.6651,3.0000
0.9856,0.9654,10.1339,5.0000
0.9801,0.7847,10.0896,4.0000
0.7481,0.8125,12.0624,6.0000
0.9513,0.9285,7.9155,5.0000
0.9867,0.9719,10.9493,2.0000
0.1617,0.9515,8.0443,3.0000
0.9739,0.9639,8.7848,6.0000
0.9801,0.9738,8.9321,3.0000
0.6259,0.9282,9.2995,6.0000
0.9647,0.9494,9.8966,5.0000
0.9801,0.9090,9.9621,4.0000
0.6597,0.9460,7.0981,6.0000
0.9513,0.8370,9.8561,2.0000
0.6259,0.9632,9.4803,3.0000
0.8279,0.7599,12.9389,3.0000
0.6259,0.9485,9.0395,4.0000
0.9587,0.9789,6.8418,4.0000
0.6679,0.7196,8.6975,4.0000
0.4821,0.7951,8.5947,4.0000
0.9293,0.9791,8.6853,5.0000
0.8279,0.9724,9.2492,2.0000
0.9801,0.8826,10.3387,5.0000
0.9199,0.9423,9.7814,2.0000
0.9801,0.9821,0.0000,1.0000
0.8499,0.8850,11.2939,2.0000
0.7498,0.9735,7.6234,3.0000
0.7871,0.9712,8.8951,2.0000
0.9936,0.9056,10.1488,3.0000
0.9869,0.9867,10.0021,2.0000
0.8449,0.8650,8.2845,5.0000
