p,mean p omega,u,deg
0.0014,0.0294,9.5574,6.0000
0.0280,0.0014,10.3939,3.0000
0.0014,0.0357,9.9336,4.0000
0.0280,0.0484,10.0134,4.0000
0.1850,0.0659,11.1515,5.0000
0.0280,0.0059,9.7981,4.0000
0.0035,0.0203,10.5267,4.0000
0.0016,0.0260,8.8652,4.0000
0.0032,0.0061,10.9581,5.0000
0.0032,0.0555,9.6313,3.0000
0.0457,0.0371,9.2596,6.0000
0.1214,0.0333,10.3352,2.0000
0.0208,0.0474,9.9750,4.0000
0.0208,0.0199,10.4260,4.0000
0.0173,0.0517,9.3985,5.0000
0.0173,0.0413,10.4466,4.0000
0.0173,0.0448,10.0000,3.0000
0.0173,0.0328,9.6734,5.0000
0.0173,0.0139,10.1525,3.0000
0.1044,0.0877,7.0959,5.0000
0.0957,0.0825,10.4204,3.0000
0.0244,0.0511,10.4524,6.0000
0.0710,0.0311,10.1237,2.0000
0.0593,0.0671,9.7604,3.0000
0.1056,0.0507,9.8107,3.0000
0.0667,0.1083,9.2746,3.0000
0.0685,0.0471,9.8001,4.0000
0.1916,0.0701,10.9859,3.0000
0.0195,0.0316,10.1168,3.0000
0.0559,0.0572,9.8848,7.0000
0.0631,0.0498,9.9452,4.0000
0.0545,0.0421,9.9655,3.0000
0.0545,0.0313,9.7711,4.0000
0.0053,0.0158,9.6344,4.0000
0.0053,0.0488,9.7903,5.0000
0.0409,0.0188,10.1564,5.0000
0.0053,0.0373,10.0688,3.0000
0.0249,0.0419,9.5766,5.0000
0.0107,0.0133,10.2466,2.0000
0.0107,0.0179,9.7797,4.0000
0.0107,0.0644,9.8607,5.0000
0.0107,0.0453,10.1968,6.0000
0.0167,0.0142,9.9285,4.0000
0.0369,0.0156,9.9553,2.0000
0.0032,0.0270,9.9005,4.0000
0.0032,0.0278,10.3390,5.0000
0.0790,0.0203,10.3143,4.0000
0.0357,0.0526,10.2900,4.0000
0.0032,0.0820,9.2473,4.0000
0.1176,0.0484,9.8214,5.0000
0.0208,0.0641,10.8248,6.0000
0.0280,0.0605,10.0000,6.0000
0.0208,0.0423,10.0000,4.0000
0.0208,0.0208,10.1976,3.0000
0.0208,0.0807,10.6201,7.0000
0.0998,0.0612,9.5118,5.0000
0.0998,0.0925,10.5711,5.0000
0.0806,0.0573,9.9745,4.0000
0.0254,0.0597,9.7181,4.0000
0.1187,0.1139,10.4703,3.0000
0.1187,0.0673,9.9075,5.0000
0.0014,0.0299,10.5482,5.0000
0.0029,0.0521,9.4758,4.0000
0.0402,0.0865,10.0043,2.0000
0.0029,0.0914,9.2817,5.0000
0.0667,0.0398,10.3299,4.0000
0.0861,0.0862,9.7091,4.0000
0.0279,0.0279,10.1293,1.0000
0.0195,0.0353,10.0536,6.0000
0.0667,0.0462,9.8661,3.0000
0.0631,0.0430,10.0664,6.0000
0.0643,0.0543,10.7666,4.0000
0.0545,0.0426,10.5150,3.0000
0.0020,0.0182,10.2111,5.0000
0.0053,0.0257,10.2830,5.0000
0.0053,0.0170,10.1166,3.0000
0.0186,0.0411,9.9691,5.0000
0.0107,0.0350,10.4740,5.0000
0.0159,0.0138,9.9578,5.0000
0.0159,0.0255,10.3596,3.0000
0.0107,0.0170,10.1101,3.0000
0.0296,0.0154,10.0000,4.0000
0.0685,0.0543,8.9662,5.0000
0.0032,0.0440,10.2081,4.0000
0.0369,0.0520,10.2418,4.0000
0.1007,0.0268,9.2497,3.0000
0.0369,0.0947,9.0262,2.0000
0.0815,0.0771,10.6886,4.0000
0.1214,0.0767,9.8438,5.0000
0.1352,0.0866,9.9011,3.0000
0.0208,0.0675,9.0800,5.0000
0.0208,0.0655,10.2862,5.0000
0.0998,0.0409,10.5324,5.0000
0.0208,0.0758,9.4731,4.0000
0.0998,0.0412,9.5530,6.0000
0.0998,0.0998,10.0000,4.0000
0.0998,0.0698,9.4934,4.0000
0.0234,0.0422,10.0796,3.0000
0.0279,0.0646,10.1601,3.0000
0.1187,0.0776,9.8374,4.0000
0.0957,0.0702,9.9763,6.0000
0.0211,0.0521,9.2975,6.0000
0.0957,0.0074,10.6189,4.0000
0.0308,0.0859,10.0000,2.0000
0.0029,0.0029,10.7482,2.0000
0.0167,0.0599,10.4646,4.0000
0.0279,0.0279,10.1293,2.0000
0.0279,0.0390,10.0000,4.0000
0.0279,0.0279,10.0000,2.0000
0.0342,0.0335,10.0408,4.0000
0.0320,0.0990,9.6919,4.0000
0.0631,0.0401,10.2316,4.0000
0.0320,0.0293,9.9335,4.0000
0.0053,0.0347,10.3781,5.0000
0.0301,0.0273,10.3032,5.0000
0.0403,0.0187,9.7835,2.0000
0.1103,0.0790,10.2811,3.0000
0.0107,0.0499,8.8933,3.0000
0.0159,0.0133,10.5358,4.0000
0.0934,0.0166,10.1975,5.0000
0.0107,0.0382,10.0000,3.0000
0.0107,0.0154,10.3345,4.0000
0.0107,0.1008,10.5828,3.0000
0.0280,0.0140,10.1578,3.0000
0.0643,0.0799,9.3702,2.0000
0.0279,0.0967,10.4245,4.0000
0.0191,0.0742,10.0180,5.0000
0.1145,0.0888,9.8518,5.0000
0.1145,0.1145,10.0000,2.0000
0.1078,0.1039,9.5034,4.0000
0.0254,0.0329,10.3282,6.0000
0.0254,0.0593,10.5941,5.0000
0.0815,0.0785,9.0181,6.0000
0.0167,0.0485,10.2893,5.0000
0.0517,0.0808,10.2102,5.0000
0.0998,0.0637,9.6389,4.0000
0.0517,0.0998,10.4815,2.0000
0.0971,0.0669,9.8508,3.0000
0.0517,0.0594,10.0008,3.0000
0.0683,0.0518,10.2089,6.0000
0.0517,0.0617,9.8399,5.0000
0.0029,0.0212,10.4190,5.0000
0.0029,0.0493,10.0794,2.0000
0.0029,0.0029,10.0000,3.0000
0.0569,0.0538,9.6842,5.0000
0.0167,0.0242,9.9768,3.0000
0.0279,0.0482,10.0000,5.0000
0.0279,0.0384,10.2075,5.0000
0.0279,0.0325,10.7656,4.0000
0.0403,0.0377,7.5464,4.0000
0.0547,0.0382,10.8617,5.0000
0.0320,0.0396,10.0000,3.0000
0.0320,0.0280,10.9157,4.0000
0.0320,0.0499,9.4193,5.0000
0.0901,0.0218,10.0917,3.0000
0.0320,0.0362,10.0832,2.0000
0.1103,0.1056,9.5600,3.0000
0.1231,0.0220,10.8670,5.0000
0.0107,0.0747,9.3568,7.0000
0.0517,0.0387,10.5117,3.0000
0.0191,0.0820,9.5236,4.0000
0.0107,0.0139,9.3309,2.0000
0.0403,0.0343,10.3291,3.0000
0.0280,0.0469,9.8111,2.0000
0.0606,0.0592,9.9163,5.0000
0.0525,0.0389,10.2462,2.0000
0.0369,0.0699,9.8327,3.0000
0.1145,0.0842,9.2106,4.0000
0.1145,0.0730,10.2617,7.0000
0.1145,0.0862,9.0043,3.0000
0.0797,0.0698,9.9876,6.0000
0.0815,0.0611,10.0209,6.0000
0.0545,0.0568,9.9644,6.0000
0.0517,0.0429,10.0531,4.0000
0.0545,0.0429,9.9582,4.0000
0.0517,0.0584,10.1223,4.0000
0.0403,0.0400,10.0802,3.0000
0.0517,0.0519,10.0165,4.0000
0.0819,0.0593,10.0750,4.0000
0.0517,0.0667,10.4141,7.0000
0.0957,0.0434,9.6233,3.0000
0.0267,0.0380,10.1131,4.0000
0.0267,0.0367,9.8214,3.0000
0.0029,0.0238,10.4289,2.0000
0.0409,0.0191,9.8071,3.0000
0.0279,0.0247,10.1959,5.0000
0.0279,0.0424,10.0204,4.0000
0.0269,0.0360,9.6106,4.0000
0.0279,0.0279,10.0000,3.0000
0.0280,0.0456,10.5021,7.0000
0.0320,0.0620,9.2305,4.0000
0.0320,0.0449,10.8079,6.0000
0.0159,0.0280,6.8776,4.0000
0.0320,0.0314,10.9157,4.0000
0.0320,0.0610,10.0000,2.0000
0.0338,0.0739,9.6085,5.0000
0.1231,0.0323,10.1281,3.0000
0.0107,0.0971,9.3629,4.0000
0.1231,0.0421,9.7520,4.0000
0.0121,0.0597,9.6953,4.0000
0.1445,0.0244,9.4453,1.0000
0.0172,0.0261,9.4721,4.0000
0.0658,0.0334,9.7377,3.0000
0.0658,0.0794,10.0589,4.0000
0.0710,0.0527,10.0042,3.0000
0.0053,0.0808,9.6649,4.0000
0.0710,0.0330,10.4555,6.0000
0.0710,0.0820,10.2930,5.0000
0.0710,0.0930,9.8461,6.0000
0.0265,0.0552,9.2126,5.0000
0.1176,0.0797,10.1263,3.0000
0.1007,0.0635,9.8621,4.0000
0.0172,0.0475,9.9817,5.0000
0.0457,0.0712,10.0359,3.0000
0.1713,0.0333,10.4650,7.0000
0.0269,0.0754,10.1216,4.0000
0.0167,0.0676,10.8358,3.0000
0.0819,0.0547,9.8909,4.0000
0.0819,0.0452,10.2688,5.0000
0.0280,0.0548,7.3238,3.0000
0.0167,0.0278,10.1483,3.0000
0.0267,0.0156,9.9995,3.0000
0.0029,0.0356,10.1729,8.0000
0.0265,0.0124,10.1541,4.0000
0.0029,0.0476,10.0500,5.0000
0.0210,0.0232,9.8510,4.0000
0.0210,0.0227,10.0669,4.0000
0.0500,0.0474,10.1533,3.0000
0.0279,0.0317,9.9741,4.0000
0.0279,0.0476,10.5573,5.0000
0.1332,0.0644,9.2998,3.0000
0.1332,0.0624,10.3883,5.0000
0.0591,0.0618,10.1189,4.0000
0.0457,0.0436,10.1886,4.0000
0.0545,0.0392,10.0407,4.0000
0.0525,0.0349,10.4998,5.0000
0.0525,0.0878,10.2090,2.0000
0.0191,0.0190,10.1910,4.0000
0.0643,0.0735,10.1126,5.0000
0.0517,0.0579,10.0627,4.0000
0.1005,0.0472,10.3449,4.0000
0.0172,0.0172,11.2728,2.0000
0.0172,0.0351,9.1032,4.0000
0.0402,0.0697,10.2711,5.0000
0.1558,0.0356,10.1479,2.0000
0.0053,0.0569,10.4663,4.0000
0.0053,0.0122,10.0459,2.0000
0.0710,0.0449,9.7637,6.0000
0.0710,0.0710,9.9751,3.0000
0.0998,0.0140,8.8324,2.0000
0.0815,0.0354,10.0664,3.0000
0.0547,0.0573,10.3354,6.0000
0.0342,0.0415,9.9499,3.0000
0.0032,0.0359,10.2343,5.0000
0.1488,0.0558,9.7513,3.0000
0.0517,0.0767,9.4841,4.0000
0.0186,0.0821,9.7127,2.0000
0.0035,0.0841,9.4710,3.0000
0.0308,0.0333,10.1951,4.0000
0.0308,0.0243,10.7231,5.0000
0.0280,0.0503,9.8573,3.0000
0.0172,0.0235,9.9683,3.0000
0.0267,0.0341,9.9524,5.0000
0.0029,0.0148,10.1899,4.0000
0.0210,0.0169,10.0895,4.0000
0.0409,0.0210,10.0662,3.0000
0.0210,0.0332,10.1598,4.0000
0.0500,0.0448,9.8532,6.0000
0.0210,0.0392,10.1823,4.0000
0.0244,0.0315,10.0944,7.0000
0.0244,0.0199,10.2353,3.0000
0.0861,0.0677,9.7236,6.0000
0.0320,0.0592,10.3241,6.0000
0.0525,0.0556,9.7608,4.0000
0.0545,0.0401,9.8978,3.0000
0.1355,0.0552,10.1678,3.0000
0.1759,0.0160,8.8402,3.0000
0.0269,0.0237,10.1323,6.0000
0.0643,0.0579,10.0000,3.0000
0.0547,0.0539,9.8617,5.0000
0.0249,0.0399,10.2182,5.0000
0.0108,0.0628,9.2006,3.0000
0.0172,0.0244,10.5027,5.0000
0.0658,0.0658,10.9002,1.0000
0.0658,0.0942,9.0998,3.0000
0.0611,0.0684,9.9489,4.0000
0.1520,0.0289,10.5743,4.0000
0.1078,0.0463,10.1080,3.0000
0.0710,0.0510,10.2428,4.0000
0.0939,0.0327,9.6606,4.0000
0.0342,0.0579,9.6291,2.0000
0.0342,0.0680,10.5475,4.0000
0.1124,0.0744,9.2854,2.0000
0.1124,0.1047,10.1115,3.0000
0.1124,0.1215,9.7322,4.0000
0.1124,0.0768,9.8564,4.0000
0.1124,0.0416,10.4647,4.0000
0.0815,0.0787,9.8389,4.0000
0.0212,0.0425,10.1284,4.0000
0.0308,0.0443,10.2185,7.0000
0.0403,0.0588,10.0912,6.0000
0.0172,0.0231,10.0926,6.0000
0.0279,0.0590,10.0298,6.0000
0.0029,0.0456,9.9492,7.0000
0.0210,0.0309,9.9006,2.0000
0.0296,0.0232,10.2693,7.0000
0.0210,0.0439,9.7701,5.0000
0.0559,0.0273,10.2130,3.0000
0.0176,0.0413,9.7303,5.0000
0.0108,0.0176,10.1551,5.0000
0.0108,0.0387,10.4450,2.0000
0.0667,0.0505,9.6331,5.0000
0.0525,0.0697,9.7186,4.0000
0.0901,0.0394,9.9822,3.0000
0.0133,0.0625,9.9996,5.0000
0.0701,0.0726,9.3702,6.0000
0.0121,0.0751,11.0125,4.0000
0.0827,0.0382,9.8871,2.0000
0.0547,0.0628,10.1338,5.0000
0.0643,0.0547,9.9386,4.0000
0.0547,0.0469,9.8967,4.0000
0.0643,0.0444,10.0131,4.0000
0.0173,0.0248,10.4474,5.0000
0.0683,0.0460,9.9205,4.0000
0.0683,0.0634,9.7996,4.0000
0.0929,0.0636,10.3442,3.0000
0.0269,0.1118,8.8243,4.0000
0.0195,0.0573,9.8944,3.0000
0.0159,0.0343,11.1209,3.0000
0.0929,0.1026,10.5829,2.0000
0.2639,0.0780,9.5619,5.0000
0.0685,0.1002,10.3722,5.0000
0.0365,0.0744,10.6181,2.0000
0.0892,0.0745,9.4511,8.0000
0.0191,0.0356,11.2125,3.0000
0.0308,0.0568,9.4914,4.0000
0.0167,0.0332,10.4740,5.0000
0.0861,0.0542,9.7379,4.0000
0.0308,0.0479,10.1014,5.0000
0.0406,0.0213,10.3376,5.0000
0.0308,0.0357,9.9352,4.0000
0.0308,0.0575,9.9910,4.0000
0.0409,0.0326,10.1896,4.0000
0.0409,0.0210,9.9901,4.0000
0.0369,0.0354,9.5574,4.0000
0.0210,0.0326,10.4356,3.0000
0.0559,0.0185,10.0873,4.0000
0.0109,0.0443,9.9662,3.0000
0.0210,0.0109,10.2537,3.0000
0.0109,0.0115,9.4410,4.0000
0.0035,0.0447,10.6799,4.0000
0.0172,0.0480,10.5247,5.0000
0.0901,0.0302,10.3548,3.0000
0.0950,0.0251,10.5721,4.0000
0.0901,0.0589,10.0305,3.0000
0.1355,0.0748,9.7084,4.0000
0.1355,0.0504,9.1489,3.0000
0.0036,0.0454,9.8969,6.0000
0.0643,0.0173,10.0000,1.0000
0.0547,0.0783,10.4475,6.0000
0.0342,0.0536,9.9727,4.0000
0.0943,0.0479,10.1320,3.0000
0.0547,0.0687,9.4978,8.0000
0.0943,0.0465,10.5115,5.0000
0.0269,0.0487,9.1950,3.0000
0.0279,0.0601,9.9356,7.0000
0.0108,0.0413,10.4235,4.0000
0.0458,0.0374,10.0443,4.0000
0.0249,0.0579,8.8633,5.0000
0.0269,0.0502,10.5465,5.0000
0.0269,0.0512,10.5499,3.0000
0.0998,0.0538,8.5933,5.0000
0.0365,0.0472,10.3696,5.0000
0.0365,0.0356,10.8170,3.0000
0.0403,0.0513,10.7139,6.0000
0.0167,0.0167,10.6082,3.0000
0.0167,0.0203,8.6405,4.0000
0.0308,0.0397,10.4352,6.0000
0.0308,0.0179,9.9440,4.0000
0.0049,0.0268,10.2180,4.0000
0.0308,0.0496,10.1556,5.0000
0.1409,0.0488,10.3886,5.0000
0.0308,0.0632,9.2244,4.0000
0.0191,0.0372,10.3310,4.0000
0.0191,0.0723,9.9082,2.0000
0.0210,0.0392,9.9796,4.0000
0.0210,0.0535,10.6975,4.0000
0.0365,0.0319,8.3210,4.0000
0.0109,0.0165,9.9323,3.0000
0.0108,0.0108,10.5068,4.0000
0.0108,0.0366,8.9334,5.0000
0.0191,0.0191,10.0000,2.0000
0.0191,0.0520,10.2323,5.0000
0.1044,0.0423,10.2000,2.0000
0.0659,0.0331,10.0058,3.0000
0.0036,0.0546,9.8703,5.0000
0.0036,0.0406,10.3209,6.0000
0.0036,0.0082,10.2022,3.0000
0.0173,0.0486,9.6441,5.0000
0.0547,0.0384,10.0240,4.0000
0.0547,0.0547,10.0000,2.0000
0.0547,0.0663,10.1534,5.0000
0.0943,0.0686,10.1767,4.0000
0.0547,0.0943,10.1186,2.0000
0.0249,0.0481,10.6367,5.0000
0.0167,0.0087,9.0846,2.0000
0.0110,0.0503,9.9316,6.0000
0.0269,0.0549,9.1749,2.0000
0.1094,0.0372,10.3785,3.0000
0.0269,0.0422,10.0000,6.0000
0.0269,0.0336,10.0436,4.0000
0.0365,0.0460,10.4598,5.0000
0.0269,0.0311,10.0890,4.0000
0.0338,0.0437,9.5127,5.0000
0.0211,0.0553,9.6123,4.0000
0.0167,0.0443,10.2965,5.0000
0.0685,0.0315,7.7359,4.0000
0.0701,0.0480,10.0444,3.0000
0.0049,0.0342,10.7443,6.0000
0.0049,0.0164,9.8442,6.0000
0.0402,0.0542,10.4285,4.0000
0.1205,0.0757,9.3283,5.0000
0.0517,0.0595,9.5715,5.0000
0.0402,0.0487,10.5423,5.0000
0.1044,0.0413,9.3939,4.0000
0.0505,0.0994,9.0818,4.0000
0.1007,0.0368,10.2582,6.0000
0.0722,0.0540,9.8945,3.0000
0.0308,0.0916,9.0185,4.0000
0.0525,0.0344,10.3398,2.0000
0.0901,0.0434,9.5187,4.0000
0.0191,0.0191,10.1112,3.0000
0.0191,0.0197,10.0063,3.0000
0.0014,0.0739,8.8616,4.0000
0.0591,0.0629,9.8150,4.0000
0.0036,0.0147,10.3408,5.0000
0.0036,0.0055,10.1745,4.0000
0.0036,0.0199,10.3791,6.0000
0.0547,0.0179,10.2174,6.0000
0.0269,0.0575,9.8298,4.0000
0.0159,0.0318,10.2554,3.0000
0.0338,0.0512,9.0964,4.0000
0.0338,0.0384,10.5324,4.0000
0.0269,0.0585,10.3140,4.0000
0.1064,0.0334,8.9322,6.0000
0.0073,0.0568,10.5859,2.0000
0.0004,0.0019,10.2065,3.0000
0.0004,0.0442,10.3385,5.0000
0.0579,0.0437,9.7673,4.0000
0.0073,0.0388,10.4479,6.0000
0.0443,0.0355,10.0512,6.0000
0.0591,0.0337,10.0072,4.0000
0.0176,0.0350,10.3003,4.0000
0.0176,0.0375,10.9183,4.0000
0.0701,0.0308,9.4775,4.0000
0.0605,0.0311,9.7108,6.0000
0.0701,0.0898,10.5315,3.0000
0.1082,0.0722,9.9784,5.0000
0.0402,0.0290,10.2906,5.0000
0.0035,0.0258,9.8947,5.0000
0.0402,0.0033,10.0554,2.0000
0.0265,0.0188,10.5761,3.0000
0.0053,0.0818,9.6081,4.0000
0.0710,0.0621,10.6736,6.0000
0.0244,0.0860,9.4813,5.0000
0.1272,0.0298,10.6763,6.0000
0.0244,0.0957,9.6912,7.0000
0.0517,0.0332,9.9617,4.0000
0.0525,0.0519,10.0079,4.0000
0.0517,0.0343,9.7492,5.0000
0.0525,0.0346,10.3975,4.0000
0.0191,0.0367,9.6528,7.0000
0.0210,0.0218,10.0911,4.0000
0.0279,0.0360,10.0812,3.0000
0.0591,0.0449,9.8578,4.0000
0.0036,0.0314,10.2775,2.0000
0.0014,0.0790,10.1839,4.0000
0.0036,0.0207,9.9899,3.0000
0.0547,0.0302,10.1684,4.0000
0.0547,0.1028,10.1187,5.0000
0.1044,0.0547,9.9953,3.0000
0.0659,0.0531,10.6392,3.0000
0.0073,0.0402,10.4857,1.0000
0.0342,0.0188,10.1124,4.0000
0.0073,0.0554,10.3140,4.0000
0.0073,0.0054,10.4934,4.0000
0.0004,0.0437,10.1932,7.0000
0.1094,0.0653,9.6472,3.0000
0.0579,0.0836,10.2574,2.0000
0.0036,0.0268,8.8583,5.0000
0.0579,0.0281,10.0245,3.0000
0.0363,0.0546,9.8874,5.0000
0.0363,0.0215,10.1213,7.0000
0.0014,0.0142,10.2758,5.0000
0.0014,0.0265,10.4346,5.0000
0.0014,0.0651,10.4304,5.0000
0.1007,0.0529,9.9565,4.0000
0.0701,0.0564,9.5510,6.0000
0.0035,0.0408,10.4370,6.0000
0.0035,0.0035,10.4015,3.0000
0.0939,0.0634,9.7993,4.0000
0.0265,0.0680,9.4296,4.0000
0.0107,0.0789,9.5195,4.0000
0.1269,0.0141,10.7412,4.0000
0.0606,0.0834,9.6594,5.0000
0.0525,0.0703,9.3832,4.0000
0.0525,0.0337,10.1936,4.0000
0.0525,0.0482,10.0000,5.0000
0.0525,0.0683,9.8388,7.0000
0.0108,0.0355,10.3723,5.0000
0.0108,0.0386,10.0547,3.0000
0.0525,0.0135,10.2780,3.0000
0.0279,0.0561,10.1879,5.0000
0.0605,0.0506,9.9910,3.0000
0.0890,0.0521,9.4990,4.0000
0.0827,0.0729,10.3436,5.0000
0.0036,0.0021,9.9849,2.0000
0.0036,0.0039,10.0029,4.0000
0.0078,0.0194,10.0808,4.0000
0.0643,0.0725,10.3645,5.0000
0.0547,0.0835,9.8478,4.0000
0.1044,0.0450,9.8839,4.0000
0.0402,0.0757,9.8272,6.0000
0.0358,0.0124,10.1721,3.0000
0.0073,0.0201,10.1285,3.0000
0.0035,0.0672,9.4968,6.0000
0.0659,0.0690,10.1655,3.0000
0.1375,0.0673,9.6680,3.0000
0.0249,0.0680,9.4013,7.0000
0.0757,0.0854,9.9572,2.0000
0.0108,0.0445,10.1171,4.0000
0.0934,0.0384,10.3487,4.0000
0.0014,0.0619,10.1163,3.0000
0.0108,0.0191,10.0314,3.0000
0.0157,0.0492,10.3535,2.0000
0.1436,0.0696,9.6998,2.0000
0.0701,0.0876,8.8544,5.0000
0.0939,0.0594,10.5416,4.0000
0.0035,0.0276,9.4073,5.0000
0.0035,0.0128,10.3033,5.0000
0.0035,0.0041,10.2876,3.0000
0.1409,0.0147,10.1667,2.0000
0.1409,0.0460,10.4919,3.0000
0.0107,0.0538,10.2946,5.0000
0.1445,0.0556,9.8374,3.0000
0.0409,0.0421,10.3438,4.0000
0.0536,0.0316,9.8482,2.0000
0.0525,0.0530,10.0115,2.0000
0.0525,0.0403,9.9641,5.0000
0.0593,0.0364,9.7251,6.0000
0.0402,0.0689,9.9710,7.0000
0.0108,0.0461,10.0499,3.0000
0.0186,0.0186,10.0314,1.0000
0.0338,0.0272,10.0440,2.0000
0.0722,0.0345,10.2914,4.0000
0.0167,0.0015,10.0902,3.0000
0.0006,0.0054,10.0076,4.0000
0.0006,0.0014,10.0076,4.0000
0.0006,0.0068,10.2165,3.0000
0.0119,0.0236,9.7114,3.0000
0.0244,0.0442,8.7130,4.0000
0.0659,0.0651,10.5619,4.0000
0.0659,0.0466,10.0259,5.0000
0.0103,0.0340,9.9700,4.0000
0.0073,0.0278,10.7026,3.0000
0.0073,0.0098,8.5632,3.0000
0.0249,0.0257,10.4825,5.0000
0.0265,0.1382,9.7692,4.0000
0.1378,0.0729,9.5055,6.0000
0.0986,0.0912,9.9120,4.0000
0.0757,0.0419,10.2937,3.0000
0.0163,0.0311,10.1319,3.0000
0.0163,0.0051,10.0608,4.0000
0.0014,0.0095,9.9372,3.0000
0.0014,0.0326,9.9604,2.0000
0.0797,0.0627,9.9333,2.0000
0.0035,0.0727,9.6822,5.0000
0.0402,0.0564,10.2777,4.0000
0.0035,0.0108,10.4863,3.0000
0.0035,0.0051,10.6287,7.0000
0.0035,0.0387,9.1372,4.0000
0.0559,0.0388,10.0272,5.0000
0.0815,0.0933,9.8065,4.0000
0.0606,0.0776,10.2211,2.0000
0.0457,0.0786,9.4282,3.0000
0.0457,0.0457,10.4060,1.0000
0.0457,0.0613,10.6277,3.0000
0.0108,0.0270,10.8685,3.0000
0.0029,0.0283,9.8802,3.0000
0.0029,0.0507,10.5545,4.0000
0.0402,0.0588,10.0000,1.0000
0.0402,0.0402,9.9316,2.0000
0.0402,0.0794,10.1754,4.0000
0.0206,0.0517,10.2672,3.0000
0.0006,0.0087,10.0998,2.0000
0.0006,0.0282,10.2360,4.0000
0.0006,0.0240,10.1356,4.0000
0.0006,0.0041,10.2165,3.0000
0.0588,0.0377,10.1684,4.0000
0.0583,0.0317,9.7156,5.0000
0.0659,0.0535,10.8369,4.0000
0.0659,0.0659,9.8159,3.0000
0.0659,0.0578,9.9977,5.0000
0.0269,0.0520,9.8676,4.0000
0.0659,0.0138,10.3814,3.0000
0.0279,0.0504,10.2755,4.0000
0.0280,0.0566,10.4506,4.0000
0.1630,0.0733,9.5380,4.0000
0.0757,0.1207,10.3752,4.0000
0.0757,0.0652,10.4865,4.0000
0.0108,0.0349,10.0000,5.0000
0.0014,0.0098,9.9922,4.0000
0.0014,0.0262,10.0706,4.0000
0.0014,0.0014,9.9372,3.0000
0.0279,0.0494,9.5891,4.0000
0.0035,0.1090,8.5222,5.0000
0.1688,0.0035,11.1584,3.0000
0.0035,0.0616,9.3869,5.0000
0.0035,0.0292,10.4479,4.0000
0.0035,0.0543,9.2297,5.0000
0.0606,0.0035,10.6928,4.0000
0.0035,0.0584,9.8447,3.0000
0.0606,0.0606,10.0000,1.0000
0.1044,0.0572,10.2467,5.0000
0.0457,0.0340,10.2031,3.0000
0.0308,0.0344,10.0730,6.0000
0.0457,0.0332,9.9155,5.0000
0.0457,0.0604,10.1469,5.0000
0.0402,0.0472,10.0408,3.0000
0.0036,0.0171,9.8706,3.0000
0.0265,0.0205,10.0231,5.0000
0.0402,0.0311,10.6258,3.0000
0.0265,0.0305,8.8260,3.0000
0.0206,0.0221,11.1224,4.0000
0.0206,0.0990,8.8551,3.0000
0.1044,0.0827,10.0000,1.0000
0.0943,0.0303,9.8600,4.0000
0.0110,0.0642,9.7397,6.0000
0.0655,0.0807,9.9831,5.0000
0.0655,0.0655,9.9786,3.0000
0.0655,0.0544,9.7417,5.0000
0.0159,0.0407,10.3025,2.0000
0.0659,0.0573,9.9790,5.0000
0.0659,0.0633,9.6878,3.0000
0.0035,0.0192,10.6727,5.0000
0.0032,0.0204,9.8925,3.0000
0.0279,0.0756,9.4406,4.0000
0.1630,0.0757,9.8922,4.0000
0.1064,0.0895,9.6538,5.0000
0.0757,0.0671,9.8548,4.0000
0.0108,0.0347,10.5513,4.0000
0.0108,0.0077,10.0000,3.0000
0.0108,0.0125,9.9623,4.0000
0.0014,0.0107,10.0942,4.0000
0.0108,0.0184,9.7154,3.0000
0.1688,0.0150,10.8159,5.0000
0.0244,0.1140,10.1283,4.0000
0.0797,0.0294,10.2253,3.0000
0.0797,0.0473,10.0297,5.0000
0.0458,0.0675,10.3509,2.0000
0.0035,0.0576,9.7481,3.0000
0.0548,0.0420,10.0386,4.0000
0.0606,0.0356,9.9617,2.0000
0.0606,0.0581,9.9005,3.0000
0.0308,0.0287,9.8827,4.0000
0.0308,0.0265,10.5226,6.0000
0.0035,0.0301,10.7645,4.0000
0.0265,0.0223,9.9729,5.0000
0.0265,0.0265,10.1820,4.0000
0.0265,0.0113,10.4044,3.0000
0.0265,0.0354,10.4591,6.0000
0.0265,0.0302,9.7559,4.0000
0.0036,0.0193,10.5038,3.0000
0.0206,0.0394,8.7488,4.0000
0.1064,0.0546,10.3862,5.0000
0.0191,0.0875,10.4306,6.0000
0.0655,0.0579,10.3800,5.0000
0.0655,0.0575,9.9732,5.0000
0.0035,0.0568,10.6661,5.0000
0.0655,0.0504,10.1471,3.0000
0.0588,0.0609,9.7164,5.0000
0.0961,0.0775,10.0048,2.0000
0.0961,0.0872,9.6459,6.0000
0.0971,0.0735,10.2164,4.0000
0.0659,0.0971,9.6109,2.0000
0.0971,0.0582,10.3106,2.0000
0.0971,0.0357,10.0381,2.0000
0.0036,0.0127,9.7036,4.0000
0.0032,0.0134,10.0132,4.0000
0.0757,0.0581,9.8248,3.0000
0.0265,0.0331,10.1941,4.0000
0.0108,0.0108,10.0000,3.0000
0.0108,0.0096,10.0000,4.0000
0.0062,0.0297,10.1525,5.0000
0.0108,0.0488,9.2905,5.0000
0.0605,0.0471,10.4918,3.0000
0.0701,0.0552,9.8023,2.0000
0.0500,0.0593,10.5300,4.0000
0.0797,0.0690,8.3297,6.0000
